mandt,land1,teleffrom,telefto,telefrm,telexfrom,telexto,mobile_sms,operation_flag,is_deleted,recordstamp
000,NC,00,687,,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,NC,00,687,,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,NC,00,687,,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,NC,00,687,,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,NC,00,687,,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,NC,00,687,,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,NI,00,505,,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,NI,00,505,,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,NI,00,505,,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,NI,00,505,,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,NI,00,505,,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,NI,00,505,,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,PF,00,689,,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,PF,00,689,,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,PF,00,689,,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,PF,00,689,,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,PF,00,689,,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,PF,00,689,,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,PM,00,508,,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,PM,00,508,,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,PM,00,508,,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,PM,00,508,,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,PM,00,508,,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,PM,00,508,,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,RE,00,262,,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,RE,00,262,,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,RE,00,262,,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,RE,00,262,,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,RE,00,262,,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,RE,00,262,,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,SB,00,677,,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,SB,00,677,,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,SB,00,677,,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,SB,00,677,,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,SB,00,677,,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,SB,00,677,,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,SM,00,378,,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,SM,00,378,,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,SM,00,378,,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,SM,00,378,,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,SM,00,378,,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,SM,00,378,,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,TD,00,235,,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,TD,00,235,,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,TD,00,235,,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,TD,00,235,,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,TD,00,235,,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,TD,00,235,,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,TG,00,228,,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,TG,00,228,,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,TG,00,228,,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,TG,00,228,,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,TG,00,228,,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,TG,00,228,,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,UG,00,256,,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,UG,00,256,,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,UG,00,256,,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,UG,00,256,,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,UG,00,256,,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,UG,00,256,,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,VU,00,678,,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,VU,00,678,,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,VU,00,678,,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,VU,00,678,,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,VU,00,678,,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,VU,00,678,,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,BZ,01,501,,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,BZ,01,501,,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,BZ,01,501,,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,BZ,01,501,,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,BZ,01,501,,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,BZ,01,501,,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,CO,90,57,,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,CO,90,57,,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,CO,90,57,,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,CO,90,57,,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,CO,90,57,,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,CO,90,57,,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,GN,001,224,,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,GN,001,224,,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,GN,001,224,,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,GN,001,224,,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,GN,001,224,,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,GN,001,224,,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,GY,001,592,,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,GY,001,592,,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,GY,001,592,,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,GY,001,592,,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,GY,001,592,,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,GY,001,592,,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,SR,001,597,,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,SR,001,597,,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,SR,001,597,,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,SR,001,597,,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,SR,001,597,,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,SR,001,597,,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,GU,002,671,,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,GU,002,671,,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,GU,002,671,,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,GU,002,671,,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,GU,002,671,,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,GU,002,671,,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,GL,009,299,,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,GL,009,299,,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,GL,009,299,,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,GL,009,299,,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,GL,009,299,,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,GL,009,299,,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,AG,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,AG,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,AG,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,AG,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,AG,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,AG,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,AI,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,AI,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,AI,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,AI,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,AI,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,AI,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,AS,011,684,,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,AS,011,684,,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,AS,011,684,,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,AS,011,684,,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,AS,011,684,,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,AS,011,684,,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,BB,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,BB,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,BB,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,BB,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,BB,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,BB,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,BM,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,BM,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,BM,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,BM,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,BM,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,BM,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,BS,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,BS,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,BS,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,BS,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,BS,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,BS,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,DM,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,DM,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,DM,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,DM,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,DM,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,DM,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,DO,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,DO,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,DO,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,DO,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,DO,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,DO,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,FM,011,691,,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,FM,011,691,,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,FM,011,691,,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,FM,011,691,,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,FM,011,691,,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,FM,011,691,,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,GD,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,GD,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,GD,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,GD,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,GD,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,GD,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,KN,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,KN,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,KN,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,KN,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,KN,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,KN,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,MP,011,670,,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,MP,011,670,,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,MP,011,670,,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,MP,011,670,,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,MP,011,670,,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,MP,011,670,,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,MS,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,MS,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,MS,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,MS,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,MS,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,MS,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,VG,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,VG,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,VG,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,VG,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,VG,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,VG,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,VI,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,VI,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,VI,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,VI,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,VI,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,VI,011,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,PR,135,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,PR,135,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,PR,135,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,PR,135,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,PR,135,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,PR,135,1809,,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,AO,,244,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,AO,,244,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,AO,,244,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,AO,,244,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,AO,,244,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,AO,,244,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,BO,,591,0,,71,,L,False,2022-01-31 20:43:39.619600+00:00
001,BO,,591,0,,71,,L,False,2022-01-31 20:43:39.619600+00:00
050,BO,,591,0,,71,,L,False,2022-01-31 20:43:39.619600+00:00
100,BO,,591,0,,71,,L,False,2022-01-31 20:43:39.619600+00:00
200,BO,,591,0,,71,,L,False,2022-01-31 20:43:39.619600+00:00
250,BO,,591,0,,71,,L,False,2022-01-31 20:43:39.619600+00:00
000,CU,,53,0,,38,,L,False,2022-01-31 20:43:39.619600+00:00
001,CU,,53,0,,38,,L,False,2022-01-31 20:43:39.619600+00:00
050,CU,,53,0,,38,,L,False,2022-01-31 20:43:39.619600+00:00
100,CU,,53,0,,38,,L,False,2022-01-31 20:43:39.619600+00:00
200,CU,,53,0,,38,,L,False,2022-01-31 20:43:39.619600+00:00
250,CU,,53,0,,38,,L,False,2022-01-31 20:43:39.619600+00:00
000,PY,,595,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,PY,,595,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,PY,,595,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,PY,,595,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,PY,,595,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,PY,,595,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,RO,,40,0,,65,,L,False,2022-01-31 20:43:39.619600+00:00
001,RO,,40,0,,65,,L,False,2022-01-31 20:43:39.619600+00:00
050,RO,,40,0,,65,,L,False,2022-01-31 20:43:39.619600+00:00
100,RO,,40,0,,65,,L,False,2022-01-31 20:43:39.619600+00:00
200,RO,,40,0,,65,,L,False,2022-01-31 20:43:39.619600+00:00
250,RO,,40,0,,65,,L,False,2022-01-31 20:43:39.619600+00:00
000,SD,,249,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,SD,,249,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,SD,,249,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,SD,,249,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,SD,,249,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,SD,,249,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,SL,,232,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,SL,,232,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,SL,,232,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,SL,,232,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,SL,,232,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,SL,,232,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,SO,,252,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,SO,,252,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,SO,,252,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,SO,,252,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,SO,,252,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,SO,,252,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,SS,,211,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,SS,,211,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,SS,,211,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,SS,,211,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,SS,,211,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,SS,,211,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,TZ,,255,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,TZ,,255,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,TZ,,255,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,TZ,,255,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,TZ,,255,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,TZ,,255,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,VN,,84,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,VN,,84,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,VN,,84,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,VN,,84,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,VN,,84,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,VN,,84,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,ZR,,243,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,ZR,,243,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,ZR,,243,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,ZR,,243,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,ZR,,243,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,ZR,,243,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,BH,0,973,0,,47,,L,False,2022-01-31 20:43:39.619600+00:00
001,BH,0,973,0,,47,,L,False,2022-01-31 20:43:39.619600+00:00
050,BH,0,973,0,,47,,L,False,2022-01-31 20:43:39.619600+00:00
100,BH,0,973,0,,47,,L,False,2022-01-31 20:43:39.619600+00:00
200,BH,0,973,0,,47,,L,False,2022-01-31 20:43:39.619600+00:00
250,BH,0,973,0,,47,,L,False,2022-01-31 20:43:39.619600+00:00
000,CV,0,238,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,CV,0,238,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,CV,0,238,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,CV,0,238,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,CV,0,238,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,CV,0,238,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,MT,0,356,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,MT,0,356,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,MT,0,356,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,MT,0,356,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,MT,0,356,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,MT,0,356,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,QA,0,974,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,QA,0,974,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,QA,0,974,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,QA,0,974,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,QA,0,974,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,QA,0,974,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,SV,0,503,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,SV,0,503,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,SV,0,503,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,SV,0,503,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,SV,0,503,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,SV,0,503,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,MV,6,960,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,MV,6,960,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,MV,6,960,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,MV,6,960,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,MV,6,960,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,MV,6,960,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,AR,00,54,0,,33,,L,False,2022-01-31 20:43:39.619600+00:00
001,AR,00,54,0,,33,,L,False,2022-01-31 20:43:39.619600+00:00
050,AR,00,54,0,,33,,L,False,2022-01-31 20:43:39.619600+00:00
100,AR,00,54,0,,33,,L,False,2022-01-31 20:43:39.619600+00:00
200,AR,00,54,0,,33,,L,False,2022-01-31 20:43:39.619600+00:00
250,AR,00,54,0,,33,,L,False,2022-01-31 20:43:39.619600+00:00
000,AT,00,43,0,,47,,L,False,2022-01-31 20:43:39.619600+00:00
001,AT,00,43,0,,47,,L,False,2022-01-31 20:43:39.619600+00:00
050,AT,00,43,0,,47,,L,False,2022-01-31 20:43:39.619600+00:00
100,AT,00,43,0,,47,,L,False,2022-01-31 20:43:39.619600+00:00
200,AT,00,43,0,,47,,L,False,2022-01-31 20:43:39.619600+00:00
250,AT,00,43,0,,47,,L,False,2022-01-31 20:43:39.619600+00:00
000,BD,00,880,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,BD,00,880,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,BD,00,880,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,BD,00,880,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,BD,00,880,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,BD,00,880,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,BF,00,226,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,BF,00,226,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,BF,00,226,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,BF,00,226,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,BF,00,226,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,BF,00,226,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,BG,00,359,0,,67,,L,False,2022-01-31 20:43:39.619600+00:00
001,BG,00,359,0,,67,,L,False,2022-01-31 20:43:39.619600+00:00
050,BG,00,359,0,,67,,L,False,2022-01-31 20:43:39.619600+00:00
100,BG,00,359,0,,67,,L,False,2022-01-31 20:43:39.619600+00:00
200,BG,00,359,0,,67,,L,False,2022-01-31 20:43:39.619600+00:00
250,BG,00,359,0,,67,,L,False,2022-01-31 20:43:39.619600+00:00
000,BN,00,673,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,BN,00,673,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,BN,00,673,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,BN,00,673,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,BN,00,673,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,BN,00,673,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,BW,00,267,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,BW,00,267,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,BW,00,267,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,BW,00,267,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,BW,00,267,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,BW,00,267,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,CG,00,242,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,CG,00,242,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,CG,00,242,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,CG,00,242,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,CG,00,242,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,CG,00,242,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,CM,00,237,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
001,CM,00,237,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
050,CM,00,237,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
100,CM,00,237,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
200,CM,00,237,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
250,CM,00,237,0,,,,L,False,2022-01-31 20:43:39.619600+00:00
000,CN,00,86,0,,85,,L,False,2022-01-31 20:43:39.619600+00:00
001,CN,00,86,0,,85,,L,False,2022-01-31 20:43:39.619600+00:00
050,CN,00,86,0,,85,,L,False,2022-01-31 20:43:39.619600+00:00
100,CN,00,86,0,,85,,L,False,2022-01-31 20:43:39.619600+00:00
