mandt,prctr,datbi,kokrs,datab,ersda,usnam,merkmal,abtei,verak,verak_user,waers,nprctr,land1,anred,name1,name2,name3,name4,ort01,ort02,stras,pfach,pstlz,pstl2,spras,telbx,telf1,telf2,telfx,teltx,telx1,datlt,drnam,khinr,bukrs,vname,recid,etype,txjcd,regio,kvewe,kappl,kalsm,logsystem,lock_ind,pca_template,segment,operation_flag,is_deleted,recordstamp
100,US01PGPC16,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,TOOTHBRUSH,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,US01PGPC17,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,TOOTHBRUSH,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,US01PSBV01,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,PURE,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,US01PSBV02,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,PURE,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,US01PSBV03,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,MIXED,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,US01PSBV04,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,MIXED,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,US01PSBV05,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,SUGAR,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,US01PSBV06,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,SUGAR,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,US01PSBV07,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,NONSUGAR,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,US01PSBV08,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,NONSUGAR,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,US01PSBV09,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,PLAIN,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,US01PSBV10,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,BEER,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,US01PSBV11,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,BEER,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,US01PSBV12,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,WINE,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,US01PSBV13,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,WINE,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,US01PSBV14,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,HARD,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,US01PSBV15,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,HARD,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,US01PSFD01,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,YOGURT,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,US01PSFD02,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,YOGURT,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,US01PSFD03,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,BUTTER,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,US01PSFD04,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,BUTTER,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,US01PSFD05,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,ICECREAM,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,US01PSFD06,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,ICECREAM,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,US01PSFD07,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,MEAT,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,US01PSFD08,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,MEAT,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,US01PSFD09,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,POULTRY,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,US01PSFD10,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,POULTRY,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,US01PSFD11,9999-12-31,C001,2010-01-01,2022-01-11,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,POULTRY,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,US02ELHE01,9999-12-31,C001,2010-01-01,2022-01-13,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,LED2,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,US02ELHE02,9999-12-31,C001,2010-01-01,2022-01-13,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,LED2,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,US02PGHP01,9999-12-31,C001,2021-01-01,2022-01-13,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,LAUNDRDET2,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,US02PGHP02,9999-12-31,C001,2021-01-01,2022-01-13,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,LAUNDRDET2,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,US02PSFD01,9999-12-31,C001,2010-01-01,2022-01-13,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,YOGURT2,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
100,US02PSFD02,9999-12-31,C001,2010-01-01,2022-01-13,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,YOGURT2,,,,,,,,,,,,,,I,False,2022-04-21 14:42:31.126446+00:00
050,US02PGHP03,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,DISHDETER2,,,,,,,,,,,,,,I,False,2022-02-01 12:01:45.106106+00:00
050,US02PGHP04,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,DISHDETER2,,,,,,,,,,,,,,I,False,2022-02-01 12:02:03.623430+00:00
050,US02PGHP05,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,DISHWASHR2,,,,,,,,,,,,,,I,False,2022-02-01 12:02:23.067663+00:00
050,US02PGHP06,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,DISHWASHR2,,,,,,,,,,,,,,I,False,2022-02-01 12:02:45.076110+00:00
050,US02PGHP07,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,CLOTH2,,,,,,,,,,,,,,I,False,2022-02-01 12:03:05.492109+00:00
050,US02PGHP08,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,CLOTH2,,,,,,,,,,,,,,I,False,2022-02-01 12:03:27.375731+00:00
050,US02PGHP09,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,WIPES2,,,,,,,,,,,,,,I,False,2022-02-01 12:03:46.707731+00:00
050,US02PGHP10,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,WIPES2,,,,,,,,,,,,,,I,False,2022-02-01 12:04:07.099415+00:00
050,US02PGHP11,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,WIPES2,,,,,,,,,,,,,,I,False,2022-02-01 12:04:26.379941+00:00
050,US02PGHP12,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,WOVENNKNT2,,,,,,,,,,,,,,I,False,2022-02-01 12:04:46.718818+00:00
050,US02PGHP13,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,WOVENNKNT2,,,,,,,,,,,,,,I,False,2022-02-01 12:05:07.084055+00:00
050,US02PGHP14,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,COTTNPOLY2,,,,,,,,,,,,,,I,False,2022-02-01 12:05:28.707986+00:00
050,US02PGHP15,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,COTTNPOLY2,,,,,,,,,,,,,,I,False,2022-02-01 12:05:52.363032+00:00
050,US02PGPC01,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,SOAPLIQSP2,,,,,,,,,,,,,,I,False,2022-02-01 12:06:39.071314+00:00
050,US02PGPC02,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,SOAPLIQSP2,,,,,,,,,,,,,,I,False,2022-02-01 12:07:00.642133+00:00
050,US02PGPC03,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,SOAPLIQSP2,,,,,,,,,,,,,,I,False,2022-02-01 12:07:23.290602+00:00
050,US02PGPC04,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,LOTIONMOI2,,,,,,,,,,,,,,I,False,2022-02-01 12:07:55.714493+00:00
050,US02PGPC05,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,LOTIONMOI2,,,,,,,,,,,,,,I,False,2022-02-01 12:08:26.968425+00:00
050,US02PGPC06,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,LOTIONMOI2,,,,,,,,,,,,,,I,False,2022-02-01 12:08:49.634094+00:00
050,US02PGPC07,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,SHAMPOODR2,,,,,,,,,,,,,,I,False,2022-02-01 12:09:15.358357+00:00
050,US02PGPC08,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,SHAMPOODR2,,,,,,,,,,,,,,I,False,2022-02-01 12:09:36.920035+00:00
050,US02PGPC09,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,SHAMPOODR2,,,,,,,,,,,,,,I,False,2022-02-01 12:09:59.448533+00:00
050,US02PGPC10,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,COSMETICS2,,,,,,,,,,,,,,I,False,2022-02-01 12:10:35.561485+00:00
050,US02PGPC11,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,COSMETICS2,,,,,,,,,,,,,,I,False,2022-02-01 12:10:55.915922+00:00
050,US02PGPC12,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,COSMETICS2,,,,,,,,,,,,,,I,False,2022-02-01 12:11:19.538781+00:00
050,US02PGPC13,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,COSMETICS2,,,,,,,,,,,,,,I,False,2022-02-01 12:11:38.815892+00:00
050,US02PGPC14,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,TOOTHPAST2,,,,,,,,,,,,,,I,False,2022-02-01 12:11:58.134688+00:00
050,US02PGPC15,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,TOOTHPAST2,,,,,,,,,,,,,,I,False,2022-02-01 12:12:17.430977+00:00
050,US02PGPC16,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,TOOTHBRUS2,,,,,,,,,,,,,,I,False,2022-02-01 12:12:36.725736+00:00
050,US02PGPC17,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,TOOTHBRUS2,,,,,,,,,,,,,,I,False,2022-02-01 12:12:59.337896+00:00
050,US02PSFD03,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,BUTTER2,,,,,,,,,,,,,,I,False,2022-02-01 12:13:57.247038+00:00
050,US02PSFD04,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,BUTTER2,,,,,,,,,,,,,,I,False,2022-02-01 12:14:17.614313+00:00
050,US02PSFD05,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,ICECREAM2,,,,,,,,,,,,,,I,False,2022-02-01 12:14:38.112224+00:00
050,US02PSFD06,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,ICECREAM2,,,,,,,,,,,,,,I,False,2022-02-01 12:14:57.406234+00:00
050,US02PSFD07,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,MEAT2,,,,,,,,,,,,,,I,False,2022-02-01 12:15:14.669048+00:00
050,US02PSFD08,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,MEAT2,,,,,,,,,,,,,,I,False,2022-02-01 12:15:32.183413+00:00
050,US02PSFD09,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,POULTRY2,,,,,,,,,,,,,,I,False,2022-02-01 12:15:50.667507+00:00
050,US02PSFD10,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,POULTRY2,,,,,,,,,,,,,,I,False,2022-02-01 12:16:10.021762+00:00
050,US02PSFD11,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,POULTRY2,,,,,,,,,,,,,,I,False,2022-02-01 12:16:28.440948+00:00
050,US02PSBV01,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,PURE2,,,,,,,,,,,,,,I,False,2022-02-01 12:17:03.604843+00:00
050,US02PSBV02,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,PURE2,,,,,,,,,,,,,,I,False,2022-02-01 12:17:20.917084+00:00
050,US02PSBV03,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,MIXED2,,,,,,,,,,,,,,I,False,2022-02-01 12:17:39.262482+00:00
050,US02PSBV04,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,MIXED2,,,,,,,,,,,,,,I,False,2022-02-01 12:17:56.591474+00:00
050,US02PSBV05,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,SUGAR2,,,,,,,,,,,,,,I,False,2022-02-01 12:18:14.829822+00:00
050,US02PSBV06,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,SUGAR2,,,,,,,,,,,,,,I,False,2022-02-01 12:18:34.193571+00:00
050,US02PSBV07,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,NONSUGAR2,,,,,,,,,,,,,,I,False,2022-02-01 12:18:53.502710+00:00
050,US02PSBV08,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,NONSUGAR2,,,,,,,,,,,,,,I,False,2022-02-01 12:19:12.854423+00:00
050,US02PSBV09,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,PLAIN2,,,,,,,,,,,,,,I,False,2022-02-01 12:19:33.170673+00:00
050,US02PSBV10,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,BEER2,,,,,,,,,,,,,,I,False,2022-02-01 12:19:51.427794+00:00
050,US02PSBV11,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,BEER2,,,,,,,,,,,,,,I,False,2022-02-01 12:20:17.348425+00:00
050,US02PSBV12,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,WINE2,,,,,,,,,,,,,,I,False,2022-02-01 12:20:35.679708+00:00
050,US02PSBV13,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,WINE2,,,,,,,,,,,,,,I,False,2022-02-01 12:20:52.911619+00:00
050,US02PSBV14,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,HARD2,,,,,,,,,,,,,,I,False,2022-02-01 12:21:14.471574+00:00
050,US02PSBV15,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,HARD2,,,,,,,,,,,,,,I,False,2022-02-01 12:21:36.046148+00:00
050,US02ELHE03,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,PLASMA2,,,,,,,,,,,,,,I,False,2022-02-01 12:22:29.868220+00:00
050,US02ELHE04,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,PLASMA2,,,,,,,,,,,,,,I,False,2022-02-01 12:22:49.215645+00:00
050,US02ELHE05,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,PLASMA2,,,,,,,,,,,,,,I,False,2022-02-01 12:23:07.475354+00:00
050,US02ELHE06,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,BLUETOOTH2,,,,,,,,,,,,,,I,False,2022-02-01 12:23:26.919233+00:00
050,US02ELHE07,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,BLUETOOTH2,,,,,,,,,,,,,,I,False,2022-02-01 12:23:47.264546+00:00
050,US02ELHE08,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,HOMETHEAT2,,,,,,,,,,,,,,I,False,2022-02-01 12:24:08.849016+00:00
050,US02ELHE09,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,HOMETHEAT2,,,,,,,,,,,,,,I,False,2022-02-01 12:24:30.522487+00:00
050,US02ELHC01,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,WINDOWS2,,,,,,,,,,,,,,I,False,2022-02-01 12:25:08.648469+00:00
050,US02ELHC02,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,WINDOWS2,,,,,,,,,,,,,,I,False,2022-02-01 12:25:26.657438+00:00
050,US02ELHC03,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,WINDOWS2,,,,,,,,,,,,,,I,False,2022-02-01 12:25:47.067090+00:00
050,US02ELHC04,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,LINUX2,,,,,,,,,,,,,,I,False,2022-02-01 12:26:08.605621+00:00
050,US02ELHC05,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,LINUX2,,,,,,,,,,,,,,I,False,2022-02-01 12:26:26.113401+00:00
050,US02ELHC06,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,LINUX2,,,,,,,,,,,,,,I,False,2022-02-01 12:26:47.698523+00:00
050,US02ELHC07,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,WINDOWLAP2,,,,,,,,,,,,,,I,False,2022-02-01 12:27:06.002540+00:00
050,US02ELHC08,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,WINDOWLAP2,,,,,,,,,,,,,,I,False,2022-02-01 12:27:25.499644+00:00
050,US02ELHC09,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,LINUXLT2,,,,,,,,,,,,,,I,False,2022-02-01 12:27:45.836243+00:00
050,US02ELHC10,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,LINUXLT2,,,,,,,,,,,,,,I,False,2022-02-01 12:28:08.510145+00:00
050,US02SALES,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,US02-WEST,,,,,,,,,,,,,,I,False,2022-02-01 12:29:05.358882+00:00
050,US02PURCH,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,US02-WEST,,,,,,,,,,,,,,I,False,2022-02-12 15:29:41.266147+00:00
050,US02ELHC09,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,LINUXLT2,,,,,,,,,,,,,,I,False,2022-03-29 16:12:56.078558+00:00
050,US02ELHC10,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,LINUXLT2,,,,,,,,,,,,,,I,False,2022-03-29 16:13:36.265133+00:00
050,US02ELHC06,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,LINUX2,,,,,,,,,,,,,,I,False,2022-03-29 16:14:19.680796+00:00
050,US02ELHC05,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,LINUX2,,,,,,,,,,,,,,I,False,2022-03-29 16:14:59.674490+00:00
050,US02ELHC04,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,LINUX2,,,,,,,,,,,,,,I,False,2022-03-29 16:15:37.717435+00:00
050,US02ELHC07,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,WINDOWLAP2,,,,,,,,,,,,,,I,False,2022-03-29 16:16:12.589863+00:00
050,US02ELHC08,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,WINDOWLAP2,,,,,,,,,,,,,,I,False,2022-03-29 16:16:45.530014+00:00
050,US02ELHC03,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,WINDOWS2,,,,,,,,,,,,,,I,False,2022-03-29 16:17:20.858055+00:00
050,US02ELHC02,9999-12-31,C001,2010-01-01,2022-01-16,APARAMESWARA,,,XXX,,,,,,,,,,,,,,,,E,,,,,,,,,WINDOWS2,,,,,,,,,,,,,,I,False,2022-03-29 16:18:00.032009+00:00
