mandt,spras,prctr,datbi,kokrs,ktext,ltext,mctxt,operation_flag,is_deleted,recordstamp
800,1,RL_PC_03,9999-12-31,2000,东操作,东操作,东操作,I,False,2021-03-31 02:35:59.345047+00:00
800,E,RL_PC_03,9999-12-31,2000,East Operations,East Operations,EAST OPERATIONS,I,False,2021-03-31 02:35:59.345047+00:00
800,F,RL_PC_03,9999-12-31,2000,East opérations,East opérations,EAST OPÉRATIONS,I,False,2021-03-31 02:35:59.345047+00:00
800,1,RL_PC_04,9999-12-31,2000,西部运营,西部运营,西部运营,I,False,2021-03-31 02:35:59.345047+00:00
800,E,RL_PC_04,9999-12-31,2000,West Operations,West Operations,WEST OPERATIONS,I,False,2021-03-31 02:35:59.345047+00:00
800,F,RL_PC_04,9999-12-31,2000,West opérations,West opérations,WEST OPÉRATIONS,I,False,2021-03-31 02:35:59.345047+00:00
800,1,RL_PC_05,9999-12-31,2000,核心运营,Central Operations,核心运营,I,False,2021-03-31 02:35:59.345047+00:00
800,E,RL_PC_05,9999-12-31,2000,Central Operations,Central Operations,CENTRAL OPERATIONS,I,False,2021-03-31 02:35:59.345047+00:00
800,F,RL_PC_05,9999-12-31,2000,Centrale des opérati,Central Operations,CENTRALE DES OPÉRATI,I,False,2021-03-31 02:35:59.345047+00:00
800,1,SS-ADMIN,9999-12-31,8500,Shared Services-Adm,Shared Services-Administration,SHARED SERVICES-ADM,I,False,2021-03-31 02:35:59.345047+00:00
800,E,SS-ADMIN,9999-12-31,8500,Shared Services-Adm,Shared Services-Administration,SHARED SERVICES-ADM,I,False,2021-03-31 02:35:59.345047+00:00
800,S,SS-ADMIN,9999-12-31,8500,Shared Services-Adm,Shared Services-Administration,SHARED SERVICES-ADM,I,False,2021-03-31 02:35:59.345047+00:00
800,P,SS-ADMIN,9999-12-31,8500,Shared Services-Adm,Shared Services-Administration,SHARED SERVICES-ADM,I,False,2021-03-31 02:35:59.345047+00:00
800,F,SS-ADMIN,9999-12-31,8500,Shared Services-Adm,Shared Services-Administration,SHARED SERVICES-ADM,I,False,2021-03-31 02:35:59.345047+00:00
800,R,SS-ADMIN,9999-12-31,8500,Shared Services-Adm,Shared Services-Administration,SHARED SERVICES-ADM,I,False,2021-03-31 02:35:59.345047+00:00
800,S,S300DUMMY,9999-12-31,S300,CeBe ficticio,Centro beneficio ficticio,CEBE FICTICIO,I,False,2021-03-31 02:35:59.345047+00:00
800,F,S300DUMMY,9999-12-31,S300,Centre profit fictif,Centre de profit fictif,CENTRE PROFIT FICTIF,I,False,2021-03-31 02:35:59.345047+00:00
800,P,S300DUMMY,9999-12-31,S300,Dummy - centro lucro,Dummy - centro lucro,DUMMY - CENTRO LUCRO,I,False,2021-03-31 02:35:59.345047+00:00
800,R,S300DUMMY,9999-12-31,S300,ФИКТИВНОЕ МВП,ФИКТИВНОЕ МВП,ФИКТИВНОЕ МВП,I,False,2021-03-31 02:35:59.345047+00:00
800,J,S300DUMMY,9999-12-31,S300,ダミーの利益センタ,ダミーの利益センタ,ダミーの利益センタ,I,False,2021-03-31 02:35:59.345047+00:00
800,F,0000001000,9999-12-31,5000,Motos,Motos,MOTOS,I,False,2021-03-31 02:35:59.345047+00:00
800,F,0000001000,9999-12-31,9000,Motos,Motos,MOTOS,I,False,2021-03-31 02:35:59.345047+00:00
800,F,0000001000,9999-12-31,6000,Motos,Motos,MOTOS,I,False,2021-03-31 02:35:59.345047+00:00
800,F,0000001000,9999-12-31,2200,Motos,Motos,MOTOS,I,False,2021-03-31 02:35:59.345047+00:00
800,F,0000001000,9999-12-31,7500,Motos,Motos,MOTOS,I,False,2021-03-31 02:35:59.345047+00:00
800,F,0000001000,9999-12-31,4100,Motos,Motos,MOTOS,I,False,2021-03-31 02:35:59.345047+00:00
800,F,0000001000,9999-12-31,1000,Motos,Motos,MOTOS,I,False,2021-03-31 02:35:59.345047+00:00
800,F,0000001000,9999-12-31,7000,Motos,Motos,MOTOS,I,False,2021-03-31 02:35:59.345047+00:00
800,F,0000001000,9999-12-31,2800,Motos,Motos,MOTOS,I,False,2021-03-31 02:35:59.345047+00:00
800,G,0000001000,9999-12-31,2200,IDES France,IDES France,IDES FRANCE,I,False,2021-03-31 02:35:59.345047+00:00
800,6,0000001000,9999-12-31,2200,IDES France,IDES France,IDES FRANCE,I,False,2021-03-31 02:35:59.345047+00:00
800,5,0000001000,9999-12-31,2200,IDES France,IDES France,IDES FRANCE,I,False,2021-03-31 02:35:59.345047+00:00
800,W,0000001000,9999-12-31,2200,IDES France,IDES France,IDES FRANCE,I,False,2021-03-31 02:35:59.345047+00:00
800,d,0000001000,9999-12-31,2200,IDES France,IDES France,IDES FRANCE,I,False,2021-03-31 02:35:59.345047+00:00
800,4,0000001000,9999-12-31,2200,IDES France,IDES France,IDES FRANCE,I,False,2021-03-31 02:35:59.345047+00:00
800,D,0000001000,9999-12-31,7500,Motorräder,Motorräder,MOTORRÄDER,I,False,2021-03-31 02:35:59.345047+00:00
800,D,0000001000,9999-12-31,5000,Motorräder,Motorräder,MOTORRÄDER,I,False,2021-03-31 02:35:59.345047+00:00
800,D,0000001000,9999-12-31,6000,Motorräder,Motorräder,MOTORRÄDER,I,False,2021-03-31 02:35:59.345047+00:00
800,D,0000001000,9999-12-31,2200,Motorräder,Motorräder,MOTORRÄDER,I,False,2021-03-31 02:35:59.345047+00:00
800,D,0000001000,9999-12-31,4100,Motorräder,Motorräder,MOTORRÄDER,I,False,2021-03-31 02:35:59.345047+00:00
800,D,0000001000,9999-12-31,9000,Motorräder,Motorräder,MOTORRÄDER,I,False,2021-03-31 02:35:59.345047+00:00
800,D,0000001000,9999-12-31,2800,Motorräder,Motorräder,MOTORRÄDER,I,False,2021-03-31 02:35:59.345047+00:00
800,D,0000001000,9999-12-31,7000,Motorräder,Motorräder,MOTORRÄDER,I,False,2021-03-31 02:35:59.345047+00:00
800,D,0000001000,9999-12-31,1000,Motorräder,Motorräder,MOTORRÄDER,I,False,2021-03-31 02:35:59.345047+00:00
800,P,0000001000,9999-12-31,2200,Motocicletas,Motocicletas,MOTOCICLETAS,I,False,2021-03-31 02:35:59.345047+00:00
800,S,0000001000,9999-12-31,5000,Motocicletas,Motocicletas,MOTOCICLETAS,I,False,2021-03-31 02:35:59.345047+00:00
800,P,0000001000,9999-12-31,9000,Motocicletas,Motocicletas,MOTOCICLETAS,I,False,2021-03-31 02:35:59.345047+00:00
800,S,0000001000,9999-12-31,4100,Motocicletas,Motocicletas,MOTOCICLETAS,I,False,2021-03-31 02:35:59.345047+00:00
800,S,0000001000,9999-12-31,2800,Motocicletas,Motocicletas,MOTOCICLETAS,I,False,2021-03-31 02:35:59.345047+00:00
800,S,0000001000,9999-12-31,2200,Motocicletas,Motocicletas,MOTOCICLETAS,I,False,2021-03-31 02:35:59.345047+00:00
800,P,0000001000,9999-12-31,6000,Motocicletas,Motocicletas,MOTOCICLETAS,I,False,2021-03-31 02:35:59.345047+00:00
800,S,0000001000,9999-12-31,1000,Motocicletas,Motocicletas,MOTOCICLETAS,I,False,2021-03-31 02:35:59.345047+00:00
800,P,0000001000,9999-12-31,4100,Motocicletas,Motocicletas,MOTOCICLETAS,I,False,2021-03-31 02:35:59.345047+00:00
800,P,0000001000,9999-12-31,7000,Motocicletas,Motocicletas,MOTOCICLETAS,I,False,2021-03-31 02:35:59.345047+00:00
800,S,0000001000,9999-12-31,6000,Motocicletas,Motocicletas,MOTOCICLETAS,I,False,2021-03-31 02:35:59.345047+00:00
800,P,0000001000,9999-12-31,7500,Motocicletas,Motocicletas,MOTOCICLETAS,I,False,2021-03-31 02:35:59.345047+00:00
800,S,0000001000,9999-12-31,7000,Motocicletas,Motocicletas,MOTOCICLETAS,I,False,2021-03-31 02:35:59.345047+00:00
800,P,0000001000,9999-12-31,2800,Motocicletas,Motocicletas,MOTOCICLETAS,I,False,2021-03-31 02:35:59.345047+00:00
800,S,0000001000,9999-12-31,7500,Motocicletas,Motocicletas,MOTOCICLETAS,I,False,2021-03-31 02:35:59.345047+00:00
800,P,0000001000,9999-12-31,1000,Motocicletas,Motocicletas,MOTOCICLETAS,I,False,2021-03-31 02:35:59.345047+00:00
800,S,0000001000,9999-12-31,9000,Motocicletas,Motocicletas,MOTOCICLETAS,I,False,2021-03-31 02:35:59.345047+00:00
800,P,0000001000,9999-12-31,5000,Motocicletas,Motocicletas,MOTOCICLETAS,I,False,2021-03-31 02:35:59.345047+00:00
800,J,0000001000,9999-12-31,5000,オートバイ,オートバイ,オートバイ,I,False,2021-03-31 02:35:59.345047+00:00
800,J,0000001000,9999-12-31,1000,オートバイ,オートバイ,オートバイ,I,False,2021-03-31 02:35:59.345047+00:00
800,J,0000001000,9999-12-31,9000,オートバイ,オートバイ,オートバイ,I,False,2021-03-31 02:35:59.345047+00:00
800,J,0000001000,9999-12-31,7000,オートバイ,オートバイ,オートバイ,I,False,2021-03-31 02:35:59.345047+00:00
800,J,0000001000,9999-12-31,6000,オートバイ,オートバイ,オートバイ,I,False,2021-03-31 02:35:59.345047+00:00
800,J,0000001000,9999-12-31,2200,オートバイ,オートバイ,オートバイ,I,False,2021-03-31 02:35:59.345047+00:00
800,J,0000001000,9999-12-31,7500,オートバイ,オートバイ,オートバイ,I,False,2021-03-31 02:35:59.345047+00:00
800,J,0000001000,9999-12-31,4100,オートバイ,オートバイ,オートバイ,I,False,2021-03-31 02:35:59.345047+00:00
800,J,0000001000,9999-12-31,2800,オートバイ,オートバイ,オートバイ,I,False,2021-03-31 02:35:59.345047+00:00
800,R,0000001000,9999-12-31,9000,МОТОЦИКЛЫ,МОТОЦИКЛЫ,МОТОЦИКЛЫ,I,False,2021-03-31 02:35:59.345047+00:00
800,R,0000001000,9999-12-31,5000,МОТОЦИКЛЫ,МОТОЦИКЛЫ,МОТОЦИКЛЫ,I,False,2021-03-31 02:35:59.345047+00:00
800,R,0000001000,9999-12-31,2800,МОТОЦИКЛЫ,МОТОЦИКЛЫ,МОТОЦИКЛЫ,I,False,2021-03-31 02:35:59.345047+00:00
800,R,0000001000,9999-12-31,7000,МОТОЦИКЛЫ,МОТОЦИКЛЫ,МОТОЦИКЛЫ,I,False,2021-03-31 02:35:59.345047+00:00
800,R,0000001000,9999-12-31,2200,МОТОЦИКЛЫ,МОТОЦИКЛЫ,МОТОЦИКЛЫ,I,False,2021-03-31 02:35:59.345047+00:00
800,R,0000001000,9999-12-31,7500,МОТОЦИКЛЫ,МОТОЦИКЛЫ,МОТОЦИКЛЫ,I,False,2021-03-31 02:35:59.345047+00:00
800,R,0000001000,9999-12-31,1000,МОТОЦИКЛЫ,МОТОЦИКЛЫ,МОТОЦИКЛЫ,I,False,2021-03-31 02:35:59.345047+00:00
800,R,0000001000,9999-12-31,6000,МОТОЦИКЛЫ,МОТОЦИКЛЫ,МОТОЦИКЛЫ,I,False,2021-03-31 02:35:59.345047+00:00
800,R,0000001000,9999-12-31,4100,МОТОЦИКЛЫ,МОТОЦИКЛЫ,МОТОЦИКЛЫ,I,False,2021-03-31 02:35:59.345047+00:00
800,D,0000001005,9999-12-31,7500,PKW,PKW,AUTOMOTIVE,I,False,2021-03-31 02:35:59.345047+00:00
800,D,0000001005,9999-12-31,1000,PKW,PKW,AUTOMOTIVE,I,False,2021-03-31 02:35:59.345047+00:00
800,D,0000001005,9999-12-31,9000,PKW,PKW,AUTOMOTIVE,I,False,2021-03-31 02:35:59.345047+00:00
800,D,0000001005,9999-12-31,6000,PKW,PKW,AUTOMOTIVE,I,False,2021-03-31 02:35:59.345047+00:00
800,D,0000001005,9999-12-31,4100,PKW,PKW,AUTOMOTIVE,I,False,2021-03-31 02:35:59.345047+00:00
800,D,0000001005,9999-12-31,2200,PKW,PKW,AUTOMOTIVE,I,False,2021-03-31 02:35:59.345047+00:00
800,D,0000001005,9999-12-31,7000,PKW,PKW,AUTOMOTIVE,I,False,2021-03-31 02:35:59.345047+00:00
800,D,0000001005,9999-12-31,2800,PKW,PKW,AUTOMOTIVE,I,False,2021-03-31 02:35:59.345047+00:00
800,D,0000001005,9999-12-31,5000,PKW,PKW,AUTOMOTIVE,I,False,2021-03-31 02:35:59.345047+00:00
800,J,0000001005,9999-12-31,5000,自動車,自動車,自動車,I,False,2021-03-31 02:35:59.345047+00:00
800,J,0000001005,9999-12-31,2200,自動車,自動車,自動車,I,False,2021-03-31 02:35:59.345047+00:00
800,J,0000001005,9999-12-31,7500,自動車,自動車,自動車,I,False,2021-03-31 02:35:59.345047+00:00
800,J,0000001005,9999-12-31,2800,自動車,自動車,自動車,I,False,2021-03-31 02:35:59.345047+00:00
800,J,0000001005,9999-12-31,4100,自動車,自動車,自動車,I,False,2021-03-31 02:35:59.345047+00:00
800,J,0000001005,9999-12-31,1000,自動車,自動車,自動車,I,False,2021-03-31 02:35:59.345047+00:00
800,J,0000001005,9999-12-31,7000,自動車,自動車,自動車,I,False,2021-03-31 02:35:59.345047+00:00
800,J,0000001005,9999-12-31,6000,自動車,自動車,自動車,I,False,2021-03-31 02:35:59.345047+00:00
800,J,0000001005,9999-12-31,9000,自動車,自動車,自動車,I,False,2021-03-31 02:35:59.345047+00:00
800,E,0000001005,9999-12-31,6000,Automobiles,Automobiles,AUTOMOBILES,I,False,2021-03-31 02:35:59.345047+00:00
800,1,0000001005,9999-12-31,6000,Automobiles,Automobiles,AUTOMOBILES,I,False,2021-03-31 02:35:59.345047+00:00
800,G,0000001005,9999-12-31,1000,Automobiles,Automobiles,AUTOMOBILES,I,False,2021-03-31 02:35:59.345047+00:00
800,1,0000001005,9999-12-31,5000,Automobiles,Automobiles,AUTOMOBILES,I,False,2021-03-31 02:35:59.345047+00:00
800,E,0000001005,9999-12-31,7500,Automobiles,Automobiles,AUTOMOBILES,I,False,2021-03-31 02:35:59.345047+00:00
800,E,0000001005,9999-12-31,7000,Automobiles,Automobiles,AUTOMOBILES,I,False,2021-03-31 02:35:59.345047+00:00
800,W,0000001005,9999-12-31,1000,Automobiles,Automobiles,AUTOMOBILES,I,False,2021-03-31 02:35:59.345047+00:00
800,1,0000001005,9999-12-31,7000,Automobiles,Automobiles,AUTOMOBILES,I,False,2021-03-31 02:35:59.345047+00:00
800,1,0000001005,9999-12-31,2800,Automobiles,Automobiles,AUTOMOBILES,I,False,2021-03-31 02:35:59.345047+00:00
800,d,0000001005,9999-12-31,1000,Automobiles,Automobiles,AUTOMOBILES,I,False,2021-03-31 02:35:59.345047+00:00
800,1,0000001005,9999-12-31,9000,Automobiles,Automobiles,AUTOMOBILES,I,False,2021-03-31 02:35:59.345047+00:00
800,4,0000001005,9999-12-31,1000,Automobiles,Automobiles,AUTOMOBILES,I,False,2021-03-31 02:35:59.345047+00:00
800,E,0000001005,9999-12-31,5000,Automobiles,Automobiles,AUTOMOBILES,I,False,2021-03-31 02:35:59.345047+00:00
800,E,0000001005,9999-12-31,2800,Automobiles,Automobiles,AUTOMOBILES,I,False,2021-03-31 02:35:59.345047+00:00
800,1,0000001005,9999-12-31,7500,Automobiles,Automobiles,AUTOMOBILES,I,False,2021-03-31 02:35:59.345047+00:00
800,1,0000001005,9999-12-31,4100,Automobiles,Automobiles,AUTOMOBILES,I,False,2021-03-31 02:35:59.345047+00:00
800,E,0000001005,9999-12-31,1000,Automobiles,Automobiles,AUTOMOBILES,I,False,2021-03-31 02:35:59.345047+00:00
800,1,0000001005,9999-12-31,1000,Automobiles,Automobiles,AUTOMOBILES,I,False,2021-03-31 02:35:59.345047+00:00
800,5,0000001005,9999-12-31,1000,Automobiles,Automobiles,AUTOMOBILES,I,False,2021-03-31 02:35:59.345047+00:00
800,6,0000001005,9999-12-31,1000,Automobiles,Automobiles,AUTOMOBILES,I,False,2021-03-31 02:35:59.345047+00:00
800,E,0000001005,9999-12-31,9000,Automobiles,Automobiles,AUTOMOBILES,I,False,2021-03-31 02:35:59.345047+00:00
800,1,0000001005,9999-12-31,2200,Automobiles,Automobiles,AUTOMOBILES,I,False,2021-03-31 02:35:59.345047+00:00
800,E,0000001005,9999-12-31,2200,Automobiles,Automobiles,AUTOMOBILES,I,False,2021-03-31 02:35:59.345047+00:00
800,E,0000001005,9999-12-31,4100,Automobiles,Automobiles,AUTOMOBILES,I,False,2021-03-31 02:35:59.345047+00:00
800,P,0000001005,9999-12-31,9000,Automóveis,Automóveis,AUTOMOTIVO,I,False,2021-03-31 02:35:59.345047+00:00
800,P,0000001005,9999-12-31,4100,Automóveis,Automóveis,AUTOMOTIVO,I,False,2021-03-31 02:35:59.345047+00:00
800,P,0000001005,9999-12-31,2200,Automóveis,Automóveis,AUTOMOTIVO,I,False,2021-03-31 02:35:59.345047+00:00
800,P,0000001005,9999-12-31,7500,Automóveis,Automóveis,AUTOMOTIVO,I,False,2021-03-31 02:35:59.345047+00:00
800,P,0000001005,9999-12-31,1000,Automóveis,Automóveis,AUTOMOTIVO,I,False,2021-03-31 02:35:59.345047+00:00
800,P,0000001005,9999-12-31,5000,Automóveis,Automóveis,AUTOMOTIVO,I,False,2021-03-31 02:35:59.345047+00:00
800,P,0000001005,9999-12-31,2800,Automóveis,Automóveis,AUTOMOTIVO,I,False,2021-03-31 02:35:59.345047+00:00
800,P,0000001005,9999-12-31,6000,Automóveis,Automóveis,AUTOMOTIVO,I,False,2021-03-31 02:35:59.345047+00:00
800,P,0000001005,9999-12-31,7000,Automóveis,Automóveis,AUTOMOTIVO,I,False,2021-03-31 02:35:59.345047+00:00
800,S,0000001005,9999-12-31,2200,Automóviles,Automóviles,AUTOMOCIÓN,I,False,2021-03-31 02:35:59.345047+00:00
800,S,0000001005,9999-12-31,5000,Automóviles,Automóviles,AUTOMOCIÓN,I,False,2021-03-31 02:35:59.345047+00:00
800,S,0000001005,9999-12-31,9000,Automóviles,Automóviles,AUTOMOCIÓN,I,False,2021-03-31 02:35:59.345047+00:00
800,S,0000001005,9999-12-31,7000,Automóviles,Automóviles,AUTOMOCIÓN,I,False,2021-03-31 02:35:59.345047+00:00
800,S,0000001005,9999-12-31,7500,Automóviles,Automóviles,AUTOMOCIÓN,I,False,2021-03-31 02:35:59.345047+00:00
800,S,0000001005,9999-12-31,2800,Automóviles,Automóviles,AUTOMOCIÓN,I,False,2021-03-31 02:35:59.345047+00:00
800,S,0000001005,9999-12-31,4100,Automóviles,Automóviles,AUTOMOCIÓN,I,False,2021-03-31 02:35:59.345047+00:00
800,S,0000001005,9999-12-31,1000,Automóviles,Automóviles,AUTOMOCIÓN,I,False,2021-03-31 02:35:59.345047+00:00
800,S,0000001005,9999-12-31,6000,Automóviles,Automóviles,AUTOMOCIÓN,I,False,2021-03-31 02:35:59.345047+00:00
800,F,0000001005,9999-12-31,5000,Voiture particulière,Voiture particulière,AUTOMOTILES,I,False,2021-03-31 02:35:59.345047+00:00
800,F,0000001005,9999-12-31,2800,Voiture particulière,Voiture particulière,AUTOMOTILES,I,False,2021-03-31 02:35:59.345047+00:00
800,F,0000001005,9999-12-31,7000,Voiture particulière,Voiture particulière,AUTOMOTILES,I,False,2021-03-31 02:35:59.345047+00:00
800,F,0000001005,9999-12-31,7500,Voiture particulière,Voiture particulière,AUTOMOTILES,I,False,2021-03-31 02:35:59.345047+00:00
800,F,0000001005,9999-12-31,9000,Voiture particulière,Voiture particulière,AUTOMOTILES,I,False,2021-03-31 02:35:59.345047+00:00
800,F,0000001005,9999-12-31,2200,Voiture particulière,Voiture particulière,AUTOMOTILES,I,False,2021-03-31 02:35:59.345047+00:00
800,F,0000001005,9999-12-31,6000,Voiture particulière,Voiture particulière,AUTOMOTILES,I,False,2021-03-31 02:35:59.345047+00:00
800,F,0000001005,9999-12-31,1000,Voiture particulière,Voiture particulière,AUTOMOTILES,I,False,2021-03-31 02:35:59.345047+00:00
800,F,0000001005,9999-12-31,4100,Voiture particulière,Voiture particulière,AUTOMOTILES,I,False,2021-03-31 02:35:59.345047+00:00
800,R,0000001005,9999-12-31,7500,Автомобилестроение,Автомобилестроение,АВТОМОБИЛЕСТРОЕНИЕ,I,False,2021-03-31 02:35:59.345047+00:00
800,R,0000001005,9999-12-31,6000,Автомобилестроение,Автомобилестроение,АВТОМОБИЛЕСТРОЕНИЕ,I,False,2021-03-31 02:35:59.345047+00:00
800,R,0000001005,9999-12-31,5000,Автомобилестроение,Автомобилестроение,АВТОМОБИЛЕСТРОЕНИЕ,I,False,2021-03-31 02:35:59.345047+00:00
800,R,0000001005,9999-12-31,9000,Автомобилестроение,Автомобилестроение,АВТОМОБИЛЕСТРОЕНИЕ,I,False,2021-03-31 02:35:59.345047+00:00
800,R,0000001005,9999-12-31,2800,Автомобилестроение,Автомобилестроение,АВТОМОБИЛЕСТРОЕНИЕ,I,False,2021-03-31 02:35:59.345047+00:00
800,R,0000001005,9999-12-31,4100,Автомобилестроение,Автомобилестроение,АВТОМОБИЛЕСТРОЕНИЕ,I,False,2021-03-31 02:35:59.345047+00:00
800,R,0000001005,9999-12-31,1000,Автомобилестроение,Автомобилестроение,АВТОМОБИЛЕСТРОЕНИЕ,I,False,2021-03-31 02:35:59.345047+00:00
800,R,0000001005,9999-12-31,7000,Автомобилестроение,Автомобилестроение,АВТОМОБИЛЕСТРОЕНИЕ,I,False,2021-03-31 02:35:59.345047+00:00
800,R,0000001005,9999-12-31,2200,Автомобилестроение,Автомобилестроение,АВТОМОБИЛЕСТРОЕНИЕ,I,False,2021-03-31 02:35:59.345047+00:00
800,J,0000001010,9999-12-31,7000,高速ポンプ,高速ポンプ,高速ポンプ,I,False,2021-03-31 02:35:59.345047+00:00
800,J,0000001010,9999-12-31,2800,高速ポンプ,高速ポンプ,高速ポンプ,I,False,2021-03-31 02:35:59.345047+00:00
800,J,0000001010,9999-12-31,4100,高速ポンプ,高速ポンプ,高速ポンプ,I,False,2021-03-31 02:35:59.345047+00:00
800,J,0000001010,9999-12-31,1000,高速ポンプ,高速ポンプ,高速ポンプ,I,False,2021-03-31 02:35:59.345047+00:00
800,J,0000001010,9999-12-31,6000,高速ポンプ,高速ポンプ,高速ポンプ,I,False,2021-03-31 02:35:59.345047+00:00
800,J,0000001010,9999-12-31,7500,高速ポンプ,高速ポンプ,高速ポンプ,I,False,2021-03-31 02:35:59.345047+00:00
800,J,0000001010,9999-12-31,9000,高速ポンプ,高速ポンプ,高速ポンプ,I,False,2021-03-31 02:35:59.345047+00:00
800,J,0000001010,9999-12-31,5000,高速ポンプ,高速ポンプ,高速ポンプ,I,False,2021-03-31 02:35:59.345047+00:00
800,J,0000001010,9999-12-31,2200,高速ポンプ,高速ポンプ,高速ポンプ,I,False,2021-03-31 02:35:59.345047+00:00
800,F,0000001010,9999-12-31,6000,Pompes ht rendem.,Pompes à ht rendem.,POMPES HT RENDEMENT,I,False,2021-03-31 02:35:59.345047+00:00
800,F,0000001010,9999-12-31,1000,Pompes ht rendem.,Pompes à ht rendem.,POMPES HT RENDEMENT,I,False,2021-03-31 02:35:59.345047+00:00
800,F,0000001010,9999-12-31,9000,Pompes ht rendem.,Pompes à ht rendem.,POMPES HT RENDEMENT,I,False,2021-03-31 02:35:59.345047+00:00
800,F,0000001010,9999-12-31,2200,Pompes ht rendem.,Pompes à ht rendem.,POMPES HT RENDEMENT,I,False,2021-03-31 02:35:59.345047+00:00
800,F,0000001010,9999-12-31,7000,Pompes ht rendem.,Pompes à ht rendem.,POMPES HT RENDEMENT,I,False,2021-03-31 02:35:59.345047+00:00
800,F,0000001010,9999-12-31,5000,Pompes ht rendem.,Pompes à ht rendem.,POMPES HT RENDEMENT,I,False,2021-03-31 02:35:59.345047+00:00
800,F,0000001010,9999-12-31,4100,Pompes ht rendem.,Pompes à ht rendem.,POMPES HT RENDEMENT,I,False,2021-03-31 02:35:59.345047+00:00
800,F,0000001010,9999-12-31,2800,Pompes ht rendem.,Pompes à ht rendem.,POMPES HT RENDEMENT,I,False,2021-03-31 02:35:59.345047+00:00
800,F,0000001010,9999-12-31,7500,Pompes ht rendem.,Pompes à ht rendem.,POMPES HT RENDEMENT,I,False,2021-03-31 02:35:59.345047+00:00
800,D,0000001010,9999-12-31,7500,Hochleistungspumpen,Hochleistungspumpen,HOCHLEISTUNGSPUMPEN,I,False,2021-03-31 02:35:59.345047+00:00
800,D,0000001010,9999-12-31,6000,Hochleistungspumpen,Hochleistungspumpen,HOCHLEISTUNGSPUMPEN,I,False,2021-03-31 02:35:59.345047+00:00
800,D,0000001010,9999-12-31,2200,Hochleistungspumpen,Hochleistungspumpen,HOCHLEISTUNGSPUMPEN,I,False,2021-03-31 02:35:59.345047+00:00
800,D,0000001010,9999-12-31,1000,Hochleistungspumpen,Hochleistungspumpen,HOCHLEISTUNGSPUMPEN,I,False,2021-03-31 02:35:59.345047+00:00
800,D,0000001010,9999-12-31,5000,Hochleistungspumpen,Hochleistungspumpen,HOCHLEISTUNGSPUMPEN,I,False,2021-03-31 02:35:59.345047+00:00
800,D,0000001010,9999-12-31,9000,Hochleistungspumpen,Hochleistungspumpen,HOCHLEISTUNGSPUMPEN,I,False,2021-03-31 02:35:59.345047+00:00
800,D,0000001010,9999-12-31,2800,Hochleistungspumpen,Hochleistungspumpen,HOCHLEISTUNGSPUMPEN,I,False,2021-03-31 02:35:59.345047+00:00
800,D,0000001010,9999-12-31,7000,Hochleistungspumpen,Hochleistungspumpen,HOCHLEISTUNGSPUMPEN,I,False,2021-03-31 02:35:59.345047+00:00
800,D,0000001010,9999-12-31,4100,Hochleistungspumpen,Hochleistungspumpen,HOCHLEISTUNGSPUMPEN,I,False,2021-03-31 02:35:59.345047+00:00
800,P,0000001010,9999-12-31,9000,Bombas alta capacid.,Bombas alta capacid.,BOMBAS ALTA CAPACID.,I,False,2021-03-31 02:35:59.345047+00:00
800,P,0000001010,9999-12-31,2800,Bombas alta capacid.,Bombas alta capacid.,BOMBAS ALTA CAPACID.,I,False,2021-03-31 02:35:59.345047+00:00
800,P,0000001010,9999-12-31,2200,Bombas alta capacid.,Bombas alta capacid.,BOMBAS ALTA CAPACID.,I,False,2021-03-31 02:35:59.345047+00:00
800,P,0000001010,9999-12-31,7000,Bombas alta capacid.,Bombas alta capacid.,BOMBAS ALTA CAPACID.,I,False,2021-03-31 02:35:59.345047+00:00
800,P,0000001010,9999-12-31,6000,Bombas alta capacid.,Bombas alta capacid.,BOMBAS ALTA CAPACID.,I,False,2021-03-31 02:35:59.345047+00:00
800,P,0000001010,9999-12-31,5000,Bombas alta capacid.,Bombas alta capacid.,BOMBAS ALTA CAPACID.,I,False,2021-03-31 02:35:59.345047+00:00
800,P,0000001010,9999-12-31,1000,Bombas alta capacid.,Bombas alta capacid.,BOMBAS ALTA CAPACID.,I,False,2021-03-31 02:35:59.345047+00:00
800,P,0000001010,9999-12-31,7500,Bombas alta capacid.,Bombas alta capacid.,BOMBAS ALTA CAPACID.,I,False,2021-03-31 02:35:59.345047+00:00
800,P,0000001010,9999-12-31,4100,Bombas alta capacid.,Bombas alta capacid.,BOMBAS ALTA CAPACID.,I,False,2021-03-31 02:35:59.345047+00:00
800,S,0000001010,9999-12-31,4100,Bombas alta potencia,Bombas alta potencia,BOMBAS ALTA POTENCIA,I,False,2021-03-31 02:35:59.345047+00:00
800,S,0000001010,9999-12-31,2800,Bombas alta potencia,Bombas alta potencia,BOMBAS ALTA POTENCIA,I,False,2021-03-31 02:35:59.345047+00:00
800,S,0000001010,9999-12-31,7000,Bombas alta potencia,Bombas alta potencia,BOMBAS ALTA POTENCIA,I,False,2021-03-31 02:35:59.345047+00:00
800,S,0000001010,9999-12-31,6000,Bombas alta potencia,Bombas alta potencia,BOMBAS ALTA POTENCIA,I,False,2021-03-31 02:35:59.345047+00:00
800,S,0000001010,9999-12-31,9000,Bombas alta potencia,Bombas alta potencia,BOMBAS ALTA POTENCIA,I,False,2021-03-31 02:35:59.345047+00:00
