mandt,bukrs,anln1,anln2,anlkl,gegst,anlar,ernam,erdat,aenam,aedat,xloev,xspeb,felei,ktogr,xopvw,anltp,zujhr,zuper,zugdt,aktiv,abgdt,deakt,gplab,bstdt,ord41,ord42,ord43,ord44,anlue,zuawa,aneqk,aneqs,lifnr,land1,liefe,herst,eigkz,aibn1,aibn2,aibdt,urjhr,urwrt,antei,projn,eaufn,meins,menge,typbz,izwek,inken,ivdat,invzu,vmgli,xvrmw,wrtma,ehwrt,aufla,ehwzu,ehwnr,gruvo,grein,grbnd,grblt,grlfd,flurk,flurn,fiamt,stadt,grund,feins,grufl,invnr,vbund,spras,txt50,txa50,xltxid,xverid,xtchid,xkalid,xherid,xleaid,leafi,lvdat,lkdat,leabg,lejar,leper,lryth,legeb,lbasw,lkauf,lmzin,lzins,ltzbw,lkuza,lkuzi,llavb,leanz,lvtnr,letxt,xaktiv,anupd,lblnr,xv0dt,xv0nm,xv1dt,xv1nm,xv2dt,xv2nm,xv3dt,xv3nm,xv4dt,xv4nm,xv5dt,xv5nm,xv6dt,xv6nm,aimmo,objnr,leart,lvors,gdlgrp,posnr,xerwrt,xafabch,xanlgr,mcoa1,xinvm,sernr,umwkz,lrvdat,act_change_pm,has_tddp,last_reorg_date,internal_code,approval_number,approval_version,bogus_anln1,asset_version,operation_flag,is_deleted,recordstamp
800,3000,000000002037,0000,00002000,,,HAMRICK,1995-09-28,GASPARD,1997-01-21,,,2000,00020000,,0,1995,001,1995-01-01,1995-01-01,,,,,,,,,,,0,0,,,,,1,,,,0000,,,,,,,,,X,,,0000,,,,,,,,,,,,,,,,,,,,,E,Preßluftschrauber,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-01-21,GASPARD,,,,,,,,,,,0,,,,,00000000,,,,PREßLUFTSCHRAUBER,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000002027,0000,00002000,,,HAMRICK,1995-09-28,GASPARD,1997-01-21,,,2000,00020000,,0,1995,001,1995-01-01,1995-01-01,,,,,,,,,,,0,0,,,,,1,,,,0000,,,,,,,,,X,,,0000,,,,,,,,,,,,,,,,,,,,,E,"Assembly Belt 17"" Monitors",,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-01-21,GASPARD,,,,,,,,,,,0,,,,,00000000,,,,"ASSEMBLY BELT 17"" MONITORS",,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000002028,0000,00002000,,,HAMRICK,1995-09-28,GASPARD,1997-01-21,,,2000,00020000,,0,1995,001,1995-01-01,1995-01-01,,,,,,,,,,,0,0,,,,,1,,,,0000,,,,,,,,,X,,,0000,,,,,,,,,,,,,,,,,,,,,E,PC Test Equipment (PCs from Production I),,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-01-21,GASPARD,,,,,,,,,,,0,,,,,00000000,,,,PC TEST EQUIPMENT (PCS FROM PR,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000002032,0000,00002000,,,HAMRICK,1995-09-28,GASPARD,1997-01-21,,,2000,00020000,,0,1995,001,1995-01-01,1995-01-01,,,,,,,,,,,0,0,,,,,1,,,,0000,,,,,,,,,X,,,0000,,,,,,,,,,,,,,,,,,,,,E,Preßluftschrauber,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-01-21,GASPARD,,,,,,,,,,,0,,,,,00000000,,,,PREßLUFTSCHRAUBER,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000002019,0000,00002000,,,HAMRICK,1995-09-28,GASPARD,1997-01-21,,,2000,00020000,,0,1995,001,1995-01-01,1995-01-01,,,,,,,,,,,0,0,,,,,1,,,,0000,,,,,,,,,X,,,0000,,,,,,,,,,,,,,,,,,,,,E,Fork Lift,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-01-21,GASPARD,,,,,,,,,,,0,,,,,00000000,,,,FORK LIFT,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000002029,0000,00002000,,,HAMRICK,1995-09-28,GASPARD,1997-01-21,,,2000,00020000,,0,1995,001,1995-01-01,1995-01-01,,,,,,,,,,,0,0,,,,,1,,,,0000,,,,,,,,,X,,,0000,,,,,,,,,,,,,,,,,,,,,E,PC Test Equipment (PCs from Production II),,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-01-21,GASPARD,,,,,,,,,,,0,,,,,00000000,,,,PC TEST EQUIPMENT (PCS FROM PR,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000002041,0000,00002000,,,HAMRICK,1995-09-28,NAGY,1997-01-22,,,2000,00020000,,0,1995,001,1995-01-01,1995-01-01,,,,,,,,,,,0,0,,,,,1,,,,0000,,,,,,,,,X,,,0000,,,,,,,,,,,,,,,,,,,,,E,Tool Set for PC Tests,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-01-22,NAGY,,,,,,,,,,,0,,,,,00000000,,,,TOOL SET FOR PC TESTS,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000002042,0000,00002000,,,HAMRICK,1995-09-28,NAGY,1997-01-22,,,2000,00020000,,0,1995,001,1995-01-01,1995-01-01,,,,,,,,,,,0,0,,,,,1,,,,0000,,,,,,,,,X,,,0000,,,,,,,,,,,,,,,,,,,,,E,Tool Set for PC Tests,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-01-22,NAGY,,,,,,,,,,,0,,,,,00000000,,,,TOOL SET FOR PC TESTS,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000002040,0000,00002000,,,HAMRICK,1995-09-28,NAGY,1997-01-22,,,2000,00020000,,0,1995,001,1995-01-01,1995-01-01,,,,,,,,,,,0,0,,,,,1,,,,0000,,,,,,,,,X,,,0000,,,,,,,,,,,,,,,,,,,,,E,PC Test Equipment,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-01-22,NAGY,,,,,,,,,,,0,,,,,00000000,,,,PC TEST EQUIPMENT,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000002039,0000,00002000,,,HAMRICK,1995-09-28,GASPARD,1997-01-23,,,2000,00020000,,0,1995,001,1995-01-01,1995-01-01,,,,,,,,,,,0,0,,,,,1,,,,0000,,,,,,,,,X,,,0000,,,,,,,,,,,,,,,,,,,,,E,PC Test Equipment,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-01-23,GASPARD,,,,,,,,,,,0,,,,,00000000,,,,PC TEST EQUIPMENT,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000002050,0000,00002000,,,HAMRICK,1995-09-28,GASPARD,1997-01-23,,,2000,00020000,,0,1995,001,1995-05-23,1995-05-23,,,,,,,,,,,0,0,,,,,1,,,,0000,,,,,,,,,X,,,0000,,,,,,,,,,,,,,,,,,,,,E,Packing Machine,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-01-23,GASPARD,,,,,,,,,,,0,,,,,00000000,,,,PACKING MACHINE,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000002018,0000,00002000,,,HAMRICK,1995-09-28,ZIMMERMANNV,1996-08-01,,,2000,00020000,,0,1995,001,1995-01-01,1995-01-01,,,,,,,,,,,0,0,,,,,1,,,,0000,,,,,,,,,X,,,0000,,,,,,,,,,,,,,,,,,,,,E,Hochregal-Stapelanlage,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1995-09-28,HAMRICK,,,,,,,,,,,0,,,,,00000000,,,,HOCHREGAL-STAPELANLAGE,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000002020,0000,00002000,,,HAMRICK,1995-09-28,MONCHANIN,1997-11-24,,,2000,00020000,,0,1995,001,1995-01-01,1995-01-01,,,,,,,,,,,0,0,,,,,1,,,,0000,,,,,,,,,X,,,0000,,,,,,,,,,,,,,,,,,,,,E,Welding Robot MKienzle 2000ROB17,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-11-24,MONCHANIN,,,,,,,,,,,0,,,,,00000000,,,,WELDING ROBOT MKIENZLE 2000ROB,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000002048,0000,00002000,,,HAMRICK,1995-09-28,GASPARD,1996-08-08,,,2000,00020000,,0,1995,001,1995-01-01,1995-01-01,1997-01-01,1997-01-01,,,,,,,,,0,0,,,,,1,,,,0000,,,,,,,,,X,,,0000,,,,,,,,,,,,,,,,,,,,,E,"Production Line Body, Bumpers, Wheels",,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1996-08-08,GASPARD,,,,,,,,,,,0,,,,,00000000,,,,"PRODUCTION LINE BODY, BUMPERS,",,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000002015,0000,00002000,,,HAMRICK,1995-09-28,GASPARD,1996-08-08,,,2000,00020000,,0,1995,010,1995-05-23,1995-05-23,,,,,,,,,,,0,0,,,,,1,,,,0000,,,,,,,,,X,,,0000,,,,,,,,,,,,,,,,,,,,,E,Conveyer Belt,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1996-08-08,GASPARD,,,,,,,,,,,0,,,,,00000000,,,,CONVEYER BELT,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000002049,0000,00002000,,,HAMRICK,1995-09-28,GASPARD,1996-08-08,,,2000,00020000,,0,1995,010,1995-01-01,1995-01-01,1997-01-01,1997-01-01,,,,,,,,,0,0,,,,,1,,,,0000,,,,,,,,,X,,,0000,,,,,,,,,,,,,,,,,,,,,E,Robot for Assembly and Installation of Steering,Wheel,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1996-08-08,GASPARD,,,,,,,,,,,0,,,,,00000000,,,,ROBOT FOR ASSEMBLY AND INSTALL,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000002016,0000,00002000,,,HAMRICK,1995-09-28,GASPARD,1996-08-08,,,2000,00020000,,0,1995,005,1995-05-23,1995-05-23,,,,,,,,,,,0,0,,,,,1,,,,0000,,,,,,,,,X,,,0000,,,,,,,,,,,,,,,,,,,,,E,Dishwasher,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1996-08-08,GASPARD,,,,,,,,,,,0,,,,,00000000,,,,DISHWASHER,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000002044,0000,00002000,,,HAMRICK,1995-09-28,GASPARD,1996-08-08,,,2000,00020000,,0,1995,001,1995-01-01,1995-01-01,1997-01-01,1997-01-01,,,,,,,,,0,0,,,,,1,,,,0000,,,,,,,,,X,,,0000,,,,,,,,,,,,,,,,,,,,,E,Color Spraying Machine,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1996-08-08,GASPARD,,,,,,,,,,,0,,,,,00000000,,,,COLOR SPRAYING MACHINE,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000002014,0000,00002000,,,HAMRICK,1995-09-28,GASPARD,1996-08-08,,,2000,00020000,,0,1995,001,1995-01-01,1995-01-01,1997-01-01,1997-01-01,,,,,,,,,0,0,,,,,1,,,,0000,,,,,,,,,X,,,0000,,,,,,,,,,,,,,,,,,,,,E,Color Mixer Production II,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1996-08-08,GASPARD,,,,,,,,,,,0,,,,,00000000,,,,COLOR MIXER PRODUCTION II,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000002047,0000,00002000,,,HAMRICK,1995-09-28,GASPARD,1996-08-08,,,2000,00020000,,0,1995,010,1995-01-01,1995-01-01,,,,,,,,,,,0,0,,,,,1,,,,0000,,,,,,,,,X,,,0000,,,,,,,,,,,,,,,,,,,,,E,Dishwasher,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1996-08-08,GASPARD,,,,,,,,,,,0,,,,,00000000,,,,DISHWASHER,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000002013,0000,00002000,,,HAMRICK,1995-09-28,GASPARD,1996-08-08,,,2000,00020000,,0,1995,001,1995-01-01,1995-01-01,1997-01-01,1997-01-01,,,,,,,,,0,0,,,,,1,,,,0000,,,,,,,,,X,,,0000,,,,,,,,,,,,,,,,,,,,,E,Color Mixer Production I,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1996-08-08,GASPARD,,,,,,,,,,,0,,,,,00000000,,,,COLOR MIXER PRODUCTION I,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000002124,0000,00002100,,,HAMRICK,1995-09-29,GASPARD,1996-08-08,,,2100,00020000,,0,1995,001,1995-01-01,1995-01-01,,,,,,,,,,,0,0,,,,,,,,,0000,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,E,Power Drill Stihl 22 GL,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1996-08-08,GASPARD,,,,,,,,,,,0,,,,,00000000,,,,POWER DRILL STIHL 22 GL,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000002125,0000,00002100,,,HAMRICK,1995-09-29,GASPARD,1996-08-08,,,2100,00020000,,0,1995,001,1995-01-01,1995-01-01,,,,,,,,,,,0,0,,,,,,,,,0000,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,E,Diagnostic Tool Bosch 554,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1996-08-08,GASPARD,,,,,,,,,,,0,,,,,00000000,,,,DIAGNOSTIC TOOL BOSCH 554,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000002123,0000,00002100,,,HAMRICK,1995-09-29,GASPARD,1996-08-08,,,2100,00020000,,0,1995,001,1995-01-01,1995-01-01,,,,,,,,,,,0,0,,,,,,,,,0000,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,E,Power Drill Stihl 22 XL,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1996-08-08,GASPARD,,,,,,,,,,,0,,,,,00000000,,,,POWER DRILL STIHL 22 XL,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000003015,0000,00003000,,,HAMRICK,1995-09-28,GASPARD,1997-01-21,,,3000,00030000,,0,1995,001,1995-01-01,1995-01-01,,,,,,,,,,,0,0,,,,,,,,,0000,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,E,Office Furniture (Sales),,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-01-21,GASPARD,,,,,,,,,,,0,,,,,00000000,,,,OFFICE FURNITURE (SALES),,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000003017,0000,00003000,,,HAMRICK,1995-09-28,GASPARD,1997-01-21,,,3000,00030000,,0,1995,010,1995-01-01,1995-01-01,,,,,,,,,,,0,0,,,,,,,,,0000,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,E,Office Furniture (Telephone Operators),,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-01-21,GASPARD,,,,,,,,,,,0,,,,,00000000,,,,OFFICE FURNITURE (TELEPHONE OP,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000003018,0000,00003000,,,HAMRICK,1995-09-28,GASPARD,1997-01-21,,,3000,00030000,,0,1995,001,1995-01-01,1995-01-01,,,,,,,,,,,0,0,,,,,,,,,0000,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,E,Office Furniture (Quality Assurance),,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-01-21,GASPARD,,,,,,,,,,,0,,,,,00000000,,,,OFFICE FURNITURE (QUALITY ASSU,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000003016,0000,00003000,,,HAMRICK,1995-09-28,GASPARD,1997-01-21,,,3000,00030000,,0,1995,001,1995-01-01,1995-01-01,,,,,,,,,,,0,0,,,,,,,,,0000,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,E,Office Furniture (Sales),,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-01-21,GASPARD,,,,,,,,,,,0,,,,,00000000,,,,OFFICE FURNITURE (SALES),,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000003021,0000,00003000,,,HAMRICK,1995-09-28,GASPARD,1997-01-21,,,3000,00030000,,0,1995,006,1995-06-13,1995-06-13,,,,,,,,,,,0,0,,,,,,,,,0000,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,E,HP Server Model TR9000,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-01-21,GASPARD,,,,,,,,,,,0,,,,,00000000,,,,HP SERVER MODEL TR9000,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000003011,0000,00003000,,,HAMRICK,1995-09-28,NAGY,1997-01-22,,,3000,00030000,,0,1995,005,1995-05-17,1995-05-17,,,,,,,,,,,0,0,,,,,1,,,,0000,,,,,,,,,X,,,0000,,,,,,,,,,,,,,,,,,,,,E,Compaq Laptop,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-01-22,NAGY,,,,,,,,,,,0,,,,,00000000,,,,COMPAQ LAPTOP,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000003019,0000,00003000,,,HAMRICK,1995-09-28,ZIMMERMANNV,1996-08-01,,,3000,00030000,,0,1995,001,1995-01-01,1995-01-01,1997-01-01,1997-01-01,,,,,,,,,0,0,,,,,1,,,,0000,,,,,,,,,X,,,0000,,,,,,,,,,,,,,,,,,,,,E,Telefax,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1995-09-28,HAMRICK,,,,,,,,,,,0,,,,,00000000,,,,TELEFAX,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000003013,0000,00003000,,,HAMRICK,1995-09-28,ZIMMERMANNV,1996-08-01,,,3000,00030000,,0,1995,005,1995-05-17,1995-05-17,1997-01-01,1997-01-01,,,,,,,,,0,0,,,,,1,,,,0000,,,,,,,,,X,,,0000,,,,,,,,,,,,,,,,,,,,,E,TRIview Laptop,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1995-09-28,HAMRICK,,,,,,,,,,,0,,,,,00000000,,,,TRIVIEW LAPTOP,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000003005,0000,00003000,,,HAMRICK,1995-09-28,ZIMMERMANNV,1996-08-01,,,3000,00030000,,0,1995,005,1995-05-08,1995-05-08,1997-01-01,1997-01-01,,,,,,,,,0,0,,,,,1,,,,0000,,,,,,,,,X,,,0000,,,,,,,,,,,,,,,,,,,,,E,Group Asset for Fixtures and Fittings,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1995-09-28,HAMRICK,,,,,,,,,,,0,,,,,00000000,,,,GROUP ASSET FOR FIXTURES AND F,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000003014,0000,00003000,,,HAMRICK,1995-09-28,ZIMMERMANNV,1996-08-01,,,3000,00030000,,0,1995,005,1995-05-17,1995-05-17,1997-01-01,1997-01-01,,,,,,,,,0,0,,,,,1,,,,0000,,,,,,,,,X,,,0000,,,,,,,,,,,,,,,,,,,,,E,Apple Macintosh Laptop,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1995-09-28,HAMRICK,,,,,,,,,,,0,,,,,00000000,,,,APPLE MACINTOSH LAPTOP,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000003012,0000,00003000,,,HAMRICK,1995-09-28,ZIMMERMANNV,1996-08-01,,,3000,00030000,,0,1995,005,1995-05-17,1995-05-17,1997-01-01,1997-01-01,,,,,,,,,0,0,,,,,1,,,,0000,,,,,,,,,X,,,0000,,,,,,,,,,,,,,,,,,,,,E,TRIview Personal Computer,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1995-09-28,HAMRICK,,,,,,,,,,,0,,,,,00000000,,,,TRIVIEW PERSONAL COMPUTER,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000003010,0000,00003000,,,HAMRICK,1995-09-28,ZIMMERMANNV,1996-08-01,,,3000,00030000,,0,1995,005,1995-05-17,1995-05-17,1997-01-01,1997-01-01,,,,,,,,,0,0,,,,,1,,,,0000,,,,,,,,,X,,,0000,,,,,,,,,,,,,,,,,,,,,E,Compaq Personal Computer,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1995-09-28,HAMRICK,,,,,,,,,,,0,,,,,00000000,,,,COMPAQ PERSONAL COMPUTER,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000003114,0000,00003100,,,HAMRICK,1995-10-02,GASPARD,1997-01-21,,,3000,00030000,,0,1995,001,1995-01-10,1995-01-10,,,,,,,,,,,0,0,,,,,1,,,,0000,,,,,,,,,X,,,0000,,,,,,,,,,,,,,,,,,,,,E,Volkswagen Polo,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-01-21,GASPARD,,,,,,,,,,,0,,,,,00000000,,,,VOLKSWAGEN POLO,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000003121,0000,00003100,,,HAMRICK,1995-09-29,GASPARD,1997-01-21,,,3000,00030000,,0,1995,005,1995-05-01,1995-05-01,,,,,,,,,,,0,0,,,,,1,,,,0000,,,,,,,,,X,,,0000,,,,,,,,,,,,,,,,,,,,,E,Volkswagen Passat GT Station Wagon,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-01-21,GASPARD,,,,,,,,,,,0,,,,,00000000,,,,VOLKSWAGEN PASSAT GT STATION W,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000003125,0000,00003100,,,HAMRICK,1995-09-29,GASPARD,1997-01-21,,,3000,00030000,,0,1995,001,1995-01-01,1995-01-01,,,,,,,,,,,0,0,,,,,1,,,,0000,,,,,,,,,X,,,0000,,,,,,,,,,,,,,,,,,,,,E,Porsche 928i (Vice President of Marketing),,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-01-21,GASPARD,,,,,,,,,,,0,,,,,00000000,,,,PORSCHE 928I (VICE PRESIDENT O,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000003126,0000,00003100,,,HAMRICK,1995-09-29,GASPARD,1996-08-08,,,3000,00030000,,0,1995,010,1995-01-01,1995-01-01,1997-01-01,1997-01-01,,,,,,,,,0,0,,,,,1,,,,0000,,,,,,,,,X,,,0000,,,,,,,,,,,,,,,,,,,,,E,Mercedes MB100D (Company Car w. Special Equipment),,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1996-08-08,GASPARD,,,,,,,,,,,0,,,,,00000000,,,,MERCEDES MB100D (COMPANY CAR W,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000003124,0000,00003100,,,HAMRICK,1995-09-29,GASPARD,1996-08-08,,,3000,00030000,,0,1995,001,1995-01-01,1995-01-01,1997-01-01,1997-01-01,,,,,,,,,0,0,,,,,1,,,,0000,,,,,,,,,X,,,0000,,,,,,,,,,,,,,,,,,,,,E,Honda Accord EX,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1996-08-08,GASPARD,,,,,,,,,,,0,,,,,00000000,,,,HONDA ACCORD EX,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000003123,0000,00003100,,,HAMRICK,1995-09-29,GASPARD,1996-08-08,,,3000,00030000,,0,1995,001,1995-01-01,1995-01-01,1997-01-01,1997-01-01,,,,,,,,,0,0,,,,,1,,,,0000,,,,,,,,,X,,,0000,,,,,,,,,,,,,,,,,,,,,E,Mercedes MB100D (Company Car for PC Service),,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1996-08-08,GASPARD,,,,,,,,,,,0,,,,,00000000,,,,MERCEDES MB100D (COMPANY CAR F,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000003122,0000,00003100,,,HAMRICK,1995-09-29,GASPARD,1996-08-08,,,3000,00030000,,0,1995,001,1995-01-01,1995-01-01,1997-01-01,1997-01-01,,,,,,,,,0,0,,,,,1,,,,0000,,,,,,,,,X,,,0000,,,,,,,,,,,,,,,,,,,,,E,Mercedes MB100D (Company Car - Technical Support),,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1996-08-08,GASPARD,,,,,,,,,,,0,,,,,00000000,,,,MERCEDES MB100D (COMPANY CAR -,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000003209,0000,00003200,,,HAMRICK,1995-09-29,GASPARD,1997-01-21,,,3000,00030000,,0,1995,007,1995-07-01,1995-07-01,,,,,,,,,,,0,0,,,,,1,,,,0000,,,,,,,,,X,,,0000,,,,,,,,,,,,,,,,,,,,,E,HP MM200 MultiMedia PC for Board Presentations,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-01-21,GASPARD,,,,,,,,,,,0,,,,,00000000,,,,HP MM200 MULTIMEDIA PC FOR BOA,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000003211,0000,00003200,,,HAMRICK,1995-09-29,GASPARD,1997-01-21,,,3000,00030000,,0,1995,005,1995-05-23,1995-05-23,,,,,,,,,,,0,0,,,,,1,,,,0000,,,,,,,,,X,,,0000,,,,,,,,,,,,,,,,,,,,,E,PC for Technical Hardware Tests,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-01-21,GASPARD,,,,,,,,,,,0,,,,,00000000,,,,PC FOR TECHNICAL HARDWARE TEST,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000003204,0000,00003200,,,HAMRICK,1995-10-02,GASPARD,1997-01-21,,,3000,00030000,,0,1995,010,1995-02-01,1995-02-01,,,,,,,,,,,0,0,,,,,1,,,,0000,,,,,,,,,X,,,0000,,,,,,,,,,,,,,,,,,,,,E,Department Server 1 DEC Alpha,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-01-21,GASPARD,,,,,,,,,,,0,,,,,00000000,,,,DEPARTMENT SERVER 1 DEC ALPHA,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
800,3000,000000003210,0000,00003200,,,HAMRICK,1995-09-29,GASPARD,1997-01-21,,,3000,00030000,,0,1995,001,1995-01-01,1995-01-01,,,,,,,,,,,0,0,,,,,1,,,,0000,,,,,,,,,X,,,0000,,,,,,,,,,,,,,,,,,,,,E,High-Speed Computer for Development Projects,,,,,,,,,,,,000,000,000,,,,,,,,,,,,,,,,,,1997-01-21,GASPARD,,,,,,,,,,,0,,,,,00000000,,,,HIGH-SPEED COMPUTER FOR DEVELO,,,,,,,,,,,,,L,False,2021-08-10 21:18:43.606788+00:00
