mandt,waers,isocd,altwr,gdatu,xprimary,operation_flag,is_deleted,recordstamp
001,GBP,GBP,826,,,L,False,2022-01-31 20:43:51.581515+00:00
050,GBP,GBP,826,,,L,False,2022-01-31 20:43:51.581515+00:00
100,GBP,GBP,826,,,L,False,2022-01-31 20:43:51.581515+00:00
200,GBP,GBP,826,,,L,False,2022-01-31 20:43:51.581515+00:00
250,GBP,GBP,826,,,L,False,2022-01-31 20:43:51.581515+00:00
000,GEL,GEL,981,,,L,False,2022-01-31 20:43:51.581515+00:00
001,GEL,GEL,981,,,L,False,2022-01-31 20:43:51.581515+00:00
050,GEL,GEL,981,,,L,False,2022-01-31 20:43:51.581515+00:00
100,GEL,GEL,981,,,L,False,2022-01-31 20:43:51.581515+00:00
200,GEL,GEL,981,,,L,False,2022-01-31 20:43:51.581515+00:00
250,GEL,GEL,981,,,L,False,2022-01-31 20:43:51.581515+00:00
000,GHC,GHC,288,,,L,False,2022-01-31 20:43:51.581515+00:00
001,GHC,GHC,288,,,L,False,2022-01-31 20:43:51.581515+00:00
050,GHC,GHC,288,,,L,False,2022-01-31 20:43:51.581515+00:00
100,GHC,GHC,288,,,L,False,2022-01-31 20:43:51.581515+00:00
200,GHC,GHC,288,,,L,False,2022-01-31 20:43:51.581515+00:00
250,GHC,GHC,288,,,L,False,2022-01-31 20:43:51.581515+00:00
000,GHS,GHS,936,,,L,False,2022-01-31 20:43:51.581515+00:00
001,GHS,GHS,936,,,L,False,2022-01-31 20:43:51.581515+00:00
050,GHS,GHS,936,,,L,False,2022-01-31 20:43:51.581515+00:00
100,GHS,GHS,936,,,L,False,2022-01-31 20:43:51.581515+00:00
200,GHS,GHS,936,,,L,False,2022-01-31 20:43:51.581515+00:00
250,GHS,GHS,936,,,L,False,2022-01-31 20:43:51.581515+00:00
000,GIP,GIP,292,,,L,False,2022-01-31 20:43:51.581515+00:00
001,GIP,GIP,292,,,L,False,2022-01-31 20:43:51.581515+00:00
050,GIP,GIP,292,,,L,False,2022-01-31 20:43:51.581515+00:00
100,GIP,GIP,292,,,L,False,2022-01-31 20:43:51.581515+00:00
200,GIP,GIP,292,,,L,False,2022-01-31 20:43:51.581515+00:00
250,GIP,GIP,292,,,L,False,2022-01-31 20:43:51.581515+00:00
000,GMD,GMD,270,,,L,False,2022-01-31 20:43:51.581515+00:00
001,GMD,GMD,270,,,L,False,2022-01-31 20:43:51.581515+00:00
050,GMD,GMD,270,,,L,False,2022-01-31 20:43:51.581515+00:00
100,GMD,GMD,270,,,L,False,2022-01-31 20:43:51.581515+00:00
200,GMD,GMD,270,,,L,False,2022-01-31 20:43:51.581515+00:00
250,GMD,GMD,270,,,L,False,2022-01-31 20:43:51.581515+00:00
000,GNF,GNF,324,,,L,False,2022-01-31 20:43:51.581515+00:00
001,GNF,GNF,324,,,L,False,2022-01-31 20:43:51.581515+00:00
050,GNF,GNF,324,,,L,False,2022-01-31 20:43:51.581515+00:00
100,GNF,GNF,324,,,L,False,2022-01-31 20:43:51.581515+00:00
200,GNF,GNF,324,,,L,False,2022-01-31 20:43:51.581515+00:00
250,GNF,GNF,324,,,L,False,2022-01-31 20:43:51.581515+00:00
000,GRD,GRD,300,,,L,False,2022-01-31 20:43:51.581515+00:00
001,GRD,GRD,300,,,L,False,2022-01-31 20:43:51.581515+00:00
050,GRD,GRD,300,,,L,False,2022-01-31 20:43:51.581515+00:00
100,GRD,GRD,300,,,L,False,2022-01-31 20:43:51.581515+00:00
200,GRD,GRD,300,,,L,False,2022-01-31 20:43:51.581515+00:00
250,GRD,GRD,300,,,L,False,2022-01-31 20:43:51.581515+00:00
000,GTQ,GTQ,320,,,L,False,2022-01-31 20:43:51.581515+00:00
001,GTQ,GTQ,320,,,L,False,2022-01-31 20:43:51.581515+00:00
050,GTQ,GTQ,320,,,L,False,2022-01-31 20:43:51.581515+00:00
100,GTQ,GTQ,320,,,L,False,2022-01-31 20:43:51.581515+00:00
200,GTQ,GTQ,320,,,L,False,2022-01-31 20:43:51.581515+00:00
250,GTQ,GTQ,320,,,L,False,2022-01-31 20:43:51.581515+00:00
000,GWP,GWP,624,,,L,False,2022-01-31 20:43:51.581515+00:00
001,GWP,GWP,624,,,L,False,2022-01-31 20:43:51.581515+00:00
050,GWP,GWP,624,,,L,False,2022-01-31 20:43:51.581515+00:00
100,GWP,GWP,624,,,L,False,2022-01-31 20:43:51.581515+00:00
200,GWP,GWP,624,,,L,False,2022-01-31 20:43:51.581515+00:00
250,GWP,GWP,624,,,L,False,2022-01-31 20:43:51.581515+00:00
000,GYD,GYD,328,,,L,False,2022-01-31 20:43:51.581515+00:00
001,GYD,GYD,328,,,L,False,2022-01-31 20:43:51.581515+00:00
050,GYD,GYD,328,,,L,False,2022-01-31 20:43:51.581515+00:00
100,GYD,GYD,328,,,L,False,2022-01-31 20:43:51.581515+00:00
200,GYD,GYD,328,,,L,False,2022-01-31 20:43:51.581515+00:00
250,GYD,GYD,328,,,L,False,2022-01-31 20:43:51.581515+00:00
000,HKD,HKD,344,,,L,False,2022-01-31 20:43:51.581515+00:00
001,HKD,HKD,344,,,L,False,2022-01-31 20:43:51.581515+00:00
050,HKD,HKD,344,,,L,False,2022-01-31 20:43:51.581515+00:00
100,HKD,HKD,344,,,L,False,2022-01-31 20:43:51.581515+00:00
200,HKD,HKD,344,,,L,False,2022-01-31 20:43:51.581515+00:00
250,HKD,HKD,344,,,L,False,2022-01-31 20:43:51.581515+00:00
000,HNL,HNL,340,,,L,False,2022-01-31 20:43:51.581515+00:00
001,HNL,HNL,340,,,L,False,2022-01-31 20:43:51.581515+00:00
050,HNL,HNL,340,,,L,False,2022-01-31 20:43:51.581515+00:00
100,HNL,HNL,340,,,L,False,2022-01-31 20:43:51.581515+00:00
200,HNL,HNL,340,,,L,False,2022-01-31 20:43:51.581515+00:00
250,HNL,HNL,340,,,L,False,2022-01-31 20:43:51.581515+00:00
000,HRK,HRK,191,,,L,False,2022-01-31 20:43:51.581515+00:00
001,HRK,HRK,191,,,L,False,2022-01-31 20:43:51.581515+00:00
050,HRK,HRK,191,,,L,False,2022-01-31 20:43:51.581515+00:00
100,HRK,HRK,191,,,L,False,2022-01-31 20:43:51.581515+00:00
200,HRK,HRK,191,,,L,False,2022-01-31 20:43:51.581515+00:00
250,HRK,HRK,191,,,L,False,2022-01-31 20:43:51.581515+00:00
000,HTG,HTG,332,,,L,False,2022-01-31 20:43:51.581515+00:00
001,HTG,HTG,332,,,L,False,2022-01-31 20:43:51.581515+00:00
050,HTG,HTG,332,,,L,False,2022-01-31 20:43:51.581515+00:00
100,HTG,HTG,332,,,L,False,2022-01-31 20:43:51.581515+00:00
200,HTG,HTG,332,,,L,False,2022-01-31 20:43:51.581515+00:00
250,HTG,HTG,332,,,L,False,2022-01-31 20:43:51.581515+00:00
000,HUF,HUF,348,,,L,False,2022-01-31 20:43:51.581515+00:00
001,HUF,HUF,348,,,L,False,2022-01-31 20:43:51.581515+00:00
050,HUF,HUF,348,,,L,False,2022-01-31 20:43:51.581515+00:00
100,HUF,HUF,348,,,L,False,2022-01-31 20:43:51.581515+00:00
200,HUF,HUF,348,,,L,False,2022-01-31 20:43:51.581515+00:00
250,HUF,HUF,348,,,L,False,2022-01-31 20:43:51.581515+00:00
000,IDR,IDR,360,,,L,False,2022-01-31 20:43:51.581515+00:00
001,IDR,IDR,360,,,L,False,2022-01-31 20:43:51.581515+00:00
050,IDR,IDR,360,,,L,False,2022-01-31 20:43:51.581515+00:00
100,IDR,IDR,360,,,L,False,2022-01-31 20:43:51.581515+00:00
200,IDR,IDR,360,,,L,False,2022-01-31 20:43:51.581515+00:00
250,IDR,IDR,360,,,L,False,2022-01-31 20:43:51.581515+00:00
000,IEP,IEP,372,,,L,False,2022-01-31 20:43:51.581515+00:00
001,IEP,IEP,372,,,L,False,2022-01-31 20:43:51.581515+00:00
050,IEP,IEP,372,,,L,False,2022-01-31 20:43:51.581515+00:00
100,IEP,IEP,372,,,L,False,2022-01-31 20:43:51.581515+00:00
200,IEP,IEP,372,,,L,False,2022-01-31 20:43:51.581515+00:00
250,IEP,IEP,372,,,L,False,2022-01-31 20:43:51.581515+00:00
000,ILS,ILS,376,,,L,False,2022-01-31 20:43:51.581515+00:00
001,ILS,ILS,376,,,L,False,2022-01-31 20:43:51.581515+00:00
050,ILS,ILS,376,,,L,False,2022-01-31 20:43:51.581515+00:00
100,ILS,ILS,376,,,L,False,2022-01-31 20:43:51.581515+00:00
200,ILS,ILS,376,,,L,False,2022-01-31 20:43:51.581515+00:00
250,ILS,ILS,376,,,L,False,2022-01-31 20:43:51.581515+00:00
000,INR,INR,356,,,L,False,2022-01-31 20:43:51.581515+00:00
001,INR,INR,356,,,L,False,2022-01-31 20:43:51.581515+00:00
050,INR,INR,356,,,L,False,2022-01-31 20:43:51.581515+00:00
100,INR,INR,356,,,L,False,2022-01-31 20:43:51.581515+00:00
200,INR,INR,356,,,L,False,2022-01-31 20:43:51.581515+00:00
250,INR,INR,356,,,L,False,2022-01-31 20:43:51.581515+00:00
000,IQD,IQD,368,,,L,False,2022-01-31 20:43:51.581515+00:00
001,IQD,IQD,368,,,L,False,2022-01-31 20:43:51.581515+00:00
050,IQD,IQD,368,,,L,False,2022-01-31 20:43:51.581515+00:00
100,IQD,IQD,368,,,L,False,2022-01-31 20:43:51.581515+00:00
200,IQD,IQD,368,,,L,False,2022-01-31 20:43:51.581515+00:00
250,IQD,IQD,368,,,L,False,2022-01-31 20:43:51.581515+00:00
000,IRR,IRR,364,,,L,False,2022-01-31 20:43:51.581515+00:00
001,IRR,IRR,364,,,L,False,2022-01-31 20:43:51.581515+00:00
050,IRR,IRR,364,,,L,False,2022-01-31 20:43:51.581515+00:00
100,IRR,IRR,364,,,L,False,2022-01-31 20:43:51.581515+00:00
200,IRR,IRR,364,,,L,False,2022-01-31 20:43:51.581515+00:00
250,IRR,IRR,364,,,L,False,2022-01-31 20:43:51.581515+00:00
000,ISK,ISK,352,,,L,False,2022-01-31 20:43:51.581515+00:00
001,ISK,ISK,352,,,L,False,2022-01-31 20:43:51.581515+00:00
050,ISK,ISK,352,,,L,False,2022-01-31 20:43:51.581515+00:00
100,ISK,ISK,352,,,L,False,2022-01-31 20:43:51.581515+00:00
200,ISK,ISK,352,,,L,False,2022-01-31 20:43:51.581515+00:00
250,ISK,ISK,352,,,L,False,2022-01-31 20:43:51.581515+00:00
000,ITL,ITL,380,,,L,False,2022-01-31 20:43:51.581515+00:00
001,ITL,ITL,380,,,L,False,2022-01-31 20:43:51.581515+00:00
050,ITL,ITL,380,,,L,False,2022-01-31 20:43:51.581515+00:00
100,ITL,ITL,380,,,L,False,2022-01-31 20:43:51.581515+00:00
200,ITL,ITL,380,,,L,False,2022-01-31 20:43:51.581515+00:00
250,ITL,ITL,380,,,L,False,2022-01-31 20:43:51.581515+00:00
000,JMD,JMD,388,,,L,False,2022-01-31 20:43:51.581515+00:00
001,JMD,JMD,388,,,L,False,2022-01-31 20:43:51.581515+00:00
050,JMD,JMD,388,,,L,False,2022-01-31 20:43:51.581515+00:00
100,JMD,JMD,388,,,L,False,2022-01-31 20:43:51.581515+00:00
200,JMD,JMD,388,,,L,False,2022-01-31 20:43:51.581515+00:00
250,JMD,JMD,388,,,L,False,2022-01-31 20:43:51.581515+00:00
000,JOD,JOD,400,,,L,False,2022-01-31 20:43:51.581515+00:00
001,JOD,JOD,400,,,L,False,2022-01-31 20:43:51.581515+00:00
050,JOD,JOD,400,,,L,False,2022-01-31 20:43:51.581515+00:00
100,JOD,JOD,400,,,L,False,2022-01-31 20:43:51.581515+00:00
200,JOD,JOD,400,,,L,False,2022-01-31 20:43:51.581515+00:00
250,JOD,JOD,400,,,L,False,2022-01-31 20:43:51.581515+00:00
000,JPY,JPY,392,,,L,False,2022-01-31 20:43:51.581515+00:00
001,JPY,JPY,392,,,L,False,2022-01-31 20:43:51.581515+00:00
050,JPY,JPY,392,,,L,False,2022-01-31 20:43:51.581515+00:00
100,JPY,JPY,392,,,L,False,2022-01-31 20:43:51.581515+00:00
200,JPY,JPY,392,,,L,False,2022-01-31 20:43:51.581515+00:00
250,JPY,JPY,392,,,L,False,2022-01-31 20:43:51.581515+00:00
000,KES,KES,404,,,L,False,2022-01-31 20:43:51.581515+00:00
001,KES,KES,404,,,L,False,2022-01-31 20:43:51.581515+00:00
050,KES,KES,404,,,L,False,2022-01-31 20:43:51.581515+00:00
100,KES,KES,404,,,L,False,2022-01-31 20:43:51.581515+00:00
200,KES,KES,404,,,L,False,2022-01-31 20:43:51.581515+00:00
250,KES,KES,404,,,L,False,2022-01-31 20:43:51.581515+00:00
000,KGS,KGS,417,,,L,False,2022-01-31 20:43:51.581515+00:00
001,KGS,KGS,417,,,L,False,2022-01-31 20:43:51.581515+00:00
050,KGS,KGS,417,,,L,False,2022-01-31 20:43:51.581515+00:00
100,KGS,KGS,417,,,L,False,2022-01-31 20:43:51.581515+00:00
200,KGS,KGS,417,,,L,False,2022-01-31 20:43:51.581515+00:00
250,KGS,KGS,417,,,L,False,2022-01-31 20:43:51.581515+00:00
000,KHR,KHR,116,,,L,False,2022-01-31 20:43:51.581515+00:00
001,KHR,KHR,116,,,L,False,2022-01-31 20:43:51.581515+00:00
050,KHR,KHR,116,,,L,False,2022-01-31 20:43:51.581515+00:00
100,KHR,KHR,116,,,L,False,2022-01-31 20:43:51.581515+00:00
200,KHR,KHR,116,,,L,False,2022-01-31 20:43:51.581515+00:00
250,KHR,KHR,116,,,L,False,2022-01-31 20:43:51.581515+00:00
000,KMF,KMF,174,,,L,False,2022-01-31 20:43:51.581515+00:00
001,KMF,KMF,174,,,L,False,2022-01-31 20:43:51.581515+00:00
050,KMF,KMF,174,,,L,False,2022-01-31 20:43:51.581515+00:00
100,KMF,KMF,174,,,L,False,2022-01-31 20:43:51.581515+00:00
200,KMF,KMF,174,,,L,False,2022-01-31 20:43:51.581515+00:00
250,KMF,KMF,174,,,L,False,2022-01-31 20:43:51.581515+00:00
000,KPW,KPW,408,,,L,False,2022-01-31 20:43:51.581515+00:00
001,KPW,KPW,408,,,L,False,2022-01-31 20:43:51.581515+00:00
050,KPW,KPW,408,,,L,False,2022-01-31 20:43:51.581515+00:00
100,KPW,KPW,408,,,L,False,2022-01-31 20:43:51.581515+00:00
200,KPW,KPW,408,,,L,False,2022-01-31 20:43:51.581515+00:00
250,KPW,KPW,408,,,L,False,2022-01-31 20:43:51.581515+00:00
000,KRW,KRW,410,,,L,False,2022-01-31 20:43:51.581515+00:00
001,KRW,KRW,410,,,L,False,2022-01-31 20:43:51.581515+00:00
050,KRW,KRW,410,,,L,False,2022-01-31 20:43:51.581515+00:00
100,KRW,KRW,410,,,L,False,2022-01-31 20:43:51.581515+00:00
200,KRW,KRW,410,,,L,False,2022-01-31 20:43:51.581515+00:00
250,KRW,KRW,410,,,L,False,2022-01-31 20:43:51.581515+00:00
000,KWD,KWD,414,,,L,False,2022-01-31 20:43:51.581515+00:00
001,KWD,KWD,414,,,L,False,2022-01-31 20:43:51.581515+00:00
050,KWD,KWD,414,,,L,False,2022-01-31 20:43:51.581515+00:00
100,KWD,KWD,414,,,L,False,2022-01-31 20:43:51.581515+00:00
200,KWD,KWD,414,,,L,False,2022-01-31 20:43:51.581515+00:00
250,KWD,KWD,414,,,L,False,2022-01-31 20:43:51.581515+00:00
000,KYD,KYD,136,,,L,False,2022-01-31 20:43:51.581515+00:00
001,KYD,KYD,136,,,L,False,2022-01-31 20:43:51.581515+00:00
050,KYD,KYD,136,,,L,False,2022-01-31 20:43:51.581515+00:00
100,KYD,KYD,136,,,L,False,2022-01-31 20:43:51.581515+00:00
200,KYD,KYD,136,,,L,False,2022-01-31 20:43:51.581515+00:00
250,KYD,KYD,136,,,L,False,2022-01-31 20:43:51.581515+00:00
000,KZT,KZT,398,,,L,False,2022-01-31 20:43:51.581515+00:00
001,KZT,KZT,398,,,L,False,2022-01-31 20:43:51.581515+00:00
050,KZT,KZT,398,,,L,False,2022-01-31 20:43:51.581515+00:00
100,KZT,KZT,398,,,L,False,2022-01-31 20:43:51.581515+00:00
200,KZT,KZT,398,,,L,False,2022-01-31 20:43:51.581515+00:00
250,KZT,KZT,398,,,L,False,2022-01-31 20:43:51.581515+00:00
000,LAK,LAK,418,,,L,False,2022-01-31 20:43:51.581515+00:00
001,LAK,LAK,418,,,L,False,2022-01-31 20:43:51.581515+00:00
050,LAK,LAK,418,,,L,False,2022-01-31 20:43:51.581515+00:00
100,LAK,LAK,418,,,L,False,2022-01-31 20:43:51.581515+00:00
200,LAK,LAK,418,,,L,False,2022-01-31 20:43:51.581515+00:00
250,LAK,LAK,418,,,L,False,2022-01-31 20:43:51.581515+00:00
000,LBP,LBP,422,,,L,False,2022-01-31 20:43:51.581515+00:00
001,LBP,LBP,422,,,L,False,2022-01-31 20:43:51.581515+00:00
050,LBP,LBP,422,,,L,False,2022-01-31 20:43:51.581515+00:00
100,LBP,LBP,422,,,L,False,2022-01-31 20:43:51.581515+00:00
200,LBP,LBP,422,,,L,False,2022-01-31 20:43:51.581515+00:00
250,LBP,LBP,422,,,L,False,2022-01-31 20:43:51.581515+00:00
000,LKR,LKR,144,,,L,False,2022-01-31 20:43:51.581515+00:00
001,LKR,LKR,144,,,L,False,2022-01-31 20:43:51.581515+00:00
050,LKR,LKR,144,,,L,False,2022-01-31 20:43:51.581515+00:00
100,LKR,LKR,144,,,L,False,2022-01-31 20:43:51.581515+00:00
200,LKR,LKR,144,,,L,False,2022-01-31 20:43:51.581515+00:00
250,LKR,LKR,144,,,L,False,2022-01-31 20:43:51.581515+00:00
000,LRD,LRD,430,,,L,False,2022-01-31 20:43:51.581515+00:00
001,LRD,LRD,430,,,L,False,2022-01-31 20:43:51.581515+00:00
050,LRD,LRD,430,,,L,False,2022-01-31 20:43:51.581515+00:00
100,LRD,LRD,430,,,L,False,2022-01-31 20:43:51.581515+00:00
200,LRD,LRD,430,,,L,False,2022-01-31 20:43:51.581515+00:00
250,LRD,LRD,430,,,L,False,2022-01-31 20:43:51.581515+00:00
000,LSL,LSL,426,,,L,False,2022-01-31 20:43:51.581515+00:00
001,LSL,LSL,426,,,L,False,2022-01-31 20:43:51.581515+00:00
050,LSL,LSL,426,,,L,False,2022-01-31 20:43:51.581515+00:00
100,LSL,LSL,426,,,L,False,2022-01-31 20:43:51.581515+00:00
200,LSL,LSL,426,,,L,False,2022-01-31 20:43:51.581515+00:00
250,LSL,LSL,426,,,L,False,2022-01-31 20:43:51.581515+00:00
000,LTL,LTL,440,,,L,False,2022-01-31 20:43:51.581515+00:00
001,LTL,LTL,440,,,L,False,2022-01-31 20:43:51.581515+00:00
050,LTL,LTL,440,,,L,False,2022-01-31 20:43:51.581515+00:00
100,LTL,LTL,440,,,L,False,2022-01-31 20:43:51.581515+00:00
200,LTL,LTL,440,,,L,False,2022-01-31 20:43:51.581515+00:00
250,LTL,LTL,440,,,L,False,2022-01-31 20:43:51.581515+00:00
000,LUF,LUF,442,,,L,False,2022-01-31 20:43:51.581515+00:00
001,LUF,LUF,442,,,L,False,2022-01-31 20:43:51.581515+00:00
050,LUF,LUF,442,,,L,False,2022-01-31 20:43:51.581515+00:00
100,LUF,LUF,442,,,L,False,2022-01-31 20:43:51.581515+00:00
200,LUF,LUF,442,,,L,False,2022-01-31 20:43:51.581515+00:00
250,LUF,LUF,442,,,L,False,2022-01-31 20:43:51.581515+00:00
000,LVL,LVL,428,,,L,False,2022-01-31 20:43:51.581515+00:00
001,LVL,LVL,428,,,L,False,2022-01-31 20:43:51.581515+00:00
050,LVL,LVL,428,,,L,False,2022-01-31 20:43:51.581515+00:00
100,LVL,LVL,428,,,L,False,2022-01-31 20:43:51.581515+00:00
200,LVL,LVL,428,,,L,False,2022-01-31 20:43:51.581515+00:00
250,LVL,LVL,428,,,L,False,2022-01-31 20:43:51.581515+00:00
000,LYD,LYD,434,,,L,False,2022-01-31 20:43:51.581515+00:00
001,LYD,LYD,434,,,L,False,2022-01-31 20:43:51.581515+00:00
050,LYD,LYD,434,,,L,False,2022-01-31 20:43:51.581515+00:00
100,LYD,LYD,434,,,L,False,2022-01-31 20:43:51.581515+00:00
200,LYD,LYD,434,,,L,False,2022-01-31 20:43:51.581515+00:00
250,LYD,LYD,434,,,L,False,2022-01-31 20:43:51.581515+00:00
000,MAD,MAD,504,,,L,False,2022-01-31 20:43:51.581515+00:00
001,MAD,MAD,504,,,L,False,2022-01-31 20:43:51.581515+00:00
050,MAD,MAD,504,,,L,False,2022-01-31 20:43:51.581515+00:00
100,MAD,MAD,504,,,L,False,2022-01-31 20:43:51.581515+00:00
200,MAD,MAD,504,,,L,False,2022-01-31 20:43:51.581515+00:00
250,MAD,MAD,504,,,L,False,2022-01-31 20:43:51.581515+00:00
000,MDL,MDL,498,,,L,False,2022-01-31 20:43:51.581515+00:00
001,MDL,MDL,498,,,L,False,2022-01-31 20:43:51.581515+00:00
050,MDL,MDL,498,,,L,False,2022-01-31 20:43:51.581515+00:00
100,MDL,MDL,498,,,L,False,2022-01-31 20:43:51.581515+00:00
200,MDL,MDL,498,,,L,False,2022-01-31 20:43:51.581515+00:00
250,MDL,MDL,498,,,L,False,2022-01-31 20:43:51.581515+00:00
000,MGA,MGA,969,,,L,False,2022-01-31 20:43:51.581515+00:00
001,MGA,MGA,969,,,L,False,2022-01-31 20:43:51.581515+00:00
050,MGA,MGA,969,,,L,False,2022-01-31 20:43:51.581515+00:00
100,MGA,MGA,969,,,L,False,2022-01-31 20:43:51.581515+00:00
200,MGA,MGA,969,,,L,False,2022-01-31 20:43:51.581515+00:00
250,MGA,MGA,969,,,L,False,2022-01-31 20:43:51.581515+00:00
000,MGF,MGF,450,,,L,False,2022-01-31 20:43:51.581515+00:00
001,MGF,MGF,450,,,L,False,2022-01-31 20:43:51.581515+00:00
050,MGF,MGF,450,,,L,False,2022-01-31 20:43:51.581515+00:00
100,MGF,MGF,450,,,L,False,2022-01-31 20:43:51.581515+00:00
200,MGF,MGF,450,,,L,False,2022-01-31 20:43:51.581515+00:00
250,MGF,MGF,450,,,L,False,2022-01-31 20:43:51.581515+00:00
000,MKD,MKD,807,,,L,False,2022-01-31 20:43:51.581515+00:00
001,MKD,MKD,807,,,L,False,2022-01-31 20:43:51.581515+00:00
050,MKD,MKD,807,,,L,False,2022-01-31 20:43:51.581515+00:00
100,MKD,MKD,807,,,L,False,2022-01-31 20:43:51.581515+00:00
200,MKD,MKD,807,,,L,False,2022-01-31 20:43:51.581515+00:00
250,MKD,MKD,807,,,L,False,2022-01-31 20:43:51.581515+00:00
000,MMK,MMK,104,,,L,False,2022-01-31 20:43:51.581515+00:00
001,MMK,MMK,104,,,L,False,2022-01-31 20:43:51.581515+00:00
050,MMK,MMK,104,,,L,False,2022-01-31 20:43:51.581515+00:00
100,MMK,MMK,104,,,L,False,2022-01-31 20:43:51.581515+00:00
200,MMK,MMK,104,,,L,False,2022-01-31 20:43:51.581515+00:00
250,MMK,MMK,104,,,L,False,2022-01-31 20:43:51.581515+00:00
000,MNT,MNT,496,,,L,False,2022-01-31 20:43:51.581515+00:00
001,MNT,MNT,496,,,L,False,2022-01-31 20:43:51.581515+00:00
050,MNT,MNT,496,,,L,False,2022-01-31 20:43:51.581515+00:00
100,MNT,MNT,496,,,L,False,2022-01-31 20:43:51.581515+00:00
200,MNT,MNT,496,,,L,False,2022-01-31 20:43:51.581515+00:00
250,MNT,MNT,496,,,L,False,2022-01-31 20:43:51.581515+00:00
000,MOP,MOP,446,,,L,False,2022-01-31 20:43:51.581515+00:00
001,MOP,MOP,446,,,L,False,2022-01-31 20:43:51.581515+00:00
050,MOP,MOP,446,,,L,False,2022-01-31 20:43:51.581515+00:00
100,MOP,MOP,446,,,L,False,2022-01-31 20:43:51.581515+00:00
200,MOP,MOP,446,,,L,False,2022-01-31 20:43:51.581515+00:00
250,MOP,MOP,446,,,L,False,2022-01-31 20:43:51.581515+00:00
000,MRO,MRO,478,,,L,False,2022-01-31 20:43:51.581515+00:00
001,MRO,MRO,478,,,L,False,2022-01-31 20:43:51.581515+00:00
050,MRO,MRO,478,,,L,False,2022-01-31 20:43:51.581515+00:00
100,MRO,MRO,478,,,L,False,2022-01-31 20:43:51.581515+00:00
200,MRO,MRO,478,,,L,False,2022-01-31 20:43:51.581515+00:00
250,MRO,MRO,478,,,L,False,2022-01-31 20:43:51.581515+00:00
000,MTL,MTL,470,,,L,False,2022-01-31 20:43:51.581515+00:00
001,MTL,MTL,470,,,L,False,2022-01-31 20:43:51.581515+00:00
050,MTL,MTL,470,,,L,False,2022-01-31 20:43:51.581515+00:00
100,MTL,MTL,470,,,L,False,2022-01-31 20:43:51.581515+00:00
200,MTL,MTL,470,,,L,False,2022-01-31 20:43:51.581515+00:00
250,MTL,MTL,470,,,L,False,2022-01-31 20:43:51.581515+00:00
000,MUR,MUR,480,,,L,False,2022-01-31 20:43:51.581515+00:00
001,MUR,MUR,480,,,L,False,2022-01-31 20:43:51.581515+00:00
050,MUR,MUR,480,,,L,False,2022-01-31 20:43:51.581515+00:00
100,MUR,MUR,480,,,L,False,2022-01-31 20:43:51.581515+00:00
200,MUR,MUR,480,,,L,False,2022-01-31 20:43:51.581515+00:00
250,MUR,MUR,480,,,L,False,2022-01-31 20:43:51.581515+00:00
000,MVR,MVR,462,,,L,False,2022-01-31 20:43:51.581515+00:00
001,MVR,MVR,462,,,L,False,2022-01-31 20:43:51.581515+00:00
050,MVR,MVR,462,,,L,False,2022-01-31 20:43:51.581515+00:00
100,MVR,MVR,462,,,L,False,2022-01-31 20:43:51.581515+00:00
200,MVR,MVR,462,,,L,False,2022-01-31 20:43:51.581515+00:00
250,MVR,MVR,462,,,L,False,2022-01-31 20:43:51.581515+00:00
000,MWK,MWK,454,,,L,False,2022-01-31 20:43:51.581515+00:00
001,MWK,MWK,454,,,L,False,2022-01-31 20:43:51.581515+00:00
050,MWK,MWK,454,,,L,False,2022-01-31 20:43:51.581515+00:00
100,MWK,MWK,454,,,L,False,2022-01-31 20:43:51.581515+00:00
200,MWK,MWK,454,,,L,False,2022-01-31 20:43:51.581515+00:00
250,MWK,MWK,454,,,L,False,2022-01-31 20:43:51.581515+00:00
000,MXN,MXN,484,,,L,False,2022-01-31 20:43:51.581515+00:00
001,MXN,MXN,484,,,L,False,2022-01-31 20:43:51.581515+00:00
050,MXN,MXN,484,,,L,False,2022-01-31 20:43:51.581515+00:00
100,MXN,MXN,484,,,L,False,2022-01-31 20:43:51.581515+00:00
200,MXN,MXN,484,,,L,False,2022-01-31 20:43:51.581515+00:00
250,MXN,MXN,484,,,L,False,2022-01-31 20:43:51.581515+00:00
000,MYR,MYR,458,,,L,False,2022-01-31 20:43:51.581515+00:00
001,MYR,MYR,458,,,L,False,2022-01-31 20:43:51.581515+00:00
050,MYR,MYR,458,,,L,False,2022-01-31 20:43:51.581515+00:00
100,MYR,MYR,458,,,L,False,2022-01-31 20:43:51.581515+00:00
200,MYR,MYR,458,,,L,False,2022-01-31 20:43:51.581515+00:00
250,MYR,MYR,458,,,L,False,2022-01-31 20:43:51.581515+00:00
000,MZM,MZM,508,,,L,False,2022-01-31 20:43:51.581515+00:00
001,MZM,MZM,508,,,L,False,2022-01-31 20:43:51.581515+00:00
050,MZM,MZM,508,,,L,False,2022-01-31 20:43:51.581515+00:00
100,MZM,MZM,508,,,L,False,2022-01-31 20:43:51.581515+00:00
200,MZM,MZM,508,,,L,False,2022-01-31 20:43:51.581515+00:00
250,MZM,MZM,508,,,L,False,2022-01-31 20:43:51.581515+00:00
000,MZN,MZN,943,,,L,False,2022-01-31 20:43:51.581515+00:00
001,MZN,MZN,943,,,L,False,2022-01-31 20:43:51.581515+00:00
