mandt,mtart,mtref,mbref,flref,numki,numke,envop,bsext,bsint,pstat,kkref,vprsv,kzvpr,vmtpo,ekalr,kzgrp,kzkfg,begru,kzprc,kzpip,prdru,aranz,wmakg,izust,ardel,kzmpn,mstae,cchis,ctype,class,chneu,vtype,vnumki,vnumke,kzrac,operation_flag,is_deleted,recordstamp
100,VKHM,HAWA,HAWA,VKHM,01,02,X,2,2,BCDEGKLPQSVXZ,0005,V,,NORM,,,,,,,,,5,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
200,VKHM,HAWA,HAWA,VKHM,01,02,X,2,2,BCDEGKLPQSVXZ,0005,V,,NORM,,,,,,,,,5,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
250,VKHM,HAWA,HAWA,VKHM,01,02,X,2,2,BCDEGKLPQSVXZ,0005,V,,NORM,,,,,,,,,5,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
100,VKHM,HAWA,HAWA,VKHM,01,02,X,2,2,BCDEGKLPQSVXZ,0005,V,,NORM,,,,,,,,,5,,,,,,,,,,,,,I,False,2022-04-21 15:05:52.638512+00:00
000,VOLL,HAWA,ROH,HAWA,01,02,,2,0,BCDEKLPQSVXZ,0005,V,,VOLL,,,,,,,,,,,0005,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
001,VOLL,HAWA,ROH,HAWA,01,02,,2,0,BCDEKLPQSVXZ,0005,V,,VOLL,,,,,,,,,,,0005,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
050,VOLL,HAWA,ROH,HAWA,01,02,,2,0,BCDEKLPQSVXZ,0005,V,,VOLL,,,,,,,,,,,0005,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
100,VOLL,HAWA,ROH,HAWA,01,02,,2,0,BCDEKLPQSVXZ,0005,V,,VOLL,,,,,,,,,,,0005,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
200,VOLL,HAWA,ROH,HAWA,01,02,,2,0,BCDEKLPQSVXZ,0005,V,,VOLL,,,,,,,,,,,0005,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
250,VOLL,HAWA,ROH,HAWA,01,02,,2,0,BCDEKLPQSVXZ,0005,V,,VOLL,,,,,,,,,,,0005,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
100,VOLL,HAWA,ROH,HAWA,01,02,,2,0,BCDEKLPQSVXZ,0005,V,,VOLL,,,,,,,,,,,0005,,,,,,,,,,,I,False,2022-04-21 15:05:52.638512+00:00
800,AEM,HAWA,ROH,HAWA,01,02,X,2,0,BCDEGKLPQSVXZ,0005,V,,ZMUS,,,,,,,,,,,0000,,,,,,,,,,,L,False,2021-08-06 04:11:14.351318+00:00
800,HAWA,HAWA,ROH,HAWA,01,02,X,2,0,BCDEGKLPQSVXZ,0005,V,,NORM,,,,,,,,,,,0000,,,,,,,,,,,L,False,2021-08-06 04:11:14.351318+00:00
800,PLAN,HAWA,PLAN,HAWA,01,02,,0,0,CEKV,0005,V,,NORM,,,,,,,,,,,0000,,,,,,,,,,,L,False,2021-08-06 04:11:14.351318+00:00
800,VOLL,HAWA,ROH,HAWA,01,02,,2,0,BCDEKLPQSVXZ,0005,V,,VOLL,,,,,,,,,,,0005,,,,,,,,,,,L,False,2021-08-06 04:11:14.351318+00:00
800,VKHM,HAWA,HAWA,VKHM,,,X,2,2,BCDEGKLPQSVXZ,0005,V,,NORM,,,,,,,,,5,,0000,,,,,,,,,,,L,False,2021-08-06 04:11:14.351318+00:00
800,COUP,HAWA,COUP,WERB,01,02,X,0,0,KQSVXZ,0005,V,,NORM,,,,0002,,,,X,6,,0010,,,,,,,,,,,L,False,2021-08-06 04:11:14.351318+00:00
000,WERB,UNBW,ROH,WERB,01,02,X,2,0,BCDEKLPQSVXZ,0005,V,,NORM,,,,,,,,,3,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
001,WERB,UNBW,ROH,WERB,01,02,X,2,0,BCDEKLPQSVXZ,0005,V,,NORM,,,,,,,,,3,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
050,WERB,UNBW,ROH,WERB,01,02,X,2,0,BCDEKLPQSVXZ,0005,V,,NORM,,,,,,,,,3,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
100,WERB,UNBW,ROH,WERB,01,02,X,2,0,BCDEKLPQSVXZ,0005,V,,NORM,,,,,,,,,3,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
200,WERB,UNBW,ROH,WERB,01,02,X,2,0,BCDEKLPQSVXZ,0005,V,,NORM,,,,,,,,,3,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
250,WERB,UNBW,ROH,WERB,01,02,X,2,0,BCDEKLPQSVXZ,0005,V,,NORM,,,,,,,,,3,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
100,WERB,UNBW,ROH,WERB,01,02,X,2,0,BCDEKLPQSVXZ,0005,V,,NORM,,,,,,,,,3,,,,,,,,,,,,,I,False,2022-04-21 15:05:52.638512+00:00
800,WERB,UNBW,ROH,WERB,,,X,2,0,BCDEKLPQSVXZ,0005,V,,NORM,,,,,,,,,3,,0000,,,,,,,,,,,L,False,2021-08-06 04:11:14.351318+00:00
000,CH00,DIEN,ROH,DIEN,01,02,,0,0,KV,0006,S,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
001,CH00,DIEN,ROH,DIEN,01,02,,0,0,KV,0006,S,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
050,CH00,DIEN,ROH,DIEN,01,02,,0,0,KV,0006,S,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
100,CH00,DIEN,ROH,DIEN,01,02,,0,0,KV,0006,S,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
200,CH00,DIEN,ROH,DIEN,01,02,,0,0,KV,0006,S,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
250,CH00,DIEN,ROH,DIEN,01,02,,0,0,KV,0006,S,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
100,CH00,DIEN,ROH,DIEN,01,02,,0,0,KV,0006,S,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:52.638512+00:00
000,DIEN,DIEN,ROH,DIEN,01,02,,2,0,BDEKV,0006,S,,LEIS,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
001,DIEN,DIEN,ROH,DIEN,01,02,,2,0,BDEKV,0006,S,,LEIS,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
050,DIEN,DIEN,ROH,DIEN,01,02,,2,0,BDEKV,0006,S,,LEIS,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
100,DIEN,DIEN,ROH,DIEN,01,02,,2,0,BDEKV,0006,S,,LEIS,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
200,DIEN,DIEN,ROH,DIEN,01,02,,2,0,BDEKV,0006,S,,LEIS,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
250,DIEN,DIEN,ROH,DIEN,01,02,,2,0,BDEKV,0006,S,,LEIS,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
100,DIEN,DIEN,ROH,DIEN,01,02,,2,0,BDEKV,0006,S,,LEIS,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:52.638512+00:00
800,XLMT,DIEN,ROH,DIEN,01,02,,2,0,BDEKV,0006,S,,LEIS,,,,,,,,,,,0000,,,,,,,,,,,L,False,2021-08-06 04:11:14.351318+00:00
800,ZIEN,DIEN,ROH,FERT,01,02,,2,0,BCDEGKLV,0006,S,,ZEIS,,,,,,,,,,,0000,,,,,,,,,,,L,False,2021-08-06 04:11:14.351318+00:00
800,DIEN,DIEN,ROH,DIEN,01,02,,2,0,BCDEGKV,0006,S,,LEIS,,,,,,,,,,,0000,,,,,,,,,,,L,False,2021-08-06 04:11:14.351318+00:00
800,CH00,DIEN,ROH,DIEN,01,02,,0,0,KV,0006,S,,,,,,,,,,,,,0000,,,,,,,,,,,L,False,2021-08-06 04:11:14.351318+00:00
000,ABF,HALB,ROH,HALB,01,02,,2,2,CEGKLPQSVXZ,0007,S,X,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
001,ABF,HALB,ROH,HALB,01,02,,2,2,CEGKLPQSVXZ,0007,S,X,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
050,ABF,HALB,ROH,HALB,01,02,,2,2,CEGKLPQSVXZ,0007,S,X,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
100,ABF,HALB,ROH,HALB,01,02,,2,2,CEGKLPQSVXZ,0007,S,X,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
200,ABF,HALB,ROH,HALB,01,02,,2,2,CEGKLPQSVXZ,0007,S,X,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
250,ABF,HALB,ROH,HALB,01,02,,2,2,CEGKLPQSVXZ,0007,S,X,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
100,ABF,HALB,ROH,HALB,01,02,,2,2,CEGKLPQSVXZ,0007,S,X,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:52.638512+00:00
800,ABF,HALB,ROH,HALB,01,02,,2,2,CEGKLPQSVXZ,0007,S,X,,,,,,,,,,,,0000,,,,,,,,,,,L,False,2021-08-06 04:11:14.351318+00:00
000,MPO,INTR,MPO,MPO,01,02,,0,2,BCKVX,0007,S,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
001,MPO,INTR,MPO,MPO,01,02,,0,2,BCKVX,0007,S,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
050,MPO,INTR,MPO,MPO,01,02,,0,2,BCKVX,0007,S,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
100,MPO,INTR,MPO,MPO,01,02,,0,2,BCKVX,0007,S,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
200,MPO,INTR,MPO,MPO,01,02,,0,2,BCKVX,0007,S,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
250,MPO,INTR,MPO,MPO,01,02,,0,2,BCKVX,0007,S,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
100,MPO,INTR,MPO,MPO,01,02,,0,2,BCKVX,0007,S,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:52.638512+00:00
800,MPO,INTR,MPO,MPO,01,02,,0,2,BCKVX,0007,S,,,,,,,,,,,,,0000,,,,,,,,,,,L,False,2021-08-06 04:11:14.351318+00:00
000,UNBW,UNBW,ROH,ROH,01,02,,2,2,DEKLPQSXZ,0007,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
001,UNBW,UNBW,ROH,ROH,01,02,,2,2,DEKLPQSXZ,0007,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
050,UNBW,UNBW,ROH,ROH,01,02,,2,2,DEKLPQSXZ,0007,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
100,UNBW,UNBW,ROH,ROH,01,02,,2,2,DEKLPQSXZ,0007,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
200,UNBW,UNBW,ROH,ROH,01,02,,2,2,DEKLPQSXZ,0007,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
250,UNBW,UNBW,ROH,ROH,01,02,,2,2,DEKLPQSXZ,0007,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
100,UNBW,UNBW,ROH,ROH,01,02,,2,2,DEKLPQSXZ,0007,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:52.638512+00:00
800,UNBW,UNBW,ROH,ROH,01,02,X,2,2,DEFKLPQSXZ,0007,,,,,,,,,,,,,,0000,,,,,,,,,,,L,False,2021-08-06 04:11:14.351318+00:00
000,PROD,FERT,ROH,FERT,01,02,X,1,1,ADG,0008,,,,,1,,,,,,,,,0005,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
001,PROD,FERT,ROH,FERT,01,02,X,1,1,ADG,0008,,,,,1,,,,,,,,,0005,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
050,PROD,FERT,ROH,FERT,01,02,X,1,1,ADG,0008,,,,,1,,,,,,,,,0005,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
100,PROD,FERT,ROH,FERT,01,02,X,1,1,ADG,0008,,,,,1,,,,,,,,,0005,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
200,PROD,FERT,ROH,FERT,01,02,X,1,1,ADG,0008,,,,,1,,,,,,,,,0005,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
250,PROD,FERT,ROH,FERT,01,02,X,1,1,ADG,0008,,,,,1,,,,,,,,,0005,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
100,PROD,FERT,ROH,FERT,01,02,X,1,1,ADG,0008,,,,,1,,,,,,,,,0005,,,,,,,,,,,I,False,2022-04-21 15:05:52.638512+00:00
800,PROD,FERT,ROH,FERT,01,02,X,1,1,D,0008,,,,,1,,,,,,,,,0000,,,,,,,,,,,L,False,2021-08-06 04:11:14.351318+00:00
000,FHMI,FHMI,ROH,HALB,01,02,,2,2,ABCDEFKLPSXZ,0008,S,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
001,FHMI,FHMI,ROH,HALB,01,02,,2,2,ABCDEFKLPSXZ,0008,S,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
050,FHMI,FHMI,ROH,HALB,01,02,,2,2,ABCDEFKLPSXZ,0008,S,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
100,FHMI,FHMI,ROH,HALB,01,02,,2,2,ABCDEFKLPSXZ,0008,S,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
200,FHMI,FHMI,ROH,HALB,01,02,,2,2,ABCDEFKLPSXZ,0008,S,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
250,FHMI,FHMI,ROH,HALB,01,02,,2,2,ABCDEFKLPSXZ,0008,S,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
100,FHMI,FHMI,ROH,HALB,01,02,,2,2,ABCDEFKLPSXZ,0008,S,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:52.638512+00:00
800,FHMI,FHMI,ROH,HALB,01,02,X,2,2,ABCDEFKLPQSXZ,0008,S,,,,,,,,,,,,,0000,,,,,,,,,,,L,False,2021-08-06 04:11:14.351318+00:00
000,HALB,HALB,ROH,HALB,01,02,,2,2,ABCDEGKLPQSVXZ,0008,S,,,X,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
001,HALB,HALB,ROH,HALB,01,02,,2,2,ABCDEGKLPQSVXZ,0008,S,,,X,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
050,HALB,HALB,ROH,HALB,01,02,,2,2,ABCDEGKLPQSVXZ,0008,S,,,X,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
100,HALB,HALB,ROH,HALB,01,02,,2,2,ABCDEGKLPQSVXZ,0008,S,,,X,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
200,HALB,HALB,ROH,HALB,01,02,,2,2,ABCDEGKLPQSVXZ,0008,S,,,X,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
250,HALB,HALB,ROH,HALB,01,02,,2,2,ABCDEGKLPQSVXZ,0008,S,,,X,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
100,HALB,HALB,ROH,HALB,01,02,,2,2,ABCDEGKLPQSVXZ,0008,S,,,X,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:52.638512+00:00
800,DOCU,HALB,ROH,HALB,01,02,X,2,2,ABCDEFGKLPQSVXZ,0008,S,,,X,,,,,,,,,,0000,,,,,,,,,,,L,False,2021-08-06 04:11:14.351318+00:00
800,HALB,HALB,ROH,HALB,01,02,,2,2,ABCDEFGKLPQSVXZ,0008,S,,,X,,,,,,,,,,0000,,,,,,,,,,,L,False,2021-08-06 04:11:14.351318+00:00
000,KMAT,KMAT,ROH,KMAT,01,02,,0,2,ACDGKQV,0008,S,,0002,,,X,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
001,KMAT,KMAT,ROH,KMAT,01,02,,0,2,ACDGKQV,0008,S,,0002,,,X,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
050,KMAT,KMAT,ROH,KMAT,01,02,,0,2,ACDGKQV,0008,S,,0002,,,X,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
100,KMAT,KMAT,ROH,KMAT,01,02,,0,2,ACDGKQV,0008,S,,0002,,,X,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
200,KMAT,KMAT,ROH,KMAT,01,02,,0,2,ACDGKQV,0008,S,,0002,,,X,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
250,KMAT,KMAT,ROH,KMAT,01,02,,0,2,ACDGKQV,0008,S,,0002,,,X,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
100,KMAT,KMAT,ROH,KMAT,01,02,,0,2,ACDGKQV,0008,S,,0002,,,X,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:52.638512+00:00
800,YCON,KMAT,ROH,YCON,,,X,2,2,ABCDEGKLQV,0008,S,,,,,,,,,,,,,0000,,,,,,,,,,,L,False,2021-08-06 04:11:14.351318+00:00
800,KMAT,KMAT,ROH,KMAT,01,02,X,0,2,ACDGKQV,0008,S,,0002,,,X,,,,,,,,0000,,,,,,,,,,,L,False,2021-08-06 04:11:14.351318+00:00
000,FERT,FERT,ROH,FERT,01,02,,1,2,ABCDGKLPQSVXZ,0009,S,,NORM,X,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
001,FERT,FERT,ROH,FERT,01,02,,1,2,ABCDGKLPQSVXZ,0009,S,,NORM,X,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
050,FERT,FERT,ROH,FERT,01,02,X,1,2,ABCDGKLPQSVXZ,0009,S,,NORM,X,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
100,FERT,FERT,ROH,FERT,01,02,,1,2,ABCDGKLPQSVXZ,0009,S,,NORM,X,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
200,FERT,FERT,ROH,FERT,01,02,X,1,2,ABCDGKLPQSVXZ,0009,S,,NORM,X,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
250,FERT,FERT,ROH,FERT,01,02,X,1,2,ABCDGKLPQSVXZ,0009,S,,NORM,X,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
100,FERT,FERT,ROH,FERT,01,02,X,1,2,ABCDGKLPQSVXZ,0009,S,,NORM,X,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:52.638512+00:00
800,ZMDG,FERT,ROH,FERT,01,02,X,1,2,ABCDEFGKLPQSVXZ,0009,S,,NORM,X,,,,,,,,,,0000,,,,,,,,,,,L,False,2021-08-06 04:11:14.351318+00:00
800,ZHTI,FERT,Z2,ZHTI,01,02,X,1,2,ABCDGKLQSVZ,0009,S,,NORM,X,,,,,,,,,,0000,,,,,,,,,,,L,False,2021-08-06 04:11:14.351318+00:00
800,ZPCT,FERT,ROH,FERT,01,02,X,1,2,BCDKV,0009,S,,NORM,,,,,,,,,,,0000,,,,,,,,,,,L,False,2021-08-06 04:11:14.351318+00:00
800,ZTTP,FERT,ZTTP,FERT,01,02,X,1,2,ABCDEFGKLPQSVXZ,0009,S,,NORM,X,,,,,,,,,,0000,,,,,,,,,,,L,False,2021-08-06 04:11:14.351318+00:00
800,FERT,FERT,ROH,FERT,01,02,X,1,2,ABCDEFGKLPQSVXZ,0009,S,,NORM,X,,,,,,,,,,0000,,,,,,,,,,,L,False,2021-08-06 04:11:14.351318+00:00
000,PROC,PROC,ROH,PROC,01,02,,0,2,ADGQ,0009,V,,,,,,,X,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
001,PROC,PROC,ROH,PROC,01,02,,0,2,ADGQ,0009,V,,,,,,,X,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
050,PROC,PROC,ROH,PROC,01,02,,0,2,ADGQ,0009,V,,,,,,,X,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
100,PROC,PROC,ROH,PROC,01,02,,0,2,ADGQ,0009,V,,,,,,,X,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
200,PROC,PROC,ROH,PROC,01,02,,0,2,ADGQ,0009,V,,,,,,,X,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
250,PROC,PROC,ROH,PROC,01,02,,0,2,ADGQ,0009,V,,,,,,,X,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
100,PROC,PROC,ROH,PROC,01,02,,0,2,ADGQ,0009,V,,,,,,,X,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:52.638512+00:00
800,PROC,PROC,ROH,PROC,01,02,,0,2,ADG,0009,V,,,X,,,,X,,,,,,0000,,,,,,,,,,,L,False,2021-08-06 04:11:14.351318+00:00
800,NLAG,NLAG,ROH,NLAG,01,02,,2,2,BDEKV,0010,S,,NLAG,,,,,,,,,,,0000,,,,,,,,,,,L,False,2021-08-06 04:11:14.351318+00:00
800,BLGA,VERP,ROH,ROH,01,02,,2,1,BDEKLSVXZ,0600,S,X,LEER,,,,,,,,,2,,0000,,,,,,,,,,,L,False,2021-08-06 04:11:14.351318+00:00
800,BLG,VERP,ROH,VERP,01,02,,2,1,BDEKLSVXZ,0700,S,X,LEER,,,,,,,,,2,,0000,,,,,,,,,,,L,False,2021-08-06 04:11:14.351318+00:00
000,FGTR,HAWA,ROH,HAWA,01,02,X,2,2,BCDEKLPQSVXZ,0005,V,X,NORM,,,,,,,X,X,,,0005,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
001,FGTR,HAWA,ROH,HAWA,01,02,X,2,2,BCDEKLPQSVXZ,0005,V,X,NORM,,,,,,,X,X,,,0005,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
050,FGTR,HAWA,ROH,HAWA,01,02,X,2,2,BCDEKLPQSVXZ,0005,V,X,NORM,,,,,,,X,X,,,0005,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
100,FGTR,HAWA,ROH,HAWA,01,02,X,2,2,BCDEKLPQSVXZ,0005,V,X,NORM,,,,,,,X,X,,,0005,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
200,FGTR,HAWA,ROH,HAWA,01,02,X,2,2,BCDEKLPQSVXZ,0005,V,X,NORM,,,,,,,X,X,,,0005,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
250,FGTR,HAWA,ROH,HAWA,01,02,X,2,2,BCDEKLPQSVXZ,0005,V,X,NORM,,,,,,,X,X,,,0005,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
100,FGTR,HAWA,ROH,HAWA,01,02,X,2,2,BCDEKLPQSVXZ,0005,V,X,NORM,,,,,,,X,X,,,0005,,,,,,,,,,,I,False,2022-04-21 15:05:52.638512+00:00
000,FOOD,HAWA,ROH,HAWA,01,02,X,2,2,BCDEKLPQSVXZ,0005,V,X,NORM,,,,,,,X,X,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
001,FOOD,HAWA,ROH,HAWA,01,02,X,2,2,BCDEKLPQSVXZ,0005,V,X,NORM,,,,,,,X,X,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
050,FOOD,HAWA,ROH,HAWA,01,02,X,2,2,BCDEKLPQSVXZ,0005,V,X,NORM,,,,,,,X,X,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
100,FOOD,HAWA,ROH,HAWA,01,02,X,2,2,BCDEKLPQSVXZ,0005,V,X,NORM,,,,,,,X,X,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
200,FOOD,HAWA,ROH,HAWA,01,02,X,2,2,BCDEKLPQSVXZ,0005,V,X,NORM,,,,,,,X,X,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
250,FOOD,HAWA,ROH,HAWA,01,02,X,2,2,BCDEKLPQSVXZ,0005,V,X,NORM,,,,,,,X,X,,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
100,FOOD,HAWA,ROH,HAWA,01,02,X,2,2,BCDEKLPQSVXZ,0005,V,X,NORM,,,,,,,X,X,,,,,,,,,,,,,,I,False,2022-04-21 15:05:52.638512+00:00
000,FRIP,HAWA,ROH,HAWA,01,02,X,2,2,BCDEKLPQSVXZ,0005,V,X,NORM,,,,,,,X,X,4,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
001,FRIP,HAWA,ROH,HAWA,01,02,X,2,2,BCDEKLPQSVXZ,0005,V,X,NORM,,,,,,,X,X,4,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
050,FRIP,HAWA,ROH,HAWA,01,02,X,2,2,BCDEKLPQSVXZ,0005,V,X,NORM,,,,,,,X,X,4,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
100,FRIP,HAWA,ROH,HAWA,01,02,X,2,2,BCDEKLPQSVXZ,0005,V,X,NORM,,,,,,,X,X,4,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
200,FRIP,HAWA,ROH,HAWA,01,02,X,2,2,BCDEKLPQSVXZ,0005,V,X,NORM,,,,,,,X,X,4,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
250,FRIP,HAWA,ROH,HAWA,01,02,X,2,2,BCDEKLPQSVXZ,0005,V,X,NORM,,,,,,,X,X,4,,,,,,,,,,,,,L,False,2022-01-31 20:43:47.910449+00:00
100,FRIP,HAWA,ROH,HAWA,01,02,X,2,2,BCDEKLPQSVXZ,0005,V,X,NORM,,,,,,,X,X,4,,,,,,,,,,,,,I,False,2022-04-21 15:05:52.638512+00:00
