mandt,matkl,spart,lref3,wwgda,wwgpa,abtnr,begru,gewei,j_1bnbm,bklas,ekwsl,anlkl,def_schdsc,price_group,operation_flag,is_deleted,recordstamp
800,02010,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,ZTEL3,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,CM0101,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,ZWN4,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,00215,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,002502,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,MIC007,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,24111511,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,900,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,01401,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,ZCHEM03,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,001,,,,,,,,NCM02,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,401,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,XLCL,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,ZT16,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,00202,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,01403,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,IPD01,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,24112507,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,24141600,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,019,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,XLVL,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,ZT20,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,00102,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,01005,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,ZTEL2,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,25172200,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,25173800,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,010,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,403,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,ZT02,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,ZT23,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,00120,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,00213,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,ZTEL1,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,0020010,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,24120000,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,24141400,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,007131000,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,ZT13,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,01610,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,02009,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,001202,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,25173000,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,ZRAIL_MAT,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,Z001,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,ZWN1,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,00804,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,01203,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,02011,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,24111500,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,24122004,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,25171500,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,25173100,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,00104,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,00720,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,00801,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,007OUT,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,MIC002,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,015,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,0025,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,00601,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,00603,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,01003,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,24112506,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,ZT10,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,ZT15,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,00217,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,FIOMRP5,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,07_01_04,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,OM03,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,ZT11,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,00205,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,00715,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,24121801,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,XLEC,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,ZT03,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,ZT22,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,00211,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,01202,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,02004,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,02008,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,MIC009,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,25172000,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,007210000,,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,94000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,78000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,49000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,71000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,90000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,91000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,73000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,12000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,47000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,93000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,70000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,40000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,11000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,76000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,14000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,53000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,30000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,51000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,50000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,13000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,86000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,77000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,27000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,26000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,44000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,21000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,41000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,23000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,81000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,32000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,39000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,92000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,80000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,42000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,45000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,22000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,48000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,31000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,83000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,56000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,54000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,60000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,72000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,82000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,15000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,46000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,52000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,55000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,84000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,20000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,43000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,85000000,,,,,,U,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,004,,,,,,WWW,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,0201,,,,,,SD01,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,00208,,,,,,WWMM,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,014,,,,,,WWMM,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,00207,,,,,,WWMM,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,040,,,,,,WWMM,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,00706,,,,,,,,,3200,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,00712,,,,,,,,,3200,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,007,,,,,,,,ISS_0001,3200,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,00701,,,,,,,,,3200,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,00703,,,,,,,,,3200,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,00700,,,,,,,,,3200,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,0070101,,,,,,,,,3200,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,00704,,,,,,,,,3200,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,00710,,,,,,,,,3200,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,00711,,,,,,,,,3200,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,00702,,,,,,,,,3200,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,00705,,,,,,,,,3200,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,R1231,,,RV1231,R1231,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,R1232,,,RV1232,R1232,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,02001,,,,,,,,,,,00003100,,,I,False,2021-03-31 05:00:41.125532+00:00
800,002,,,,,,,,NCM02,,,00003200,,,I,False,2021-03-31 05:00:41.125532+00:00
800,012,,,,,,,,,,,00003200,,,I,False,2021-03-31 05:00:41.125532+00:00
800,00103,,,,,,,,,,,00003200,,,I,False,2021-03-31 05:00:41.125532+00:00
800,CAPS,00,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,SCM520,00,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,DETERGENT,00,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,BOTTLES,00,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,LO520,00,,,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,R1111,R1,,RV1111,R1111,R001,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,R1112,R1,,RV1112,R1112,R002,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,R1113,R1,,RV1113,R1113,R001,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,R1114,R1,,RV1114,R1114,R001,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,R1121,R1,,RV1121,R1121,R001,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,R1122,R1,,RV1122,R1122,R001,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,R1131,R1,,RV1131,R1131,R008,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,R1132,R1,,RV1132,R1132,R007,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,R1133,R1,,RV1133,R1133,R003,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,R1134,R1,,RV1134,R1134,R006,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,R1141,R1,,RV1141,R1141,R004,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,R1142,R1,,RV1142,R1142,R005,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,R1211,R1,,RV1211,R1211,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,R1221,R1,,RV1221,R1221,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,R1222,R1,,RV1222,R1222,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
800,R1233,R1,,RV1233,,,,,,,,,,,I,False,2021-03-31 05:00:41.125532+00:00
