mandt,spras,prodh,vtext,operation_flag,is_deleted,recordstamp
800,1,0012000110,电梯配件,I,False,2021-04-15 22:50:37.438694+00:00
800,G,0012000110,Elevator components,I,False,2021-04-15 22:50:37.438694+00:00
800,D,0012000110,Aufzugskomponenten,I,False,2021-04-15 22:50:37.438694+00:00
800,R,0012000110,Компоненты лифта,I,False,2021-04-15 22:50:37.438694+00:00
800,W,0012000110,Elevator components,I,False,2021-04-15 22:50:37.438694+00:00
800,6,0012000110,Elevator components,I,False,2021-04-15 22:50:37.438694+00:00
800,3,0012000110,Elevator components,I,False,2021-04-15 22:50:37.438694+00:00
800,P,0012000110,Componentes elevador,I,False,2021-04-15 22:50:37.438694+00:00
800,Z,0012000110,Elevator components,I,False,2021-04-15 22:50:37.438694+00:00
800,d,0012000110,Elevator components,I,False,2021-04-15 22:50:37.438694+00:00
800,E,0012000110,Elevator components,I,False,2021-04-15 22:50:37.438694+00:00
800,S,0012000110,Componentes ascensor,I,False,2021-04-15 22:50:37.438694+00:00
800,F,0012000110,Comp. d'ascensseur,I,False,2021-04-15 22:50:37.438694+00:00
800,4,0012000110,Elevator components,I,False,2021-04-15 22:50:37.438694+00:00
800,5,0012000110,Elevator components,I,False,2021-04-15 22:50:37.438694+00:00
800,S,0012500100,PC,I,False,2021-04-15 22:50:37.438694+00:00
800,G,0012500100,PC,I,False,2021-04-15 22:50:37.438694+00:00
800,D,0012500100,PC,I,False,2021-04-15 22:50:37.438694+00:00
800,R,0012500100,МП,I,False,2021-04-15 22:50:37.438694+00:00
800,5,0012500100,PC,I,False,2021-04-15 22:50:37.438694+00:00
800,E,0012500100,PC,I,False,2021-04-15 22:50:37.438694+00:00
800,3,0012500100,PC,I,False,2021-04-15 22:50:37.438694+00:00
800,P,0012500100,PC,I,False,2021-04-15 22:50:37.438694+00:00
800,Z,0012500100,PC,I,False,2021-04-15 22:50:37.438694+00:00
800,1,0012500100,组 001,I,False,2021-04-15 22:50:37.438694+00:00
800,d,0012500100,PC,I,False,2021-04-15 22:50:37.438694+00:00
800,F,0012500100,PC,I,False,2021-04-15 22:50:37.438694+00:00
800,J,0012500100,グループ 001,I,False,2021-04-15 22:50:37.438694+00:00
800,W,0012500100,PC,I,False,2021-04-15 22:50:37.438694+00:00
800,6,0012500100,PC,I,False,2021-04-15 22:50:37.438694+00:00
800,4,0012500100,PC,I,False,2021-04-15 22:50:37.438694+00:00
800,d,0012500105,Work station,I,False,2021-04-15 22:50:37.438694+00:00
800,6,0012500105,Work station,I,False,2021-04-15 22:50:37.438694+00:00
800,1,0012500105,工作站,I,False,2021-04-15 22:50:37.438694+00:00
800,S,0012500105,Estac.trabajo,I,False,2021-04-15 22:50:37.438694+00:00
800,P,0012500105,Estação trab.,I,False,2021-04-15 22:50:37.438694+00:00
800,G,0012500105,Work station,I,False,2021-04-15 22:50:37.438694+00:00
800,D,0012500105,Workstation,I,False,2021-04-15 22:50:37.438694+00:00
800,E,0012500105,Work station,I,False,2021-04-15 22:50:37.438694+00:00
800,J,0012500105,Work Station,I,False,2021-04-15 22:50:37.438694+00:00
800,F,0012500105,Workstation,I,False,2021-04-15 22:50:37.438694+00:00
800,5,0012500105,Work station,I,False,2021-04-15 22:50:37.438694+00:00
800,W,0012500105,Work station,I,False,2021-04-15 22:50:37.438694+00:00
800,3,0012500105,Work station,I,False,2021-04-15 22:50:37.438694+00:00
800,4,0012500105,Work station,I,False,2021-04-15 22:50:37.438694+00:00
800,Z,0012500105,Work station,I,False,2021-04-15 22:50:37.438694+00:00
800,R,0012500105,Рабочая станция,I,False,2021-04-15 22:50:37.438694+00:00
800,d,0012500110,Networks,I,False,2021-04-15 22:50:37.438694+00:00
800,P,0012500110,Rede de computadores,I,False,2021-04-15 22:50:37.438694+00:00
800,4,0012500110,Networks,I,False,2021-04-15 22:50:37.438694+00:00
800,W,0012500110,Networks,I,False,2021-04-15 22:50:37.438694+00:00
800,1,0012500110,网络,I,False,2021-04-15 22:50:37.438694+00:00
800,G,0012500110,Networks,I,False,2021-04-15 22:50:37.438694+00:00
800,D,0012500110,Rechnernetz,I,False,2021-04-15 22:50:37.438694+00:00
800,F,0012500110,Réseau,I,False,2021-04-15 22:50:37.438694+00:00
800,J,0012500110,ネットワーク,I,False,2021-04-15 22:50:37.438694+00:00
800,Z,0012500110,Networks,I,False,2021-04-15 22:50:37.438694+00:00
800,6,0012500110,Networks,I,False,2021-04-15 22:50:37.438694+00:00
800,R,0012500110,Компьютерная сеть,I,False,2021-04-15 22:50:37.438694+00:00
800,S,0012500110,Red de ordenadores,I,False,2021-04-15 22:50:37.438694+00:00
800,5,0012500110,Networks,I,False,2021-04-15 22:50:37.438694+00:00
800,3,0012500110,Networks,I,False,2021-04-15 22:50:37.438694+00:00
800,E,0012500110,Networks,I,False,2021-04-15 22:50:37.438694+00:00
800,S,0012500115,Impresora,I,False,2021-04-15 22:50:37.438694+00:00
800,Z,0012500115,Printer,I,False,2021-04-15 22:50:37.438694+00:00
800,4,0012500115,Printer,I,False,2021-04-15 22:50:37.438694+00:00
800,3,0012500115,Printer,I,False,2021-04-15 22:50:37.438694+00:00
800,R,0012500115,Принтер,I,False,2021-04-15 22:50:37.438694+00:00
800,D,0012500115,Drucker,I,False,2021-04-15 22:50:37.438694+00:00
800,5,0012500115,Printer,I,False,2021-04-15 22:50:37.438694+00:00
800,W,0012500115,Printer,I,False,2021-04-15 22:50:37.438694+00:00
800,E,0012500115,Printer,I,False,2021-04-15 22:50:37.438694+00:00
800,P,0012500115,Impressora,I,False,2021-04-15 22:50:37.438694+00:00
800,J,0012500115,プリンタ,I,False,2021-04-15 22:50:37.438694+00:00
800,d,0012500115,Printer,I,False,2021-04-15 22:50:37.438694+00:00
800,F,0012500115,Imprimante,I,False,2021-04-15 22:50:37.438694+00:00
800,6,0012500115,Printer,I,False,2021-04-15 22:50:37.438694+00:00
800,1,0012500115,宝马 520d,I,False,2021-04-15 22:50:37.438694+00:00
800,G,0012500115,Printer,I,False,2021-04-15 22:50:37.438694+00:00
800,F,0012500120,Manuels,I,False,2021-04-15 22:50:37.438694+00:00
800,S,0012500120,Literatura,I,False,2021-04-15 22:50:37.438694+00:00
800,R,0012500120,Литература,I,False,2021-04-15 22:50:37.438694+00:00
800,1,0012500120,文学,I,False,2021-04-15 22:50:37.438694+00:00
800,D,0012500120,Literatur,I,False,2021-04-15 22:50:37.438694+00:00
800,J,0012500120,マニュアル,I,False,2021-04-15 22:50:37.438694+00:00
800,P,0012500120,Literatura,I,False,2021-04-15 22:50:37.438694+00:00
800,G,0013000100,Operating system,I,False,2021-04-15 22:50:37.438694+00:00
800,5,0013000100,Operating system,I,False,2021-04-15 22:50:37.438694+00:00
800,d,0013000100,Operating system,I,False,2021-04-15 22:50:37.438694+00:00
800,Z,0013000100,Operating system,I,False,2021-04-15 22:50:37.438694+00:00
800,J,0013000100,OS,I,False,2021-04-15 22:50:37.438694+00:00
800,6,0013000100,Operating system,I,False,2021-04-15 22:50:37.438694+00:00
800,3,0013000100,Operating system,I,False,2021-04-15 22:50:37.438694+00:00
800,W,0013000100,Operating system,I,False,2021-04-15 22:50:37.438694+00:00
800,S,0013000100,Sistema operativo,I,False,2021-04-15 22:50:37.438694+00:00
800,D,0013000100,Betriebssystem,I,False,2021-04-15 22:50:37.438694+00:00
800,4,0013000100,Operating system,I,False,2021-04-15 22:50:37.438694+00:00
800,1,0013000100,Operating system,I,False,2021-04-15 22:50:37.438694+00:00
800,R,0013000100,Операционная система,I,False,2021-04-15 22:50:37.438694+00:00
800,F,0013000100,Système d'exploit.,I,False,2021-04-15 22:50:37.438694+00:00
800,E,0013000100,Operating system,I,False,2021-04-15 22:50:37.438694+00:00
800,P,0013000100,Sistema de operação,I,False,2021-04-15 22:50:37.438694+00:00
800,Z,0013000105,Word processing,I,False,2021-04-15 22:50:37.438694+00:00
800,D,0013000105,Textverarbeitung,I,False,2021-04-15 22:50:37.438694+00:00
800,1,0013000105,Word processing,I,False,2021-04-15 22:50:37.438694+00:00
800,J,0013000105,ワードプロセッサ,I,False,2021-04-15 22:50:37.438694+00:00
800,P,0013000105,Processamto.de texto,I,False,2021-04-15 22:50:37.438694+00:00
800,W,0013000105,Word processing,I,False,2021-04-15 22:50:37.438694+00:00
800,S,0013000105,Tratamiento de texto,I,False,2021-04-15 22:50:37.438694+00:00
800,4,0013000105,Word processing,I,False,2021-04-15 22:50:37.438694+00:00
800,E,0013000105,Word processing,I,False,2021-04-15 22:50:37.438694+00:00
800,R,0013000105,Обработка текста,I,False,2021-04-15 22:50:37.438694+00:00
800,G,0013000105,Word processing,I,False,2021-04-15 22:50:37.438694+00:00
800,5,0013000105,Word processing,I,False,2021-04-15 22:50:37.438694+00:00
800,3,0013000105,Word processing,I,False,2021-04-15 22:50:37.438694+00:00
800,6,0013000105,Word processing,I,False,2021-04-15 22:50:37.438694+00:00
800,F,0013000105,Traitement de texte,I,False,2021-04-15 22:50:37.438694+00:00
800,d,0013000105,Word processing,I,False,2021-04-15 22:50:37.438694+00:00
800,S,0013000110,Programa graficos,I,False,2021-04-15 22:50:37.438694+00:00
800,D,0013000110,Graphikprogramm,I,False,2021-04-15 22:50:37.438694+00:00
800,Z,0013000110,Graphics programs,I,False,2021-04-15 22:50:37.438694+00:00
800,E,0013000110,Graphics programs,I,False,2021-04-15 22:50:37.438694+00:00
800,F,0013000110,Logiciel graphique,I,False,2021-04-15 22:50:37.438694+00:00
800,3,0013000110,Graphics programs,I,False,2021-04-15 22:50:37.438694+00:00
800,1,0013000110,图形程序,I,False,2021-04-15 22:50:37.438694+00:00
800,4,0013000110,Graphics programs,I,False,2021-04-15 22:50:37.438694+00:00
800,P,0013000110,Programa de gráficos,I,False,2021-04-15 22:50:37.438694+00:00
800,J,0013000110,Graphics プログラム,I,False,2021-04-15 22:50:37.438694+00:00
800,6,0013000110,Graphics programs,I,False,2021-04-15 22:50:37.438694+00:00
800,W,0013000110,Graphics programs,I,False,2021-04-15 22:50:37.438694+00:00
800,R,0013000110,Графическ. программа,I,False,2021-04-15 22:50:37.438694+00:00
800,5,0013000110,Graphics programs,I,False,2021-04-15 22:50:37.438694+00:00
800,G,0013000110,Graphics programs,I,False,2021-04-15 22:50:37.438694+00:00
800,d,0013000110,Graphics programs,I,False,2021-04-15 22:50:37.438694+00:00
800,R,0013000115,Мультимед. программа,I,False,2021-04-15 22:50:37.438694+00:00
800,6,0013000115,Multimedia programs,I,False,2021-04-15 22:50:37.438694+00:00
800,D,0013000115,Multimediaprogramm,I,False,2021-04-15 22:50:37.438694+00:00
800,3,0013000115,Multimedia programs,I,False,2021-04-15 22:50:37.438694+00:00
800,d,0013000115,Multimedia programs,I,False,2021-04-15 22:50:37.438694+00:00
800,P,0013000115,Programa multimedia,I,False,2021-04-15 22:50:37.438694+00:00
800,F,0013000115,Logiciel multi-média,I,False,2021-04-15 22:50:37.438694+00:00
800,1,0013000115,多媒体程序,I,False,2021-04-15 22:50:37.438694+00:00
800,G,0013000115,Multimedia programs,I,False,2021-04-15 22:50:37.438694+00:00
800,E,0013000115,Multimedia programs,I,False,2021-04-15 22:50:37.438694+00:00
800,5,0013000115,Multimedia programs,I,False,2021-04-15 22:50:37.438694+00:00
800,4,0013000115,Multimedia programs,I,False,2021-04-15 22:50:37.438694+00:00
800,Z,0013000115,Multimedia programs,I,False,2021-04-15 22:50:37.438694+00:00
800,S,0013000115,Programa multimedia,I,False,2021-04-15 22:50:37.438694+00:00
800,J,0013000115,Multimedia programs,I,False,2021-04-15 22:50:37.438694+00:00
800,W,0013000115,Multimedia programs,I,False,2021-04-15 22:50:37.438694+00:00
800,F,0013000120,Logiciel standard,I,False,2021-04-15 22:50:37.438694+00:00
800,R,0013000120,Пакет ПО,I,False,2021-04-15 22:50:37.438694+00:00
800,Z,0013000120,Software packages,I,False,2021-04-15 22:50:37.438694+00:00
800,E,0013000120,Software packages,I,False,2021-04-15 22:50:37.438694+00:00
800,W,0013000120,Software packages,I,False,2021-04-15 22:50:37.438694+00:00
800,4,0013000120,Software packages,I,False,2021-04-15 22:50:37.438694+00:00
800,5,0013000120,Software packages,I,False,2021-04-15 22:50:37.438694+00:00
800,D,0013000120,Softwarepaket,I,False,2021-04-15 22:50:37.438694+00:00
800,d,0013000120,Software packages,I,False,2021-04-15 22:50:37.438694+00:00
800,S,0013000120,Paquete de software,I,False,2021-04-15 22:50:37.438694+00:00
800,1,0013000120,软件包,I,False,2021-04-15 22:50:37.438694+00:00
800,P,0013000120,Pacote software,I,False,2021-04-15 22:50:37.438694+00:00
800,J,0013000120,ソフトウェアpackages,I,False,2021-04-15 22:50:37.438694+00:00
800,G,0013000120,Software packages,I,False,2021-04-15 22:50:37.438694+00:00
800,3,0013000120,Software packages,I,False,2021-04-15 22:50:37.438694+00:00
800,6,0013000120,Software packages,I,False,2021-04-15 22:50:37.438694+00:00
800,P,0013500100,Material embalagem,I,False,2021-04-15 22:50:37.438694+00:00
800,R,0013500100,Упаковочный материал,I,False,2021-04-15 22:50:37.438694+00:00
800,G,0013500100,Packaging materials,I,False,2021-04-15 22:50:37.438694+00:00
800,6,0013500100,Packaging materials,I,False,2021-04-15 22:50:37.438694+00:00
800,D,0013500100,Verpackungsmittel,I,False,2021-04-15 22:50:37.438694+00:00
800,S,0013500100,Materiales embalaje,I,False,2021-04-15 22:50:37.438694+00:00
800,W,0013500100,Packaging materials,I,False,2021-04-15 22:50:37.438694+00:00
800,J,0013500100,梱包材料,I,False,2021-04-15 22:50:37.438694+00:00
800,Z,0013500100,Packaging materials,I,False,2021-04-15 22:50:37.438694+00:00
800,E,0013500100,Packaging materials,I,False,2021-04-15 22:50:37.438694+00:00
800,5,0013500100,Packaging materials,I,False,2021-04-15 22:50:37.438694+00:00
800,3,0013500100,Packaging materials,I,False,2021-04-15 22:50:37.438694+00:00
800,4,0013500100,Packaging materials,I,False,2021-04-15 22:50:37.438694+00:00
800,d,0013500100,Packaging materials,I,False,2021-04-15 22:50:37.438694+00:00
800,1,0013500100,包装材料,I,False,2021-04-15 22:50:37.438694+00:00
800,F,0013500100,Emballage,I,False,2021-04-15 22:50:37.438694+00:00
800,4,0013500105,Transport equipment,I,False,2021-04-15 22:50:37.438694+00:00
800,5,0013500105,Transport equipment,I,False,2021-04-15 22:50:37.438694+00:00
800,1,0013500105,车辆费用,I,False,2021-04-15 22:50:37.438694+00:00
800,S,0013500105,Equipo de transporte,I,False,2021-04-15 22:50:37.438694+00:00
800,E,0013500105,Transport equipment,I,False,2021-04-15 22:50:37.438694+00:00
800,Z,0013500105,Transport equipment,I,False,2021-04-15 22:50:37.438694+00:00
800,G,0013500105,Transport equipment,I,False,2021-04-15 22:50:37.438694+00:00
800,3,0013500105,Transport equipment,I,False,2021-04-15 22:50:37.438694+00:00
800,D,0013500105,Transporthilsmittel,I,False,2021-04-15 22:50:37.438694+00:00
800,F,0013500105,Accessoires transp.,I,False,2021-04-15 22:50:37.438694+00:00
800,W,0013500105,Transport equipment,I,False,2021-04-15 22:50:37.438694+00:00
800,P,0013500105,AcessóriosTransporte,I,False,2021-04-15 22:50:37.438694+00:00
800,R,0013500105,Вспом. трансп. ср-ва,I,False,2021-04-15 22:50:37.438694+00:00
800,d,0013500105,Transport equipment,I,False,2021-04-15 22:50:37.438694+00:00
800,J,0013500105,移送装置,I,False,2021-04-15 22:50:37.438694+00:00
800,6,0013500105,Transport equipment,I,False,2021-04-15 22:50:37.438694+00:00
800,4,0013500110,Means of transport,I,False,2021-04-15 22:50:37.438694+00:00
800,3,0013500110,Means of transport,I,False,2021-04-15 22:50:37.438694+00:00
800,G,0013500110,Means of transport,I,False,2021-04-15 22:50:37.438694+00:00
800,6,0013500110,Means of transport,I,False,2021-04-15 22:50:37.438694+00:00
800,F,0013500110,Moyens de transport,I,False,2021-04-15 22:50:37.438694+00:00
800,5,0013500110,Means of transport,I,False,2021-04-15 22:50:37.438694+00:00
800,Z,0013500110,Means of transport,I,False,2021-04-15 22:50:37.438694+00:00
800,E,0013500110,Means of transport,I,False,2021-04-15 22:50:37.438694+00:00
800,J,0013500110,輸送手段,I,False,2021-04-15 22:50:37.438694+00:00
800,R,0013500110,Транспортное средство,I,False,2021-04-15 22:50:37.438694+00:00
800,P,0013500110,Meio de transporte,I,False,2021-04-15 22:50:37.438694+00:00
800,S,0013500110,Medios de transporte,I,False,2021-04-15 22:50:37.438694+00:00
800,1,0013500110,运输方式,I,False,2021-04-15 22:50:37.438694+00:00
800,d,0013500110,Means of transport,I,False,2021-04-15 22:50:37.438694+00:00
800,D,0013500110,Transportmittel,I,False,2021-04-15 22:50:37.438694+00:00
800,W,0013500110,Means of transport,I,False,2021-04-15 22:50:37.438694+00:00
800,Z,0014000100,Maintenance,I,False,2021-04-15 22:50:37.438694+00:00
800,P,0014000100,Manutenção,I,False,2021-04-15 22:50:37.438694+00:00
800,D,0014000100,Serviceleistungen,I,False,2021-04-15 22:50:37.438694+00:00
800,5,0014000100,Maintenance,I,False,2021-04-15 22:50:37.438694+00:00
800,6,0014000100,Maintenance,I,False,2021-04-15 22:50:37.438694+00:00
800,J,0014000100,保全,I,False,2021-04-15 22:50:37.438694+00:00
800,F,0014000100,Services,I,False,2021-04-15 22:50:37.438694+00:00
800,3,0014000100,Maintenance,I,False,2021-04-15 22:50:37.438694+00:00
800,S,0014000100,Prestación servicios,I,False,2021-04-15 22:50:37.438694+00:00
800,1,0014000100,维护,I,False,2021-04-15 22:50:37.438694+00:00
800,G,0014000100,Maintenance,I,False,2021-04-15 22:50:37.438694+00:00
800,d,0014000100,Maintenance,I,False,2021-04-15 22:50:37.438694+00:00
800,W,0014000100,Maintenance,I,False,2021-04-15 22:50:37.438694+00:00
800,E,0014000100,Maintenance,I,False,2021-04-15 22:50:37.438694+00:00
800,R,0014000100,Сервисные услуги,I,False,2021-04-15 22:50:37.438694+00:00
800,4,0014000100,Maintenance,I,False,2021-04-15 22:50:37.438694+00:00
800,F,0014000105,Réparations,I,False,2021-04-15 22:50:37.438694+00:00
800,P,0014000105,Reparações,I,False,2021-04-15 22:50:37.438694+00:00
800,G,0014000105,Repairs,I,False,2021-04-15 22:50:37.438694+00:00
800,D,0014000105,Reparaturleistungen,I,False,2021-04-15 22:50:37.438694+00:00
800,J,0014000105,修理,I,False,2021-04-15 22:50:37.438694+00:00
800,5,0014000105,Repairs,I,False,2021-04-15 22:50:37.438694+00:00
800,W,0014000105,Repairs,I,False,2021-04-15 22:50:37.438694+00:00
800,d,0014000105,Repairs,I,False,2021-04-15 22:50:37.438694+00:00
800,S,0014000105,Reparaciones,I,False,2021-04-15 22:50:37.438694+00:00
800,4,0014000105,Repairs,I,False,2021-04-15 22:50:37.438694+00:00
800,1,0014000105,Repairs,I,False,2021-04-15 22:50:37.438694+00:00
800,3,0014000105,Repairs,I,False,2021-04-15 22:50:37.438694+00:00
800,R,0014000105,Ремонтные услуги,I,False,2021-04-15 22:50:37.438694+00:00
800,Z,0014000105,Repairs,I,False,2021-04-15 22:50:37.438694+00:00
800,E,0014000105,Repairs,I,False,2021-04-15 22:50:37.438694+00:00
800,6,0014000105,Repairs,I,False,2021-04-15 22:50:37.438694+00:00
800,4,0014000110,Misc.services,I,False,2021-04-15 22:50:37.438694+00:00
800,d,0014000110,Misc.services,I,False,2021-04-15 22:50:37.438694+00:00
800,W,0014000110,Misc.services,I,False,2021-04-15 22:50:37.438694+00:00
800,3,0014000110,Misc.services,I,False,2021-04-15 22:50:37.438694+00:00
800,1,0014000110,Misc.services,I,False,2021-04-15 22:50:37.438694+00:00
800,R,0014000110,Прочие платежи,I,False,2021-04-15 22:50:37.438694+00:00
800,S,0014000110,Otros servicios,I,False,2021-04-15 22:50:37.438694+00:00
800,Z,0014000110,Misc.services,I,False,2021-04-15 22:50:37.438694+00:00
800,5,0014000110,Misc.services,I,False,2021-04-15 22:50:37.438694+00:00
800,P,0014000110,Outros serviços,I,False,2021-04-15 22:50:37.438694+00:00
800,D,0014000110,Sonstige Leistungen,I,False,2021-04-15 22:50:37.438694+00:00
800,J,0014000110,その他サービス,I,False,2021-04-15 22:50:37.438694+00:00
800,E,0014000110,Misc.services,I,False,2021-04-15 22:50:37.438694+00:00
800,F,0014000110,Autres prestations,I,False,2021-04-15 22:50:37.438694+00:00
800,G,0014000110,Misc.services,I,False,2021-04-15 22:50:37.438694+00:00
800,6,0014000110,Misc.services,I,False,2021-04-15 22:50:37.438694+00:00
800,W,0014500100,General foodstuffs,I,False,2021-04-15 22:50:37.438694+00:00
800,G,0014500100,General foodstuffs,I,False,2021-04-15 22:50:37.438694+00:00
800,S,0014500100,Alimentos,I,False,2021-04-15 22:50:37.438694+00:00
800,d,0014500100,General foodstuffs,I,False,2021-04-15 22:50:37.438694+00:00
800,D,0014500100,Nahrungsmittel,I,False,2021-04-15 22:50:37.438694+00:00
800,F,0014500100,Alimentation,I,False,2021-04-15 22:50:37.438694+00:00
800,P,0014500100,Alimentos,I,False,2021-04-15 22:50:37.438694+00:00
800,R,0014500100,Продукты питания,I,False,2021-04-15 22:50:37.438694+00:00
800,J,0014500100,一般食事係,I,False,2021-04-15 22:50:37.438694+00:00
800,E,0014500100,General foodstuffs,I,False,2021-04-15 22:50:37.438694+00:00
800,Z,0014500100,General foodstuffs,I,False,2021-04-15 22:50:37.438694+00:00
800,5,0014500100,General foodstuffs,I,False,2021-04-15 22:50:37.438694+00:00
800,3,0014500100,General foodstuffs,I,False,2021-04-15 22:50:37.438694+00:00
800,6,0014500100,General foodstuffs,I,False,2021-04-15 22:50:37.438694+00:00
800,4,0014500100,General foodstuffs,I,False,2021-04-15 22:50:37.438694+00:00
800,1,0014500100,通用食品,I,False,2021-04-15 22:50:37.438694+00:00
800,D,0014500105,Süßwaren,I,False,2021-04-15 22:50:37.438694+00:00
800,J,0014500105,高級食料,I,False,2021-04-15 22:50:37.438694+00:00
800,F,0014500105,Sucreries,I,False,2021-04-15 22:50:37.438694+00:00
800,4,0014500105,Luxury foods,I,False,2021-04-15 22:50:37.438694+00:00
800,P,0014500105,Prods.alimentrs.luxo,I,False,2021-04-15 22:50:37.438694+00:00
800,1,0014500105,奢侈品食品,I,False,2021-04-15 22:50:37.438694+00:00
800,W,0014500105,Luxury foods,I,False,2021-04-15 22:50:37.438694+00:00
800,G,0014500105,Luxury foods,I,False,2021-04-15 22:50:37.438694+00:00
800,d,0014500105,Luxury foods,I,False,2021-04-15 22:50:37.438694+00:00
800,Z,0014500105,Luxury foods,I,False,2021-04-15 22:50:37.438694+00:00
800,6,0014500105,Luxury foods,I,False,2021-04-15 22:50:37.438694+00:00
800,S,0014500105,Alimentos de lujo,I,False,2021-04-15 22:50:37.438694+00:00
800,3,0014500105,Luxury foods,I,False,2021-04-15 22:50:37.438694+00:00
800,R,0014500105,Деликатесы,I,False,2021-04-15 22:50:37.438694+00:00
800,5,0014500105,Luxury foods,I,False,2021-04-15 22:50:37.438694+00:00
800,E,0014500105,Luxury foods,I,False,2021-04-15 22:50:37.438694+00:00
800,d,0014500110,Drinks,I,False,2021-04-15 22:50:37.438694+00:00
800,3,0014500110,Drinks,I,False,2021-04-15 22:50:37.438694+00:00
800,Z,0014500110,Drinks,I,False,2021-04-15 22:50:37.438694+00:00
800,G,0014500110,Drinks,I,False,2021-04-15 22:50:37.438694+00:00
800,W,0014500110,Drinks,I,False,2021-04-15 22:50:37.438694+00:00
800,R,0014500110,Напитки,I,False,2021-04-15 22:50:37.438694+00:00
800,P,0014500110,Bebidas,I,False,2021-04-15 22:50:37.438694+00:00
800,F,0014500110,Boissons,I,False,2021-04-15 22:50:37.438694+00:00
800,J,0014500110,清涼飲料,I,False,2021-04-15 22:50:37.438694+00:00
800,E,0014500110,Drinks,I,False,2021-04-15 22:50:37.438694+00:00
800,4,0014500110,Drinks,I,False,2021-04-15 22:50:37.438694+00:00
800,6,0014500110,Drinks,I,False,2021-04-15 22:50:37.438694+00:00
800,5,0014500110,Drinks,I,False,2021-04-15 22:50:37.438694+00:00
800,S,0014500110,Bebidas,I,False,2021-04-15 22:50:37.438694+00:00
800,D,0014500110,Getränke,I,False,2021-04-15 22:50:37.438694+00:00
800,S,0015000100,Pelíc,I,False,2021-04-15 22:50:37.438694+00:00
800,E,0015000100,Film,I,False,2021-04-15 22:50:37.438694+00:00
800,Z,0015000100,Film,I,False,2021-04-15 22:50:37.438694+00:00
800,F,0015000100,Film,I,False,2021-04-15 22:50:37.438694+00:00
800,4,0015000100,Film,I,False,2021-04-15 22:50:37.438694+00:00
800,1,0015000100,电影,I,False,2021-04-15 22:50:37.438694+00:00
800,5,0015000100,Film,I,False,2021-04-15 22:50:37.438694+00:00
800,W,0015000100,Film,I,False,2021-04-15 22:50:37.438694+00:00
800,G,0015000100,Film,I,False,2021-04-15 22:50:37.438694+00:00
800,d,0015000100,Film,I,False,2021-04-15 22:50:37.438694+00:00
800,D,0015000100,Film,I,False,2021-04-15 22:50:37.438694+00:00
800,R,0015000100,Кино,I,False,2021-04-15 22:50:37.438694+00:00
800,P,0015000100,Filme,I,False,2021-04-15 22:50:37.438694+00:00
800,J,0015000100,フィルム,I,False,2021-04-15 22:50:37.438694+00:00
800,6,0015000100,Film,I,False,2021-04-15 22:50:37.438694+00:00
800,3,0015000100,Film,I,False,2021-04-15 22:50:37.438694+00:00
800,1,0016000100,OTC,I,False,2021-04-15 22:50:37.438694+00:00
800,Z,0016000100,OTC,I,False,2021-04-15 22:50:37.438694+00:00
800,S,0016000100,Emprést.índice: Reval.posición (PyG)/Amo,I,False,2021-04-15 22:50:37.438694+00:00
800,W,0016000100,OTC,I,False,2021-04-15 22:50:37.438694+00:00
800,6,0016000100,OTC,I,False,2021-04-15 22:50:37.438694+00:00
800,5,0016000100,OTC,I,False,2021-04-15 22:50:37.438694+00:00
800,E,0016000100,OTC,I,False,2021-04-15 22:50:37.438694+00:00
800,G,0016000100,OTC,I,False,2021-04-15 22:50:37.438694+00:00
800,4,0016000100,OTC,I,False,2021-04-15 22:50:37.438694+00:00
800,d,0016000100,OTC,I,False,2021-04-15 22:50:37.438694+00:00
800,3,0016000100,OTC,I,False,2021-04-15 22:50:37.438694+00:00
800,J,0016000100,インデックスリンク債: 値洗い (P/L)/償却 (SAC 正味),I,False,2021-04-15 22:50:37.438694+00:00
800,F,0016000100,Obligations indexées : mark-to-market (P,I,False,2021-04-15 22:50:37.438694+00:00
800,P,0016000100,Títs.indexados: reajuste a preço merc.(I,I,False,2021-04-15 22:50:37.438694+00:00
800,R,0016000100,Индексные облигации: Mark-to-Market (П+У,I,False,2021-04-15 22:50:37.438694+00:00
800,D,0016000100,OTC,I,False,2021-04-15 22:50:37.438694+00:00
800,J,0016000105,Ethical,I,False,2021-04-15 22:50:37.438694+00:00
800,5,0016000105,Ethical,I,False,2021-04-15 22:50:37.438694+00:00
800,Z,0016000105,Ethical,I,False,2021-04-15 22:50:37.438694+00:00
800,3,0016000105,Ethical,I,False,2021-04-15 22:50:37.438694+00:00
800,6,0016000105,Ethical,I,False,2021-04-15 22:50:37.438694+00:00
800,1,0016000105,道德,I,False,2021-04-15 22:50:37.438694+00:00
800,d,0016000105,Ethical,I,False,2021-04-15 22:50:37.438694+00:00
800,E,0016000105,Ethical,I,False,2021-04-15 22:50:37.438694+00:00
800,R,0016000105,Ethical,I,False,2021-04-15 22:50:37.438694+00:00
800,F,0016000105,Ethique,I,False,2021-04-15 22:50:37.438694+00:00
800,P,0016000105,Ethical,I,False,2021-04-15 22:50:37.438694+00:00
800,D,0016000105,Ethical,I,False,2021-04-15 22:50:37.438694+00:00
800,W,0016000105,Ethical,I,False,2021-04-15 22:50:37.438694+00:00
800,S,0016000105,Ethical,I,False,2021-04-15 22:50:37.438694+00:00
