mandt,prodh,stufe,operation_flag,is_deleted,recordstamp
800,001600010000000105,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001600010500000100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001600010500000105,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001600010500000110,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001600010500000115,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001700010000000100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001700010000000105,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001700010000000110,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001700010000000115,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001700010500000100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001700010500000105,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001700011000000100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001700011000000105,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001700011000000110,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001700012500000100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001700012500000105,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001700012500000110,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001700012500000115,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001700012500000120,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001800010500000100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001800010500000105,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001800011000000100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001800011000000105,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001800012500000100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001800012500000105,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001800012500000110,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001800012500000115,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001800012500000120,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001800012500000125,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001900000100000001,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001900000100000002,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001900000200000001,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001900000200000002,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001900000200000003,3,I,False,2021-04-23 14:47:22.979082+00:00
800,001900000200000004,3,I,False,2021-04-23 14:47:22.979082+00:00
800,002000010000000100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,002000010000000105,3,I,False,2021-04-23 14:47:22.979082+00:00
800,002000010500000100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,002000010500000105,3,I,False,2021-04-23 14:47:22.979082+00:00
800,002000010500000110,3,I,False,2021-04-23 14:47:22.979082+00:00
800,002000011000000100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,002000011000000105,3,I,False,2021-04-23 14:47:22.979082+00:00
800,002000011000000110,3,I,False,2021-04-23 14:47:22.979082+00:00
800,002100010000000100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,002100010000000105,3,I,False,2021-04-23 14:47:22.979082+00:00
800,002100010000000110,3,I,False,2021-04-23 14:47:22.979082+00:00
800,002100010500000100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,002200010000000100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,002200010000000105,3,I,False,2021-04-23 14:47:22.979082+00:00
800,002200010000000110,3,I,False,2021-04-23 14:47:22.979082+00:00
800,002300010000000100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,002300010000000105,3,I,False,2021-04-23 14:47:22.979082+00:00
800,002300010500000100,3,I,False,2021-04-23 14:47:22.979082+00:00
800,002300010500000105,3,I,False,2021-04-23 14:47:22.979082+00:00
800,CPG000001000000010,3,I,False,2021-04-23 14:47:22.979082+00:00
800,CPG000001000000020,3,I,False,2021-04-23 14:47:22.979082+00:00
800,CPG000001000000030,3,I,False,2021-04-23 14:47:22.979082+00:00
800,CPG000001000000040,3,I,False,2021-04-23 14:47:22.979082+00:00
800,CPG000002000000010,3,I,False,2021-04-23 14:47:22.979082+00:00
800,DD100DD01000000010,3,I,False,2021-04-23 14:47:22.979082+00:00
800,DD100DD01000000020,3,I,False,2021-04-23 14:47:22.979082+00:00
800,DD100DD01000000030,3,I,False,2021-04-23 14:47:22.979082+00:00
800,DD100DD02000000010,3,I,False,2021-04-23 14:47:22.979082+00:00
800,DD100DD02000000020,3,I,False,2021-04-23 14:47:22.979082+00:00
800,DD100DD02000000030,3,I,False,2021-04-23 14:47:22.979082+00:00
800,DD100DD03000000010,3,I,False,2021-04-23 14:47:22.979082+00:00
800,DD100DD03000000020,3,I,False,2021-04-23 14:47:22.979082+00:00
800,DD100DD03000000030,3,I,False,2021-04-23 14:47:22.979082+00:00
800,DD200DD01000000010,3,I,False,2021-04-23 14:47:22.979082+00:00
800,DD200DD01000000020,3,I,False,2021-04-23 14:47:22.979082+00:00
800,DD200DD01000000030,3,I,False,2021-04-23 14:47:22.979082+00:00
800,DD200DD02000000010,3,I,False,2021-04-23 14:47:22.979082+00:00
800,DD200DD02000000020,3,I,False,2021-04-23 14:47:22.979082+00:00
800,DD200DD02000000030,3,I,False,2021-04-23 14:47:22.979082+00:00
800,DD200DD03000000010,3,I,False,2021-04-23 14:47:22.979082+00:00
800,DD200DD03000000020,3,I,False,2021-04-23 14:47:22.979082+00:00
800,DD200DD03000000030,3,I,False,2021-04-23 14:47:22.979082+00:00
800,DD300DD01000000010,3,I,False,2021-04-23 14:47:22.979082+00:00
800,DD300DD01000000020,3,I,False,2021-04-23 14:47:22.979082+00:00
800,DD300DD01000000030,3,I,False,2021-04-23 14:47:22.979082+00:00
800,DD300DD02000000010,3,I,False,2021-04-23 14:47:22.979082+00:00
800,DD300DD02000000020,3,I,False,2021-04-23 14:47:22.979082+00:00
800,DD300DD02000000030,3,I,False,2021-04-23 14:47:22.979082+00:00
800,DD300DD03000000010,3,I,False,2021-04-23 14:47:22.979082+00:00
800,DD300DD03000000020,3,I,False,2021-04-23 14:47:22.979082+00:00
800,DD300DD03000000030,3,I,False,2021-04-23 14:47:22.979082+00:00
200,400040004000,2,I,False,2021-04-15 22:50:37+00:00
200,500050005000,2,I,False,2021-04-15 22:50:37+00:00
200,500050005000,2,I,False,2021-04-15 22:50:37+00:00
200,600060006000,2,I,False,2021-04-15 22:50:37+00:00
200,700070007000,2,I,False,2021-04-15 22:50:37+00:00
200,700070007000,2,I,False,2021-04-15 22:50:37+00:00
200,800080008000,2,I,False,2021-04-15 22:50:37+00:00
200,800080008000,2,I,False,2021-04-15 22:50:37+00:00
200,800080008000,2,I,False,2021-04-15 22:50:37+00:00
200,800080008000,2,I,False,2021-04-15 22:50:37+00:00
200,900090009000,2,I,False,2021-04-15 22:50:37+00:00
200,900090009000,2,I,False,2021-04-15 22:50:37+00:00
200,4000400040004000,3,I,False,2021-04-15 22:50:37+00:00
200,5000500050002000,3,I,False,2021-04-15 22:50:37+00:00
200,5000500050007000,3,I,False,2021-04-15 22:50:37+00:00
200,6000600060003000,3,I,False,2021-04-15 22:50:37+00:00
200,8000800080004000,3,I,False,2021-04-15 22:50:37+00:00
200,9000900090008000,3,I,False,2021-04-15 22:50:37+00:00
200,9000900090009000,3,I,False,2021-04-15 22:50:37+00:00
200,4000,1,I,False,2021-04-16 05:11:42+00:00
200,5000,1,I,False,2021-04-16 05:11:42+00:00
200,6000,1,I,False,2021-04-16 05:11:42+00:00
200,7000,1,I,False,2021-04-16 05:11:42+00:00
200,8000,1,I,False,2021-04-16 05:11:42+00:00
200,9000,1,I,False,2021-04-16 05:11:42+00:00
200,5000500050005000,1,I,False,2021-04-16 05:11:42+00:00
200,5000500050006000,1,I,False,2021-04-16 05:11:42+00:00
200,6000600060003000,1,I,False,2021-04-16 05:11:42+00:00
200,6000600060004000,1,I,False,2021-04-16 05:11:42+00:00
200,6000600060005000,1,I,False,2021-04-16 05:11:42+00:00
200,6000600060006000,1,I,False,2021-04-16 05:11:42+00:00
200,7000700070001000,3,I,False,2021-04-16 05:11:42+00:00
200,7000700070002000,3,I,False,2021-04-16 05:11:42+00:00
200,8000800080001000,3,I,False,2021-04-16 05:11:42+00:00
200,8000800080002000,3,I,False,2021-04-16 05:11:42+00:00
200,8000800080003000,3,I,False,2021-04-16 05:11:42+00:00
000,,,L,False,2022-01-31 20:43:49.759303+00:00
001,,,L,False,2022-01-31 20:43:49.759303+00:00
100,,,L,False,2022-01-31 20:43:49.759303+00:00
200,,,L,False,2022-01-31 20:43:49.759303+00:00
250,,,L,False,2022-01-31 20:43:49.759303+00:00
000,00001,1,L,False,2022-01-31 20:43:49.759303+00:00
000,00002,1,L,False,2022-01-31 20:43:49.759303+00:00
001,00001,1,L,False,2022-01-31 20:43:49.759303+00:00
001,00002,1,L,False,2022-01-31 20:43:49.759303+00:00
050,1,1,L,False,2022-01-31 20:43:49.759303+00:00
050,2,1,L,False,2022-01-31 20:43:49.759303+00:00
050,3,1,L,False,2022-01-31 20:43:49.759303+00:00
100,00001,1,L,False,2022-01-31 20:43:49.759303+00:00
100,00002,1,L,False,2022-01-31 20:43:49.759303+00:00
200,00001,1,L,False,2022-01-31 20:43:49.759303+00:00
200,00002,1,L,False,2022-01-31 20:43:49.759303+00:00
250,00001,1,L,False,2022-01-31 20:43:49.759303+00:00
250,00002,1,L,False,2022-01-31 20:43:49.759303+00:00
000,0000100001,2,L,False,2022-01-31 20:43:49.759303+00:00
000,0000100002,2,L,False,2022-01-31 20:43:49.759303+00:00
000,0000200001,2,L,False,2022-01-31 20:43:49.759303+00:00
000,0000200002,2,L,False,2022-01-31 20:43:49.759303+00:00
000,0000200003,2,L,False,2022-01-31 20:43:49.759303+00:00
001,0000100001,2,L,False,2022-01-31 20:43:49.759303+00:00
001,0000100002,2,L,False,2022-01-31 20:43:49.759303+00:00
001,0000200001,2,L,False,2022-01-31 20:43:49.759303+00:00
001,0000200002,2,L,False,2022-01-31 20:43:49.759303+00:00
001,0000200003,2,L,False,2022-01-31 20:43:49.759303+00:00
050,101,2,L,False,2022-01-31 20:43:49.759303+00:00
050,102,2,L,False,2022-01-31 20:43:49.759303+00:00
050,201,2,L,False,2022-01-31 20:43:49.759303+00:00
050,202,2,L,False,2022-01-31 20:43:49.759303+00:00
050,301,2,L,False,2022-01-31 20:43:49.759303+00:00
050,302,2,L,False,2022-01-31 20:43:49.759303+00:00
100,0000100001,2,L,False,2022-01-31 20:43:49.759303+00:00
100,0000100002,2,L,False,2022-01-31 20:43:49.759303+00:00
100,0000200001,2,L,False,2022-01-31 20:43:49.759303+00:00
100,0000200002,2,L,False,2022-01-31 20:43:49.759303+00:00
100,0000200003,2,L,False,2022-01-31 20:43:49.759303+00:00
200,0000100001,2,L,False,2022-01-31 20:43:49.759303+00:00
200,0000100002,2,L,False,2022-01-31 20:43:49.759303+00:00
200,0000200001,2,L,False,2022-01-31 20:43:49.759303+00:00
200,0000200002,2,L,False,2022-01-31 20:43:49.759303+00:00
200,0000200003,2,L,False,2022-01-31 20:43:49.759303+00:00
250,0000100001,2,L,False,2022-01-31 20:43:49.759303+00:00
250,0000100002,2,L,False,2022-01-31 20:43:49.759303+00:00
250,0000200001,2,L,False,2022-01-31 20:43:49.759303+00:00
250,0000200002,2,L,False,2022-01-31 20:43:49.759303+00:00
250,0000200003,2,L,False,2022-01-31 20:43:49.759303+00:00
000,000010000100000001,3,L,False,2022-01-31 20:43:49.759303+00:00
000,000010000100000002,3,L,False,2022-01-31 20:43:49.759303+00:00
000,000010000200000001,3,L,False,2022-01-31 20:43:49.759303+00:00
000,000010000200000002,3,L,False,2022-01-31 20:43:49.759303+00:00
000,000010000200000003,3,L,False,2022-01-31 20:43:49.759303+00:00
000,000020000100000001,3,L,False,2022-01-31 20:43:49.759303+00:00
000,000020000100000002,3,L,False,2022-01-31 20:43:49.759303+00:00
000,000020000200000001,3,L,False,2022-01-31 20:43:49.759303+00:00
000,000020000200000002,3,L,False,2022-01-31 20:43:49.759303+00:00
000,000020000300000001,3,L,False,2022-01-31 20:43:49.759303+00:00
000,000020000300000002,3,L,False,2022-01-31 20:43:49.759303+00:00
001,000010000100000001,3,L,False,2022-01-31 20:43:49.759303+00:00
001,000010000100000002,3,L,False,2022-01-31 20:43:49.759303+00:00
001,000010000200000001,3,L,False,2022-01-31 20:43:49.759303+00:00
001,000010000200000002,3,L,False,2022-01-31 20:43:49.759303+00:00
001,000010000200000003,3,L,False,2022-01-31 20:43:49.759303+00:00
001,000020000100000001,3,L,False,2022-01-31 20:43:49.759303+00:00
001,000020000100000002,3,L,False,2022-01-31 20:43:49.759303+00:00
001,000020000200000001,3,L,False,2022-01-31 20:43:49.759303+00:00
001,000020000200000002,3,L,False,2022-01-31 20:43:49.759303+00:00
001,000020000300000001,3,L,False,2022-01-31 20:43:49.759303+00:00
001,000020000300000002,3,L,False,2022-01-31 20:43:49.759303+00:00
050,101AA,3,L,False,2022-01-31 20:43:49.759303+00:00
050,101AB,3,L,False,2022-01-31 20:43:49.759303+00:00
050,101AC,3,L,False,2022-01-31 20:43:49.759303+00:00
050,102AD,3,L,False,2022-01-31 20:43:49.759303+00:00
050,102AE,3,L,False,2022-01-31 20:43:49.759303+00:00
050,102AF,3,L,False,2022-01-31 20:43:49.759303+00:00
050,201DF,3,L,False,2022-01-31 20:43:49.759303+00:00
050,201MP,3,L,False,2022-01-31 20:43:49.759303+00:00
050,202AB,3,L,False,2022-01-31 20:43:49.759303+00:00
050,202CR,3,L,False,2022-01-31 20:43:49.759303+00:00
050,202FJ,3,L,False,2022-01-31 20:43:49.759303+00:00
050,301SS,3,L,False,2022-01-31 20:43:49.759303+00:00
050,301TV,3,L,False,2022-01-31 20:43:49.759303+00:00
050,302DT,3,L,False,2022-01-31 20:43:49.759303+00:00
050,302LT,3,L,False,2022-01-31 20:43:49.759303+00:00
100,000010000100000001,3,L,False,2022-01-31 20:43:49.759303+00:00
100,000010000100000002,3,L,False,2022-01-31 20:43:49.759303+00:00
100,000010000200000001,3,L,False,2022-01-31 20:43:49.759303+00:00
100,000010000200000002,3,L,False,2022-01-31 20:43:49.759303+00:00
100,000010000200000003,3,L,False,2022-01-31 20:43:49.759303+00:00
100,000020000100000001,3,L,False,2022-01-31 20:43:49.759303+00:00
100,000020000100000002,3,L,False,2022-01-31 20:43:49.759303+00:00
100,000020000200000001,3,L,False,2022-01-31 20:43:49.759303+00:00
100,000020000200000002,3,L,False,2022-01-31 20:43:49.759303+00:00
100,000020000300000001,3,L,False,2022-01-31 20:43:49.759303+00:00
100,000020000300000002,3,L,False,2022-01-31 20:43:49.759303+00:00
200,000010000100000001,3,L,False,2022-01-31 20:43:49.759303+00:00
200,000010000100000002,3,L,False,2022-01-31 20:43:49.759303+00:00
200,000010000200000001,3,L,False,2022-01-31 20:43:49.759303+00:00
200,000010000200000002,3,L,False,2022-01-31 20:43:49.759303+00:00
200,000010000200000003,3,L,False,2022-01-31 20:43:49.759303+00:00
200,000020000100000001,3,L,False,2022-01-31 20:43:49.759303+00:00
200,000020000100000002,3,L,False,2022-01-31 20:43:49.759303+00:00
200,000020000200000001,3,L,False,2022-01-31 20:43:49.759303+00:00
200,000020000200000002,3,L,False,2022-01-31 20:43:49.759303+00:00
200,000020000300000001,3,L,False,2022-01-31 20:43:49.759303+00:00
200,000020000300000002,3,L,False,2022-01-31 20:43:49.759303+00:00
250,000010000100000001,3,L,False,2022-01-31 20:43:49.759303+00:00
250,000010000100000002,3,L,False,2022-01-31 20:43:49.759303+00:00
250,000010000200000001,3,L,False,2022-01-31 20:43:49.759303+00:00
250,000010000200000002,3,L,False,2022-01-31 20:43:49.759303+00:00
250,000010000200000003,3,L,False,2022-01-31 20:43:49.759303+00:00
250,000020000100000001,3,L,False,2022-01-31 20:43:49.759303+00:00
250,000020000100000002,3,L,False,2022-01-31 20:43:49.759303+00:00
250,000020000200000001,3,L,False,2022-01-31 20:43:49.759303+00:00
250,000020000200000002,3,L,False,2022-01-31 20:43:49.759303+00:00
250,000020000300000001,3,L,False,2022-01-31 20:43:49.759303+00:00
250,000020000300000002,3,L,False,2022-01-31 20:43:49.759303+00:00
050,101AAC,4,L,False,2022-01-31 20:43:49.759303+00:00
050,101ABC,4,L,False,2022-01-31 20:43:49.759303+00:00
050,101ACC,4,L,False,2022-01-31 20:43:49.759303+00:00
050,102ADC,4,L,False,2022-01-31 20:43:49.759303+00:00
050,102AEC,4,L,False,2022-01-31 20:43:49.759303+00:00
050,102AFC,4,L,False,2022-01-31 20:43:49.759303+00:00
050,201DFC,4,L,False,2022-01-31 20:43:49.759303+00:00
050,201MPC,4,L,False,2022-01-31 20:43:49.759303+00:00
050,202ABC,4,L,False,2022-01-31 20:43:49.759303+00:00
050,202CRC,4,L,False,2022-01-31 20:43:49.759303+00:00
050,202FJC,4,L,False,2022-01-31 20:43:49.759303+00:00
050,301SSC,4,L,False,2022-01-31 20:43:49.759303+00:00
050,301TVC,4,L,False,2022-01-31 20:43:49.759303+00:00
050,302DTC,4,L,False,2022-01-31 20:43:49.759303+00:00
050,302LTC,4,L,False,2022-01-31 20:43:49.759303+00:00
050,101AACDD,5,L,False,2022-01-31 20:43:49.759303+00:00
050,101AACDR,5,L,False,2022-01-31 20:43:49.759303+00:00
050,101AACLD,5,L,False,2022-01-31 20:43:49.759303+00:00
050,101ABCCL,5,L,False,2022-01-31 20:43:49.759303+00:00
050,101ABCWP,5,L,False,2022-01-31 20:43:49.759303+00:00
050,101ACCCP,5,L,False,2022-01-31 20:43:49.759303+00:00
050,101ACCWV,5,L,False,2022-01-31 20:43:49.759303+00:00
050,102ADCLM,5,L,False,2022-01-31 20:43:49.759303+00:00
050,102ADCSL,5,L,False,2022-01-31 20:43:49.759303+00:00
050,102AECCS,5,L,False,2022-01-31 20:43:49.759303+00:00
050,102AECSD,5,L,False,2022-01-31 20:43:49.759303+00:00
050,102AFCTB,5,L,False,2022-01-31 20:43:49.759303+00:00
050,102AFCTP,5,L,False,2022-01-31 20:43:49.759303+00:00
050,201DFCBT,5,L,False,2022-01-31 20:43:49.759303+00:00
050,201DFCIC,5,L,False,2022-01-31 20:43:49.759303+00:00
050,201DFCYG,5,L,False,2022-01-31 20:43:49.759303+00:00
050,201MPCMT,5,L,False,2022-01-31 20:43:49.759303+00:00
050,201MPCPL,5,L,False,2022-01-31 20:43:49.759303+00:00
050,202ABCBR,5,L,False,2022-01-31 20:43:49.759303+00:00
050,202ABCHD,5,L,False,2022-01-31 20:43:49.759303+00:00
050,202ABCWN,5,L,False,2022-01-31 20:43:49.759303+00:00
050,202CRCNS,5,L,False,2022-01-31 20:43:49.759303+00:00
050,202CRCPL,5,L,False,2022-01-31 20:43:49.759303+00:00
050,202CRCSG,5,L,False,2022-01-31 20:43:49.759303+00:00
050,202FJCMX,5,L,False,2022-01-31 20:43:49.759303+00:00
050,202FJCPR,5,L,False,2022-01-31 20:43:49.759303+00:00
050,301SSCBT,5,L,False,2022-01-31 20:43:49.759303+00:00
050,301SSCHT,5,L,False,2022-01-31 20:43:49.759303+00:00
050,301TVCLD,5,L,False,2022-01-31 20:43:49.759303+00:00
050,301TVCPL,5,L,False,2022-01-31 20:43:49.759303+00:00
050,302DTCLN,5,L,False,2022-01-31 20:43:49.759303+00:00
050,302DTCWN,5,L,False,2022-01-31 20:43:49.759303+00:00
050,302LTCLN,5,L,False,2022-01-31 20:43:49.759303+00:00
050,302LTCWN,5,L,False,2022-01-31 20:43:49.759303+00:00
050,101AACDDPB,6,L,False,2022-01-31 20:43:49.759303+00:00
050,101AACDDSY,6,L,False,2022-01-31 20:43:49.759303+00:00
050,101AACDRPB,6,L,False,2022-01-31 20:43:49.759303+00:00
050,101AACDRSY,6,L,False,2022-01-31 20:43:49.759303+00:00
050,101AACLDPB,6,L,False,2022-01-31 20:43:49.759303+00:00
050,101AACLDSY,6,L,False,2022-01-31 20:43:49.759303+00:00
050,101ABCCLCS,6,L,False,2022-01-31 20:43:49.759303+00:00
050,101ABCCLSY,6,L,False,2022-01-31 20:43:49.759303+00:00
050,101ABCWPBG,6,L,False,2022-01-31 20:43:49.759303+00:00
050,101ABCWPMD,6,L,False,2022-01-31 20:43:49.759303+00:00
050,101ABCWPSM,6,L,False,2022-01-31 20:43:49.759303+00:00
050,101ACCCPWH,6,L,False,2022-01-31 20:43:49.759303+00:00
050,101ACCCPWN,6,L,False,2022-01-31 20:43:49.759303+00:00
050,101ACCWVWH,6,L,False,2022-01-31 20:43:49.759303+00:00
050,101ACCWVWN,6,L,False,2022-01-31 20:43:49.759303+00:00
050,102ADCLMBD,6,L,False,2022-01-31 20:43:49.759303+00:00
050,102ADCLMFC,6,L,False,2022-01-31 20:43:49.759303+00:00
050,102ADCLMHN,6,L,False,2022-01-31 20:43:49.759303+00:00
050,102ADCSLBR,6,L,False,2022-01-31 20:43:49.759303+00:00
050,102ADCSLHW,6,L,False,2022-01-31 20:43:49.759303+00:00
050,102ADCSLSW,6,L,False,2022-01-31 20:43:49.759303+00:00
050,102AECCSBD,6,L,False,2022-01-31 20:43:49.759303+00:00
050,102AECCSFC,6,L,False,2022-01-31 20:43:49.759303+00:00
050,102AECCSFR,6,L,False,2022-01-31 20:43:49.759303+00:00
050,102AECCSHN,6,L,False,2022-01-31 20:43:49.759303+00:00
050,102AECSDBS,6,L,False,2022-01-31 20:43:49.759303+00:00
050,102AECSDDS,6,L,False,2022-01-31 20:43:49.759303+00:00
050,102AECSDSS,6,L,False,2022-01-31 20:43:49.759303+00:00
050,102AFCTBAD,6,L,False,2022-01-31 20:43:49.759303+00:00
050,102AFCTBCH,6,L,False,2022-01-31 20:43:49.759303+00:00
050,102AFCTPPS,6,L,False,2022-01-31 20:43:49.759303+00:00
050,102AFCTPPW,6,L,False,2022-01-31 20:43:49.759303+00:00
050,201DFCBTPL,6,L,False,2022-01-31 20:43:49.759303+00:00
050,201DFCBTSL,6,L,False,2022-01-31 20:43:49.759303+00:00
050,201DFCICFC,6,L,False,2022-01-31 20:43:49.759303+00:00
050,201DFCICZF,6,L,False,2022-01-31 20:43:49.759303+00:00
050,201DFCYGFL,6,L,False,2022-01-31 20:43:49.759303+00:00
050,201DFCYGPL,6,L,False,2022-01-31 20:43:49.759303+00:00
050,201MPCMTDR,6,L,False,2022-01-31 20:43:49.759303+00:00
050,201MPCMTLG,6,L,False,2022-01-31 20:43:49.759303+00:00
050,201MPCPLDR,6,L,False,2022-01-31 20:43:49.759303+00:00
050,201MPCPLEG,6,L,False,2022-01-31 20:43:49.759303+00:00
050,201MPCPLWH,6,L,False,2022-01-31 20:43:49.759303+00:00
050,202ABCBRML,6,L,False,2022-01-31 20:43:49.759303+00:00
050,202ABCBRST,6,L,False,2022-01-31 20:43:49.759303+00:00
050,202ABCHDBL,6,L,False,2022-01-31 20:43:49.759303+00:00
050,202ABCHDPR,6,L,False,2022-01-31 20:43:49.759303+00:00
050,202ABCWNRD,6,L,False,2022-01-31 20:43:49.759303+00:00
050,202ABCWNWH,6,L,False,2022-01-31 20:43:49.759303+00:00
050,202CRCNSCL,6,L,False,2022-01-31 20:43:49.759303+00:00
050,202CRCNSPL,6,L,False,2022-01-31 20:43:49.759303+00:00
050,202CRCPLSD,6,L,False,2022-01-31 20:43:49.759303+00:00
050,202CRCSGCL,6,L,False,2022-01-31 20:43:49.759303+00:00
050,202CRCSGPL,6,L,False,2022-01-31 20:43:49.759303+00:00
050,202FJCMXFC,6,L,False,2022-01-31 20:43:49.759303+00:00
050,202FJCMXFR,6,L,False,2022-01-31 20:43:49.759303+00:00
050,202FJCPRFC,6,L,False,2022-01-31 20:43:49.759303+00:00
050,202FJCPRFR,6,L,False,2022-01-31 20:43:49.759303+00:00
050,301SSCBTPT,6,L,False,2022-01-31 20:43:49.759303+00:00
050,301SSCBTSK,6,L,False,2022-01-31 20:43:49.759303+00:00
050,301SSCHTH2,6,L,False,2022-01-31 20:43:49.759303+00:00
050,301SSCHTH5,6,L,False,2022-01-31 20:43:49.759303+00:00
050,301TVCLDCV,6,L,False,2022-01-31 20:43:49.759303+00:00
050,301TVCLDFT,6,L,False,2022-01-31 20:43:49.759303+00:00
050,301TVCPLP3,6,L,False,2022-01-31 20:43:49.759303+00:00
050,301TVCPLP4,6,L,False,2022-01-31 20:43:49.759303+00:00
050,301TVCPLP5,6,L,False,2022-01-31 20:43:49.759303+00:00
050,302DTCLNNT,6,L,False,2022-01-31 20:43:49.759303+00:00
050,302DTCLNSL,6,L,False,2022-01-31 20:43:49.759303+00:00
050,302DTCLNTW,6,L,False,2022-01-31 20:43:49.759303+00:00
050,302DTCWNNT,6,L,False,2022-01-31 20:43:49.759303+00:00
050,302DTCWNSL,6,L,False,2022-01-31 20:43:49.759303+00:00
050,302DTCWNTW,6,L,False,2022-01-31 20:43:49.759303+00:00
050,302LTCLNDR,6,L,False,2022-01-31 20:43:49.759303+00:00
050,302LTCLNGR,6,L,False,2022-01-31 20:43:49.759303+00:00
050,302LTCWNDR,6,L,False,2022-01-31 20:43:49.759303+00:00
050,302LTCWNGM,6,L,False,2022-01-31 20:43:49.759303+00:00
