mandt,spras,kokrs,kostl,datbi,ktext,ltext,mctxt,operation_flag,is_deleted,recordstamp
800,F,1000,SEMB181200,9999-12-31,Brewery-Group18,Brewery-Group18,BREWERY-GROUP18,L,False,2021-07-27 03:11:02.714509+00:00
800,E,1000,SEMB181200,9999-12-31,Brewery-Group18,Brewery-Group18,BREWERY-GROUP18,L,False,2021-07-27 03:11:02.714509+00:00
800,P,1000,SEMB181200,9999-12-31,Brewery-Group18,Brewery-Group18,BREWERY-GROUP18,L,False,2021-07-27 03:11:02.714509+00:00
800,1,1000,SEMB181200,9999-12-31,Brewery-Group18,Brewery-Group18,BREWERY-GROUP18,L,False,2021-07-27 03:11:02.714509+00:00
800,5,1000,SEMB181200,9999-12-31,Brewery-Group18,Brewery-Group18,BREWERY-GROUP18,L,False,2021-07-27 03:11:02.714509+00:00
800,G,1000,SEMB181200,9999-12-31,Brewery-Group18,Brewery-Group18,BREWERY-GROUP18,L,False,2021-07-27 03:11:02.714509+00:00
800,6,1000,SEMC181200,9999-12-31,Brewery-Group18,Brewery-Group18,BREWERY-GROUP18,L,False,2021-07-27 03:11:02.714509+00:00
800,S,1000,SEMC181200,9999-12-31,Brewery-Group18,Brewery-Group18,BREWERY-GROUP18,L,False,2021-07-27 03:11:02.714509+00:00
800,W,1000,SEMC181200,9999-12-31,Brewery-Group18,Brewery-Group18,BREWERY-GROUP18,L,False,2021-07-27 03:11:02.714509+00:00
800,R,1000,SEMC181200,9999-12-31,Brewery-Group18,Brewery-Group18,BREWERY-GROUP18,L,False,2021-07-27 03:11:02.714509+00:00
800,P,1000,SEMC181200,9999-12-31,Brewery-Group18,Brewery-Group18,BREWERY-GROUP18,L,False,2021-07-27 03:11:02.714509+00:00
800,G,1000,SEMC181200,9999-12-31,Brewery-Group18,Brewery-Group18,BREWERY-GROUP18,L,False,2021-07-27 03:11:02.714509+00:00
800,F,1000,SEMC181200,9999-12-31,Brewery-Group18,Brewery-Group18,BREWERY-GROUP18,L,False,2021-07-27 03:11:02.714509+00:00
800,E,1000,SEMC181200,9999-12-31,Brewery-Group18,Brewery-Group18,BREWERY-GROUP18,L,False,2021-07-27 03:11:02.714509+00:00
800,d,1000,SEMC181200,9999-12-31,Brewery-Group18,Brewery-Group18,BREWERY-GROUP18,L,False,2021-07-27 03:11:02.714509+00:00
800,1,1000,SEMC181200,9999-12-31,Brewery-Group18,Brewery-Group18,BREWERY-GROUP18,L,False,2021-07-27 03:11:02.714509+00:00
800,4,1000,SEMC181200,9999-12-31,Brewery-Group18,Brewery-Group18,BREWERY-GROUP18,L,False,2021-07-27 03:11:02.714509+00:00
800,5,1000,SEMC181200,9999-12-31,Brewery-Group18,Brewery-Group18,BREWERY-GROUP18,L,False,2021-07-27 03:11:02.714509+00:00
800,F,1000,SEMD181200,9999-12-31,Brewery-Group18,Brewery-Group18,BREWERY-GROUP18,L,False,2021-07-27 03:11:02.714509+00:00
800,1,1000,SEMD181200,9999-12-31,Brewery-Group18,Brewery-Group18,BREWERY-GROUP18,L,False,2021-07-27 03:11:02.714509+00:00
800,5,1000,SEMD181200,9999-12-31,Brewery-Group18,Brewery-Group18,BREWERY-GROUP18,L,False,2021-07-27 03:11:02.714509+00:00
800,6,1000,SEMD181200,9999-12-31,Brewery-Group18,Brewery-Group18,BREWERY-GROUP18,L,False,2021-07-27 03:11:02.714509+00:00
800,E,1000,SEMD181200,9999-12-31,Brewery-Group18,Brewery-Group18,BREWERY-GROUP18,L,False,2021-07-27 03:11:02.714509+00:00
800,P,1000,SEMD181200,9999-12-31,Brewery-Group18,Brewery-Group18,BREWERY-GROUP18,L,False,2021-07-27 03:11:02.714509+00:00
800,4,1000,SEMD181200,9999-12-31,Brewery-Group18,Brewery-Group18,BREWERY-GROUP18,L,False,2021-07-27 03:11:02.714509+00:00
800,W,1000,SEMD181200,9999-12-31,Brewery-Group18,Brewery-Group18,BREWERY-GROUP18,L,False,2021-07-27 03:11:02.714509+00:00
800,G,1000,SEMD181200,9999-12-31,Brewery-Group18,Brewery-Group18,BREWERY-GROUP18,L,False,2021-07-27 03:11:02.714509+00:00
800,d,1000,SEMD181200,9999-12-31,Brewery-Group18,Brewery-Group18,BREWERY-GROUP18,L,False,2021-07-27 03:11:02.714509+00:00
800,R,1000,SEMD181200,9999-12-31,Brewery-Group18,Brewery-Group18,BREWERY-GROUP18,L,False,2021-07-27 03:11:02.714509+00:00
800,S,1000,SEMD181200,9999-12-31,Brewery-Group18,Brewery-Group18,BREWERY-GROUP18,L,False,2021-07-27 03:11:02.714509+00:00
800,E,1000,SEMG181200,9999-12-31,Brewery-Group18,Brewery-Group18,BREWERY-GROUP18,L,False,2021-07-27 03:11:02.714509+00:00
800,W,1000,SEMG181200,9999-12-31,Brewery-Group18,Brewery-Group18,BREWERY-GROUP18,L,False,2021-07-27 03:11:02.714509+00:00
800,4,1000,SEMG181200,9999-12-31,Brewery-Group18,Brewery-Group18,BREWERY-GROUP18,L,False,2021-07-27 03:11:02.714509+00:00
800,R,1000,SEMG181200,9999-12-31,Brewery-Group18,Brewery-Group18,BREWERY-GROUP18,L,False,2021-07-27 03:11:02.714509+00:00
800,1,1000,SEMG181200,9999-12-31,Brewery-Group18,Brewery-Group18,BREWERY-GROUP18,L,False,2021-07-27 03:11:02.714509+00:00
800,5,1000,SEMG181200,9999-12-31,Brewery-Group18,Brewery-Group18,BREWERY-GROUP18,L,False,2021-07-27 03:11:02.714509+00:00
800,d,1000,SEMG181200,9999-12-31,Brewery-Group18,Brewery-Group18,BREWERY-GROUP18,L,False,2021-07-27 03:11:02.714509+00:00
800,P,1000,SEMG181200,9999-12-31,Brewery-Group18,Brewery-Group18,BREWERY-GROUP18,L,False,2021-07-27 03:11:02.714509+00:00
800,G,1000,SEMG181200,9999-12-31,Brewery-Group18,Brewery-Group18,BREWERY-GROUP18,L,False,2021-07-27 03:11:02.714509+00:00
800,F,1000,SEMG181200,9999-12-31,Brewery-Group18,Brewery-Group18,BREWERY-GROUP18,L,False,2021-07-27 03:11:02.714509+00:00
800,S,1000,SEMG181200,9999-12-31,Brewery-Group18,Brewery-Group18,BREWERY-GROUP18,L,False,2021-07-27 03:11:02.714509+00:00
800,6,1000,SEMG181200,9999-12-31,Brewery-Group18,Brewery-Group18,BREWERY-GROUP18,L,False,2021-07-27 03:11:02.714509+00:00
800,5,1000,SEMA191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,F,1000,SEMA191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,S,1000,SEMA191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,G,1000,SEMA191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,d,1000,SEMA191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,W,1000,SEMA191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,1,1000,SEMA191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,6,1000,SEMA191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,E,1000,SEMA191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,P,1000,SEMA191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,R,1000,SEMA191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,4,1000,SEMA191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,d,1000,SEMB191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,G,1000,SEMB191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,E,1000,SEMB191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,6,1000,SEMB191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,4,1000,SEMB191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,5,1000,SEMB191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,P,1000,SEMB191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,1,1000,SEMB191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,R,1000,SEMB191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,S,1000,SEMB191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,F,1000,SEMB191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,W,1000,SEMB191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,1,1000,SEMC191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,G,1000,SEMC191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,F,1000,SEMC191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,P,1000,SEMC191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,5,1000,SEMC191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,R,1000,SEMC191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,4,1000,SEMC191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,E,1000,SEMC191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,d,1000,SEMC191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,W,1000,SEMC191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,6,1000,SEMC191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,S,1000,SEMC191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,4,1000,SEMD191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,F,1000,SEMD191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,G,1000,SEMD191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,5,1000,SEMD191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,d,1000,SEMD191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,E,1000,SEMD191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,P,1000,SEMD191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,6,1000,SEMD191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,S,1000,SEMD191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,R,1000,SEMD191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,W,1000,SEMD191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,1,1000,SEMD191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,R,1000,SEMG191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,W,1000,SEMG191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,6,1000,SEMG191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,G,1000,SEMG191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,5,1000,SEMG191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,d,1000,SEMG191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,F,1000,SEMG191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,S,1000,SEMG191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,1,1000,SEMG191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,4,1000,SEMG191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,E,1000,SEMG191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,P,1000,SEMG191200,9999-12-31,Brewery-Group19,Brewery-Group19,BREWERY-GROUP19,L,False,2021-07-27 03:11:02.714509+00:00
800,4,1000,SEMA201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,E,1000,SEMA201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,F,1000,SEMA201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,P,1000,SEMA201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,W,1000,SEMA201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,S,1000,SEMA201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,6,1000,SEMA201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,R,1000,SEMA201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,G,1000,SEMA201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,5,1000,SEMA201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,d,1000,SEMA201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,1,1000,SEMA201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,G,1000,SEMB201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,4,1000,SEMB201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,d,1000,SEMB201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,F,1000,SEMB201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,P,1000,SEMB201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,W,1000,SEMB201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,6,1000,SEMB201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,S,1000,SEMB201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,R,1000,SEMB201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,1,1000,SEMB201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,5,1000,SEMB201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,E,1000,SEMB201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,W,1000,SEMC201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,F,1000,SEMC201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,P,1000,SEMC201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,d,1000,SEMC201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,5,1000,SEMC201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,4,1000,SEMC201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,E,1000,SEMC201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,R,1000,SEMC201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,6,1000,SEMC201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,G,1000,SEMC201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,1,1000,SEMC201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,S,1000,SEMC201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,W,1000,SEMD201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,6,1000,SEMD201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,P,1000,SEMD201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,d,1000,SEMD201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,F,1000,SEMD201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,5,1000,SEMD201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,G,1000,SEMD201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,S,1000,SEMD201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,4,1000,SEMD201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,1,1000,SEMD201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,R,1000,SEMD201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,E,1000,SEMD201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,E,1000,SEMG201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,R,1000,SEMG201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,d,1000,SEMG201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,1,1000,SEMG201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,S,1000,SEMG201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,G,1000,SEMG201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,6,1000,SEMG201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,W,1000,SEMG201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,F,1000,SEMG201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,5,1000,SEMG201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,4,1000,SEMG201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,P,1000,SEMG201200,9999-12-31,Brewery-Group20,Brewery-Group20,BREWERY-GROUP20,L,False,2021-07-27 03:11:02.714509+00:00
800,1,1000,SEMA211200,9999-12-31,Brewery-Group21,Brewery-Group21,BREWERY-GROUP21,L,False,2021-07-27 03:11:02.714509+00:00
800,S,1000,SEMA211200,9999-12-31,Brewery-Group21,Brewery-Group21,BREWERY-GROUP21,L,False,2021-07-27 03:11:02.714509+00:00
800,R,1000,SEMA211200,9999-12-31,Brewery-Group21,Brewery-Group21,BREWERY-GROUP21,L,False,2021-07-27 03:11:02.714509+00:00
800,G,1000,SEMA211200,9999-12-31,Brewery-Group21,Brewery-Group21,BREWERY-GROUP21,L,False,2021-07-27 03:11:02.714509+00:00
800,E,1000,SEMA211200,9999-12-31,Brewery-Group21,Brewery-Group21,BREWERY-GROUP21,L,False,2021-07-27 03:11:02.714509+00:00
800,P,1000,SEMA211200,9999-12-31,Brewery-Group21,Brewery-Group21,BREWERY-GROUP21,L,False,2021-07-27 03:11:02.714509+00:00
800,4,1000,SEMA211200,9999-12-31,Brewery-Group21,Brewery-Group21,BREWERY-GROUP21,L,False,2021-07-27 03:11:02.714509+00:00
800,F,1000,SEMA211200,9999-12-31,Brewery-Group21,Brewery-Group21,BREWERY-GROUP21,L,False,2021-07-27 03:11:02.714509+00:00
800,W,1000,SEMA211200,9999-12-31,Brewery-Group21,Brewery-Group21,BREWERY-GROUP21,L,False,2021-07-27 03:11:02.714509+00:00
800,5,1000,SEMA211200,9999-12-31,Brewery-Group21,Brewery-Group21,BREWERY-GROUP21,L,False,2021-07-27 03:11:02.714509+00:00
800,6,1000,SEMA211200,9999-12-31,Brewery-Group21,Brewery-Group21,BREWERY-GROUP21,L,False,2021-07-27 03:11:02.714509+00:00
800,d,1000,SEMA211200,9999-12-31,Brewery-Group21,Brewery-Group21,BREWERY-GROUP21,L,False,2021-07-27 03:11:02.714509+00:00
800,5,1000,SEMB211200,9999-12-31,Brewery-Group21,Brewery-Group21,BREWERY-GROUP21,L,False,2021-07-27 03:11:02.714509+00:00
800,S,1000,SEMB211200,9999-12-31,Brewery-Group21,Brewery-Group21,BREWERY-GROUP21,L,False,2021-07-27 03:11:02.714509+00:00
800,4,1000,SEMB211200,9999-12-31,Brewery-Group21,Brewery-Group21,BREWERY-GROUP21,L,False,2021-07-27 03:11:02.714509+00:00
800,P,1000,SEMB211200,9999-12-31,Brewery-Group21,Brewery-Group21,BREWERY-GROUP21,L,False,2021-07-27 03:11:02.714509+00:00
800,E,1000,SEMB211200,9999-12-31,Brewery-Group21,Brewery-Group21,BREWERY-GROUP21,L,False,2021-07-27 03:11:02.714509+00:00
800,F,1000,SEMB211200,9999-12-31,Brewery-Group21,Brewery-Group21,BREWERY-GROUP21,L,False,2021-07-27 03:11:02.714509+00:00
800,R,1000,SEMB211200,9999-12-31,Brewery-Group21,Brewery-Group21,BREWERY-GROUP21,L,False,2021-07-27 03:11:02.714509+00:00
800,W,1000,SEMB211200,9999-12-31,Brewery-Group21,Brewery-Group21,BREWERY-GROUP21,L,False,2021-07-27 03:11:02.714509+00:00
800,6,1000,SEMB211200,9999-12-31,Brewery-Group21,Brewery-Group21,BREWERY-GROUP21,L,False,2021-07-27 03:11:02.714509+00:00
800,1,1000,SEMB211200,9999-12-31,Brewery-Group21,Brewery-Group21,BREWERY-GROUP21,L,False,2021-07-27 03:11:02.714509+00:00
800,G,1000,SEMB211200,9999-12-31,Brewery-Group21,Brewery-Group21,BREWERY-GROUP21,L,False,2021-07-27 03:11:02.714509+00:00
