mandt,bukrs,butxt,ort01,land1,waers,spras,ktopl,waabw,periv,kokfi,rcomp,adrnr,stceg,fikrs,xfmco,xfmcb,xfmca,txjcd,fmhrdate,buvar,fdbuk,xfdis,xvalv,xskfn,kkber,xmwsn,mregl,xgsbe,xgjrv,xkdft,xprod,xeink,xjvaa,xvvwa,xslta,xfdmm,xfdsd,xextb,ebukr,ktop2,umkrs,bukrs_glob,fstva,opvar,xcovr,txkrs,wfvar,xbbbf,xbbbe,xbbba,xbbko,xstdt,mwskv,mwska,impda,xnegp,xkkbi,wt_newwt,pp_pdate,infmt,fstvare,kopim,dkweg,offsacct,bapovar,xcos,xcession,xsplt,surccm,dtprov,dtamtc,dttaxc,dttdsp,dtaxr,xvatdate,pst_per_var,xbbsc,f_obsolete,fm_derive_acc,operation_flag,is_deleted,recordstamp
100,0001,SAP A.G.,Walldorf,DE,EUR,E,INT,10,K4,2,,,,,,,,,,,,,,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,0001,,,,,,V0,A0,1,,X,,,,FMRE,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
000,0MB1,IS-B Musterbank Deutschl.,Walldorf,DE,EUR,D,0MB1,,K4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
001,0MB1,IS-B Musterbank Deutschl.,Walldorf,DE,EUR,D,0MB1,,K4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,0MB1,IS-B Musterbank Deutschl.,Walldorf,DE,EUR,D,0MB1,,K4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,0MB1,IS-B Musterbank Deutschl.,Walldorf,DE,EUR,D,0MB1,,K4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,0MB1,IS-B Musterbank Deutschl.,Walldorf,DE,EUR,D,0MB1,,K4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,0MB1,IS-B Musterbank Deutschl.,Walldorf,DE,EUR,D,0MB1,,K4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,0MB1,IS-B Musterbank Deutschl.,Walldorf,DE,EUR,E,0MB1,,K4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,0MB1,IS-B Musterbank Deutschl.,Walldorf,DE,EUR,E,0MB1,,K4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
000,AE01,Country Template AE,Dubai,AE,AED,E,INT,,K4,1,,0000023021,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
001,AE01,Country Template AE,Dubai,AE,AED,E,INT,,K4,1,,0000023021,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,AE01,Country Template AE,Dubai,AE,AED,E,INT,,K4,1,,0000023021,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,AE01,Country Template AE,Dubai,AE,AED,E,INT,,K4,1,,0000023021,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,AE01,Country Template AE,Dubai,AE,AED,E,INT,,K4,1,,0000023021,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,AE01,Country Template AE,Dubai,AE,AED,E,INT,,K4,1,,0000023021,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,AE01,Country Template AE,Dubai,AE,AED,E,INT,,K4,1,,0000023021,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
000,AR01,Country Template AR,Argentinien,AR,ARS,S,INT,,K4,,,,,,,,,,,2,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,C0,D0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
001,AR01,Country Template AR,Argentinien,AR,ARS,S,INT,,K4,,,,,,,,,,,2,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,C0,D0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,AR01,Country Template AR,Argentinien,AR,ARS,S,INT,,K4,,,,,,,,,,,2,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,C0,D0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,AR01,Country Template AR,Argentinien,AR,ARS,S,INT,,K4,,,,,,,,,,,2,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,C0,D0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,AR01,Country Template AR,Argentinien,AR,ARS,S,INT,,K4,,,,,,,,,,,2,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,C0,D0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,AR01,Country Template AR,Argentinien,AR,ARS,S,INT,,K4,,,,,,,,,,,2,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,C0,D0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,AR01,Country Template AR,Argentinien,AR,ARS,E,INT,,K4,,,,,,,,,,,2,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,C0,D0,,,,X,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,AR01,Country Template AR,Argentinien,AR,ARS,E,INT,,K4,,,,,,,,,,,2,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,C0,D0,,,,X,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
000,ARG1,Country Template AR,Argentinien,AR,ARS,S,INT,10,K4,,,,,,,,,,,2,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
001,ARG1,Country Template AR,Argentinien,AR,ARS,S,INT,10,K4,,,,,,,,,,,2,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,ARG1,Country Template AR,Argentinien,AR,ARS,S,INT,10,K4,,,,,,,,,,,2,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,ARG1,Country Template AR,Argentinien,AR,ARS,S,INT,10,K4,,,,,,,,,,,2,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,ARG1,Country Template AR,Argentinien,AR,ARS,S,INT,10,K4,,,,,,,,,,,2,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,ARG1,Country Template AR,Argentinien,AR,ARS,S,INT,10,K4,,,,,,,,,,,2,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,ARG1,Country Template AR,Argentinien,AR,ARS,E,INT,10,K4,,,,,,,,,,,2,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,ARG1,Country Template AR,Argentinien,AR,ARS,E,INT,10,K4,,,,,,,,,,,2,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
000,BR01,Country Template BR,Brazil,BR,BRL,P,INT,10,K4,,,,,,,,,,,2,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,I0,A0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
001,BR01,Country Template BR,Brazil,BR,BRL,P,INT,10,K4,,,,,,,,,,,2,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,I0,A0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,BR01,Country Template BR,Brazil,BR,BRL,P,INT,10,K4,,,,,,,,,,,2,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,I0,A0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,BR01,Country Template BR,Brazil,BR,BRL,P,INT,10,K4,,,,,,,,,,,2,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,I0,A0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,BR01,Country Template BR,Brazil,BR,BRL,P,INT,10,K4,,,,,,,,,,,2,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,I0,A0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,BR01,Country Template BR,Brazil,BR,BRL,P,INT,10,K4,,,,,,,,,,,2,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,I0,A0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,BR01,Country Template BR,Brazil,BR,BRL,E,INT,10,K4,,,,,,,,,,,2,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,I0,A0,,,,X,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,BR01,Country Template BR,Brazil,BR,BRL,E,INT,10,K4,,,,,,,,,,,2,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,I0,A0,,,,X,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
000,CL01,Country Template CL,Chile,CL,CLP,S,INT,10,K4,,,0000022910,,,,,,,,2,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,C0,D0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
001,CL01,Country Template CL,Chile,CL,CLP,S,INT,10,K4,,,0000022910,,,,,,,,2,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,C0,D0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,CL01,Country Template CL,Chile,CL,CLP,S,INT,10,K4,,,0000022910,,,,,,,,2,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,C0,D0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,CL01,Country Template CL,Chile,CL,CLP,S,INT,10,K4,,,0000022910,,,,,,,,2,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,C0,D0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,CL01,Country Template CL,Chile,CL,CLP,S,INT,10,K4,,,0000022910,,,,,,,,2,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,C0,D0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,CL01,Country Template CL,Chile,CL,CLP,S,INT,10,K4,,,0000022910,,,,,,,,2,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,C0,D0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,CL01,Country Template CL,Chile,CL,CLP,E,INT,10,K4,,,0000022910,,,,,,,,2,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,C0,D0,,,,X,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,CL01,Country Template CL,Chile,CL,CLP,E,INT,10,K4,,,0000022910,,,,,,,,2,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,C0,D0,,,,X,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
000,CN01,Country Template CN,China,CN,CNY,1,CACN,10,K1,2,,,,,,,,,,2,,,X,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,J0,X0,,X,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
001,CN01,Country Template CN,China,CN,CNY,1,CACN,10,K1,2,,,,,,,,,,2,,,X,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,J0,X0,,X,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,CN01,Country Template CN,China,CN,CNY,1,CACN,10,K1,2,,,,,,,,,,2,,,X,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,J0,X0,,X,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,CN01,Country Template CN,China,CN,CNY,1,CACN,10,K1,2,,,,,,,,,,2,,,X,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,J0,X0,,X,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,CN01,Country Template CN,China,CN,CNY,1,CACN,10,K1,2,,,,,,,,,,2,,,X,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,J0,X0,,X,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,CN01,Country Template CN,China,CN,CNY,1,CACN,10,K1,2,,,,,,,,,,2,,,X,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,J0,X0,,X,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,CN01,Country Template CN,China,CN,CNY,E,CACN,10,K1,2,,,,,,,,,,2,,,X,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,J0,X0,,X,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,CN01,Country Template CN,China,CN,CNY,E,CACN,10,K1,2,,,,,,,,,,2,,,X,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,J0,X0,,X,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
000,CZ01,Country Template CZ,Czech Republic,CZ,CZK,C,CACZ,05,K4,2,,,CZ1234567890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,I0,E0,,X,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
001,CZ01,Country Template CZ,Czech Republic,CZ,CZK,C,CACZ,05,K4,2,,,CZ1234567890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,I0,E0,,X,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,CZ01,Country Template CZ,Czech Republic,CZ,CZK,C,CACZ,05,K4,2,,,CZ1234567890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,I0,E0,,X,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,CZ01,Country Template CZ,Czech Republic,CZ,CZK,C,CACZ,05,K4,2,,,CZ1234567890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,I0,E0,,X,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,CZ01,Country Template CZ,Czech Republic,CZ,CZK,C,CACZ,05,K4,2,,,CZ1234567890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,I0,E0,,X,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,CZ01,Country Template CZ,Czech Republic,CZ,CZK,C,CACZ,05,K4,2,,,CZ1234567890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,I0,E0,,X,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,CZ01,Country Template CZ,Czech Republic,CZ,CZK,E,CACZ,05,K4,2,,,CZ1234567890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,I0,E0,,X,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,CZ01,Country Template CZ,Czech Republic,CZ,CZK,E,CACZ,05,K4,2,,,CZ1234567890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,I0,E0,,X,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
000,FI01,Country Template FI,Finland,FI,EUR,U,CAFI,,K4,2,,,FI12345678,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,S0,V0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
001,FI01,Country Template FI,Finland,FI,EUR,U,CAFI,,K4,2,,,FI12345678,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,S0,V0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,FI01,Country Template FI,Finland,FI,EUR,U,CAFI,,K4,2,,,FI12345678,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,S0,V0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,FI01,Country Template FI,Finland,FI,EUR,U,CAFI,,K4,2,,,FI12345678,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,S0,V0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,FI01,Country Template FI,Finland,FI,EUR,U,CAFI,,K4,2,,,FI12345678,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,S0,V0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,FI01,Country Template FI,Finland,FI,EUR,U,CAFI,,K4,2,,,FI12345678,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,S0,V0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,FI01,Country Template FI,Finland,FI,EUR,E,CAFI,,K4,2,,,FI12345678,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,S0,V0,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,FI01,Country Template FI,Finland,FI,EUR,E,CAFI,,K4,2,,,FI12345678,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,S0,V0,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
000,HK01,Country Template HK,Hong Kong,HK,HKD,E,INT,10,K4,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
001,HK01,Country Template HK,Hong Kong,HK,HKD,E,INT,10,K4,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,HK01,Country Template HK,Hong Kong,HK,HKD,E,INT,10,K4,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,HK01,Country Template HK,Hong Kong,HK,HKD,E,INT,10,K4,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,HK01,Country Template HK,Hong Kong,HK,HKD,E,INT,10,K4,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,HK01,Country Template HK,Hong Kong,HK,HKD,E,INT,10,K4,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,HK01,Country Template HK,Hong Kong,HK,HKD,E,INT,10,K4,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
000,IE01,Country Template IE,Ireland,IE,EUR,E,INT,10,K4,,,,IE12345678,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,I0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
001,IE01,Country Template IE,Ireland,IE,EUR,E,INT,10,K4,,,,IE12345678,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,I0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,IE01,Country Template IE,Ireland,IE,EUR,E,INT,10,K4,,,,IE12345678,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,I0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,IE01,Country Template IE,Ireland,IE,EUR,E,INT,10,K4,,,,IE12345678,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,I0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,IE01,Country Template IE,Ireland,IE,EUR,E,INT,10,K4,,,,IE12345678,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,I0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,IE01,Country Template IE,Ireland,IE,EUR,E,INT,10,K4,,,,IE12345678,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,I0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,IE01,Country Template IE,Ireland,IE,EUR,E,INT,10,K4,,,,IE12345678,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,0001,0001,,,,,,,,,I0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
000,KR01,Country Template KR,Seoul,KR,KRW,3,CAKR,10,K4,2,,,,,,,,,,,,,X,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,X,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
001,KR01,Country Template KR,Seoul,KR,KRW,3,CAKR,10,K4,2,,,,,,,,,,,,,X,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,X,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,KR01,Country Template KR,Seoul,KR,KRW,3,CAKR,10,K4,2,,,,,,,,,,,,,X,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,X,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,KR01,Country Template KR,Seoul,KR,KRW,3,CAKR,10,K4,2,,,,,,,,,,,,,X,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,X,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,KR01,Country Template KR,Seoul,KR,KRW,3,CAKR,10,K4,2,,,,,,,,,,,,,X,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,X,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,KR01,Country Template KR,Seoul,KR,KRW,3,CAKR,10,K4,2,,,,,,,,,,,,,X,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,X,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
050,KR01,Country Template KR,Seoul,KR,KRW,E,CAKR,10,K4,2,,,,,,,,,,,,,X,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,X,,X,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,KR01,Country Template KR,Seoul,KR,KRW,E,CAKR,10,K4,2,,,,,,,,,,,,,X,,0001,,,,X,,,,,,,,,,,,,,0001,0001,,,,,,,,,V0,A0,,X,,X,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
