mandt,rldnr,gcurr,class,typ,trcur,lccur,rccur,occur,quant,atqnt,tab,rcopy,shkz,glsip,vortrag,dldnr,xdldnr,curt1,curt2,curt3,v2post,lctyp,fix,post,rollup,depld,appl,subappl,komp,gzledger,exit,kldnr,logsys,valutyp,gcompress,splitmethd,date_det_poper,glflex,xleading,orient_ledger,avg_rollup,xcash_ledger,operation_flag,is_deleted,recordstamp
001,0F,,,0,X,X,X,,X,,GLFUNCT,,X,X,X,,,10,30,,,,,X,,,FI,SL,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
050,0F,,,0,X,X,X,,X,,GLFUNCT,,X,X,X,,,10,30,,,,,X,,,FI,SL,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
100,0F,,,0,X,X,X,,X,,GLFUNCT,,X,X,X,,,10,30,,,,,X,,,FI,SL,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
200,0F,,,0,X,X,X,,X,,GLFUNCT,,X,X,X,,,10,30,,,,,X,,,FI,SL,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
250,0F,,,0,X,X,X,,X,,GLFUNCT,,X,X,X,,,10,30,,,,,X,,,FI,SL,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
100,0F,,,0,X,X,X,,X,,GLFUNCT,,X,X,X,,,10,30,,,,,X,,,FI,SL,,,,,,,,,,,,,,,I,False,2022-04-21 15:18:14.614641+00:00
000,7R,,,,X,X,X,,X,,PCRRETAILT,,X,X,X,,,10,30,,,,,X,,,FI,SL,,,,,,,X,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
001,7R,,,,X,X,X,,X,,PCRRETAILT,,X,X,X,,,10,30,,,,,X,,,FI,SL,,,,,,,X,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
050,7R,,,,X,X,X,,X,,PCRRETAILT,,X,X,X,,,10,30,,,,,X,,,FI,SL,,,,,,,X,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
100,7R,,,,X,X,X,,X,,PCRRETAILT,,X,X,X,,,10,30,,,,,X,,,FI,SL,,,,,,,X,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
200,7R,,,,X,X,X,,X,,PCRRETAILT,,X,X,X,,,10,30,,,,,X,,,FI,SL,,,,,,,X,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
250,7R,,,,X,X,X,,X,,PCRRETAILT,,X,X,X,,,10,30,,,,,X,,,FI,SL,,,,,,,X,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
100,7R,,,,X,X,X,,X,,PCRRETAILT,,X,X,X,,,10,30,,,,,X,,,FI,SL,,,,,,,X,,,,,,,,I,False,2022-04-21 15:18:14.614641+00:00
000,90,,,,X,X,,,,,GMIT,,,X,,,,10,,,,,,X,X,,FI,SL,,,,,,,X,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
001,90,,,,X,X,,,,,GMIT,,,X,,,,10,,,,,,X,X,,FI,SL,,,,,,,X,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
050,90,,,,X,X,,,,,GMIT,,,X,,,,10,,,,,,X,X,,FI,SL,,,,,,,X,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
100,90,,,,X,X,,,,,GMIT,,,X,,,,10,,,,,,X,X,,FI,SL,,,,,,,X,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
200,90,,,,X,X,,,,,GMIT,,,X,,,,10,,,,,,X,X,,FI,SL,,,,,,,X,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
250,90,,,,X,X,,,,,GMIT,,,X,,,,10,,,,,,X,X,,FI,SL,,,,,,,X,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
100,90,,,,X,X,,,,,GMIT,,,X,,,,10,,,,,,X,X,,FI,SL,,,,,,,X,,,,,,,,I,False,2022-04-21 15:18:14.614641+00:00
000,9K,,,,X,X,,,,,GMAVCT,,,,,,,10,,,,,X,X,,,FI,SL,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
001,9K,,,,X,X,,,,,GMAVCT,,,,,,,10,,,,,X,X,,,FI,SL,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
050,9K,,,,X,X,,,,,GMAVCT,,,,,,,10,,,,,X,X,,,FI,SL,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
100,9K,,,,X,X,,,,,GMAVCT,,,,,,,10,,,,,X,X,,,FI,SL,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
200,9K,,,,X,X,,,,,GMAVCT,,,,,,,10,,,,,X,X,,,FI,SL,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
250,9K,,,,X,X,,,,,GMAVCT,,,,,,,10,,,,,X,X,,,FI,SL,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
100,9K,,,,X,X,,,,,GMAVCT,,,,,,,10,,,,,X,X,,,FI,SL,,,,,,,,,,,,,,,I,False,2022-04-21 15:18:14.614641+00:00
000,9P,,,,X,X,X,,,,FMCCAVCT,,,,,,,10,30,,,,X,X,,,FI,SL,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
001,9P,,,,X,X,X,,,,FMCCAVCT,,,,,,,10,30,,,,X,X,,,FI,SL,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
050,9P,,,,X,X,X,,,,FMCCAVCT,,,,,,,10,30,,,,X,X,,,FI,SL,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
100,9P,,,,X,X,X,,,,FMCCAVCT,,,,,,,10,30,,,,X,X,,,FI,SL,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
200,9P,,,,X,X,X,,,,FMCCAVCT,,,,,,,10,30,,,,X,X,,,FI,SL,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
250,9P,,,,X,X,X,,,,FMCCAVCT,,,,,,,10,30,,,,X,X,,,FI,SL,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
100,9P,,,,X,X,X,,,,FMCCAVCT,,,,,,,10,30,,,,X,X,,,FI,SL,,,,,,,,,,,,,,,I,False,2022-04-21 15:18:14.614641+00:00
800,9E,,,,X,X,,,,,FMIT,,,,,,,10,,,,,X,X,,,FI,FM,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,9D,,,,X,X,,,,,FMIT,,,,,,,A0,,,,,X,X,,,FI,FM,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,9C,,,,X,X,,,,,FMIT,,,X,,,,A0,,,,,X,X,,,FI,FM,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,9A,,,,X,X,,,,,FMIT,,,,,,,A0,,,,,X,X,,,FI,FM,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,9B,,,,X,X,,,,,FMIT,,,,,,,A0,,,,,X,X,,,FI,FM,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,9G,,,,X,X,,,,,FMBDT,,,X,,,,A0,,,,,X,X,,,FI,FM,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,9F,,,,X,X,,,,,FMBDT,,,X,,,,A0,,,,,X,X,,,FI,FM,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,9J,,,,X,X,,,,,FMBDT,,,X,,,,A0,,,,,X,X,,,FI,FM,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,9M,,,,X,X,,,,,FMRBT,,,X,,,,A0,,,,,X,X,,,FI,FM,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,9N,,,,X,X,,,,,FMRBT,,,X,,,,A0,,,,,X,X,,,FI,FM,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,P1,,,,X,X,,,,,FMAVCT,,,,,,,A0,,,,,X,X,,,FI,FM,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,9H,,,,X,X,,,,,FMAVCT,,,,,,,A0,,,,,X,X,,,FI,FM,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,9I,,,,X,X,,,,,FMAVCT,,,,,,,A0,,,,,X,X,,,FI,FM,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,9K,,,,X,X,,,,,GMAVCT,,,,,,,10,,,,,X,X,,,FI,SL,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,Z4,,,,X,,,,,,FBICRC001T,,,X,,,,,,,,,,X,,,FI,SL,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,Z5,,,,X,,,,,,FBICRC002T,,,X,,,,,,,,,,X,,,FI,SL,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,Z3,,,,X,,,,,,FBICRC003T,,,X,,,,,,,,,,X,,,FI,SL,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,L4,,,0,X,,,,,,GLT0,,X,,X,,,60,30,,,,X,X,,,FI,GL,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,L3,,,0,X,,,,,,GLT0,,X,,X,,,10,30,,,,X,X,,,FI,GL,,,,,,2,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,0R,,,0,X,X,,,,,GLT0,,X,,X,,,10,30,,,,X,X,,X,FI,GL,,,,00,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,00,,,0,X,X,,,,,GLT0,,X,,X,,,10,30,,,,X,X,,,FI,GL,,,,0R,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,L1,,,0,X,,,,,,GLT0,,X,,X,,,50,30,,,,X,X,,,FI,GL,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,L2,,,0,X,,,,,,GLT0,,X,,X,,,40,30,,,,X,X,,,FI,GL,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,Z2,,,,X,X,X,,X,X,ZZ001T,,X,X,X,ZB,,10,30,,,,,X,X,,FI,SL,,,G02,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,ZB,,,,X,X,X,,X,X,ZZ001T,,X,X,X,Z2,,10,30,,,,,X,X,X,FI,SL,,,G02,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,Z1,,,0,X,X,X,,X,X,ZZ001T,,X,X,X,ZA,,10,30,,,,,X,X,,FI,SL,,,G01,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,LQ,,,0,X,X,X,,X,,GLFUNCT,,X,X,X,,,10,30,,,,,X,,,FI,SL,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,BW,,,0,X,X,X,,X,,GLFUNCT,,X,X,X,,,10,30,,,,,X,,,FI,SL,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,LF,,,0,X,X,X,,X,,GLFUNCT,,X,X,X,,,10,30,,,,,X,,,FI,SL,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,LL,,,0,X,X,X,,X,,GLFUNCT,,X,X,X,,,10,30,,,,,X,,,FI,SL,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,LU,,,0,X,X,X,,X,,GLFUNCT,,X,X,X,,,10,30,,,,,X,,,FI,SL,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,LC,,,0,X,X,X,,X,,GLFUNCT,,X,X,X,,,10,30,,,,,X,,,FI,SL,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,LE,,,0,X,X,X,,X,,GLFUNCT,,X,X,X,,,10,30,,,,,X,,,FI,SL,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,LP,,,0,X,X,X,,X,,GLFUNCT,,X,X,X,,,10,30,,,,,X,,,FI,SL,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,0F,,,0,X,X,X,,X,,GLFUNCT,,X,X,X,,,10,30,,,,,X,,,FI,SL,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,LJ,,,0,X,X,X,,X,,GLFUNCT,,X,X,X,,,10,30,,,,,X,,,FI,SL,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,LY,,,0,X,X,X,,X,,GLFUNCT,,X,X,X,,,10,30,,,,,X,,,FI,SL,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,LB,,,0,X,X,X,,X,,GLFUNCT,,X,X,X,,,10,30,,,,,X,,,FI,SL,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,LN,,,0,X,X,X,,X,,GLFUNCT,,X,X,X,,,10,30,,,,,X,,,FI,SL,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,LV,,,0,X,X,X,,X,,GLFUNCT,,X,X,X,,,10,30,,,,,X,,,FI,SL,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,LZ,,,0,X,X,X,,X,,GLFUNCT,,X,X,X,,,10,30,,,,,X,,,FI,SL,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,LH,,,0,X,X,X,,X,,GLFUNCT,,X,X,X,,,10,30,,,,,X,,,FI,SL,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,LT,,,0,X,X,X,,X,,GLFUNCT,,X,X,X,,,10,30,,,,,X,,,FI,SL,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,LW,,,0,X,X,X,,X,,GLFUNCT,,X,X,X,,,10,30,,,,,X,,,FI,SL,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,LR,,,0,X,X,X,,X,,GLFUNCT,,X,X,X,,,10,30,,,,,X,,,FI,SL,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,LS,,,0,X,X,X,,X,,GLFUNCT,,X,X,X,,,10,30,,,,,X,,,FI,SL,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,LX,,,0,X,X,X,,X,,GLFUNCT,,X,X,X,,,10,30,,,,,X,,,FI,SL,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,R0,,,0,X,X,X,,X,,GLFUNCT,,X,X,,,,10,30,,,,,,X,,FI,SL,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,LO,,,0,X,X,X,,X,,GLFUNCT,,X,X,X,,,10,30,,,,,X,,,FI,SL,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,LA,,,0,X,X,X,,X,,GLFUNCT,,X,X,X,,,10,30,,,,,X,,,FI,SL,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,LM,,,0,X,X,X,,X,,GLFUNCT,,X,X,X,,,10,30,,,,,X,,,FI,SL,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,LK,,,0,X,X,X,,X,,GLFUNCT,,X,X,X,,,10,30,,,,,X,,,FI,SL,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,LG,,,0,X,X,X,,X,,GLFUNCT,,X,X,X,,,10,30,,,,,X,,,FI,SL,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,LD,,,0,X,X,X,,X,,GLFUNCT,,X,X,X,,,10,30,,,,,X,,,FI,SL,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,LI,,,0,X,X,X,,X,,GLFUNCT,,X,X,X,,,10,30,,,,,X,,,FI,SL,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,U1,,,0,X,X,X,,X,,GLFUNCT,,X,X,X,,,10,30,,,,,X,,,FI,SL,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,ZC,,,,X,X,X,,X,,ZZSL01T,,X,X,X,,,10,30,,,,,X,X,,FI,SL,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,ZA,,,,X,X,X,,X,,ZZSL01T,,X,X,X,,,10,30,,,,,X,X,,FI,SL,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,9P,,,,X,X,X,,,,FMCCAVCT,,,,,,,10,30,,,,X,X,,,FI,SL,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,BP,,,,X,X,X,,X,,ZSEMBPST,,,X,X,,,10,30,,,,,X,X,,FI,SL,,,,,,0,X,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
800,7R,,,,X,X,X,,X,,PCRRETAILT,,X,X,X,,,10,30,,,,,X,,,FI,SL,,,,,,0,X,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
000,09,USD,,0,X,X,X,,,,GLT3,,X,,X,,,10,80,,,,X,X,,,FI,LC,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
001,09,USD,,0,X,X,X,,,,GLT3,,X,,X,,,10,80,,,,X,X,,,FI,LC,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
050,09,USD,,0,X,X,X,,,,GLT3,,X,,X,,,10,80,,,,X,X,,,FI,LC,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
100,09,USD,,0,X,X,X,,,,GLT3,,X,,X,,,10,80,,,,X,X,,,FI,LC,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
200,09,USD,,0,X,X,X,,,,GLT3,,X,,X,,,10,80,,,,X,X,,,FI,LC,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
250,09,USD,,0,X,X,X,,,,GLT3,,X,,X,,,10,80,,,,X,X,,,FI,LC,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
100,09,USD,,0,X,X,X,,,,GLT3,,X,,X,,,10,80,,,,X,X,,,FI,LC,,,,,,,,,,,,,,,I,False,2022-04-21 15:18:14.614641+00:00
000,10,USD,,0,X,X,X,,X,,FILCT,,,,,,,60,80,,,,X,X,X,,FI,LC,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
001,10,USD,,0,X,X,X,,X,,FILCT,,,,,,,60,80,,,,X,X,X,,FI,LC,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
050,10,USD,,0,X,X,X,,X,,FILCT,,,,,,,60,80,,,,X,X,X,,FI,LC,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
100,10,USD,,0,X,X,X,,X,,FILCT,,,,,,,60,80,,,,X,X,X,,FI,LC,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
200,10,USD,,0,X,X,X,,X,,FILCT,,,,,,,60,80,,,,X,X,X,,FI,LC,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
250,10,USD,,0,X,X,X,,X,,FILCT,,,,,,,60,80,,,,X,X,X,,FI,LC,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
100,10,USD,,0,X,X,X,,X,,FILCT,,,,,,,60,80,,,,X,X,X,,FI,LC,,,,,,,,,,,,,,,I,False,2022-04-21 15:18:14.614641+00:00
000,1A,USD,,0,X,X,X,,X,,FILCT,,,,,,,60,80,,,1,X,X,X,,FI,LC,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
001,1A,USD,,0,X,X,X,,X,,FILCT,,,,,,,60,80,,,1,X,X,X,,FI,LC,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
050,1A,USD,,0,X,X,X,,X,,FILCT,,,,,,,60,80,,,1,X,X,X,,FI,LC,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
100,1A,USD,,0,X,X,X,,X,,FILCT,,,,,,,60,80,,,1,X,X,X,,FI,LC,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
200,1A,USD,,0,X,X,X,,X,,FILCT,,,,,,,60,80,,,1,X,X,X,,FI,LC,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
250,1A,USD,,0,X,X,X,,X,,FILCT,,,,,,,60,80,,,1,X,X,X,,FI,LC,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
100,1A,USD,,0,X,X,X,,X,,FILCT,,,,,,,60,80,,,1,X,X,X,,FI,LC,,,,,,,,,,,,,,,I,False,2022-04-21 15:18:14.614641+00:00
000,1B,USD,,0,X,X,X,,X,,GLT2,,,,X,,,60,80,,,1,,X,X,,FI,SL,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
001,1B,USD,,0,X,X,X,,X,,GLT2,,,,X,,,60,80,,,1,,X,X,,FI,SL,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
050,1B,USD,,0,X,X,X,,X,,GLT2,,,,X,,,60,80,,,1,,X,X,,FI,SL,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
100,1B,USD,,0,X,X,X,,X,,GLT2,,,,X,,,60,80,,,1,,X,X,,FI,SL,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
200,1B,USD,,0,X,X,X,,X,,GLT2,,,,X,,,60,80,,,1,,X,X,,FI,SL,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
250,1B,USD,,0,X,X,X,,X,,GLT2,,,,X,,,60,80,,,1,,X,X,,FI,SL,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
100,1B,USD,,0,X,X,X,,X,,GLT2,,,,X,,,60,80,,,1,,X,X,,FI,SL,,,,,,,,,,,,,,,I,False,2022-04-21 15:18:14.614641+00:00
000,1M,USD,,,X,X,X,,X,,ECMCT,,X,,X,,,60,80,,,,,X,X,,FI,SL,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
001,1M,USD,,,X,X,X,,X,,ECMCT,,X,,X,,,60,80,,,,,X,X,,FI,SL,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
050,1M,USD,,,X,X,X,,X,,ECMCT,,X,,X,,,60,80,,,,,X,X,,FI,SL,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
100,1M,USD,,,X,X,X,,X,,ECMCT,,X,,X,,,60,80,,,,,X,X,,FI,SL,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
200,1M,USD,,,X,X,X,,X,,ECMCT,,X,,X,,,60,80,,,,,X,X,,FI,SL,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
250,1M,USD,,,X,X,X,,X,,ECMCT,,X,,X,,,60,80,,,,,X,X,,FI,SL,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
100,1M,USD,,,X,X,X,,X,,ECMCT,,X,,X,,,60,80,,,,,X,X,,FI,SL,,,,,,,,,,,,,,,I,False,2022-04-21 15:18:14.614641+00:00
000,G0,USD,,0,X,X,X,,X,,GLT2,X,,X,X,,,60,80,,,,,X,,,FI,SL,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
001,G0,USD,,0,X,X,X,,X,,GLT2,X,,X,X,,,60,80,,,,,X,,,FI,SL,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
050,G0,USD,,0,X,X,X,,X,,GLT2,X,,X,X,,,60,80,,,,,X,,,FI,SL,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
100,G0,USD,,0,X,X,X,,X,,GLT2,X,,X,X,,,60,80,,,,,X,,,FI,SL,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
200,G0,USD,,0,X,X,X,,X,,GLT2,X,,X,X,,,60,80,,,,,X,,,FI,SL,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
250,G0,USD,,0,X,X,X,,X,,GLT2,X,,X,X,,,60,80,,,,,X,,,FI,SL,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
100,G0,USD,,0,X,X,X,,X,,GLT2,X,,X,X,,,60,80,,,,,X,,,FI,SL,,,,,,,,,,,,,,,I,False,2022-04-21 15:18:14.614641+00:00
000,L0,USD,,0,X,X,X,,X,,GLT1,,,X,X,,,10,80,,,,,X,,,FI,SL,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
001,L0,USD,,0,X,X,X,,X,,GLT1,,,X,X,,,10,80,,,,,X,,,FI,SL,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
050,L0,USD,,0,X,X,X,,X,,GLT1,,,X,X,,,10,80,,,,,X,,,FI,SL,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
100,L0,USD,,0,X,X,X,,X,,GLT1,,,X,X,,,10,80,,,,,X,,,FI,SL,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
200,L0,USD,,0,X,X,X,,X,,GLT1,,,X,X,,,10,80,,,,,X,,,FI,SL,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
250,L0,USD,,0,X,X,X,,X,,GLT1,,,X,X,,,10,80,,,,,X,,,FI,SL,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
100,L0,USD,,0,X,X,X,,X,,GLT1,,,X,X,,,10,80,,,,,X,,,FI,SL,,,,,,,,,,,,,,,I,False,2022-04-21 15:18:14.614641+00:00
000,LR,USD,,0,X,X,X,,X,,GLT1,,,,,,,10,80,,,,,,X,,FI,SL,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
001,LR,USD,,0,X,X,X,,X,,GLT1,,,,,,,10,80,,,,,,X,,FI,SL,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
050,LR,USD,,0,X,X,X,,X,,GLT1,,,,,,,10,80,,,,,,X,,FI,SL,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
100,LR,USD,,0,X,X,X,,X,,GLT1,,,,,,,10,80,,,,,,X,,FI,SL,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
200,LR,USD,,0,X,X,X,,X,,GLT1,,,,,,,10,80,,,,,,X,,FI,SL,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
250,LR,USD,,0,X,X,X,,X,,GLT1,,,,,,,10,80,,,,,,X,,FI,SL,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:50.078111+00:00
100,LR,USD,,0,X,X,X,,X,,GLT1,,,,,,,10,80,,,,,,X,,FI,SL,,,,,,,,,,,,,,,I,False,2022-04-21 15:18:14.614641+00:00
800,R2,USD,,0,X,X,X,,X,,GLT1,,,X,,,,10,80,,,,,,X,,FI,SL,,,,,,0,,,0,,,,,,I,False,2021-03-31 05:00:41.521200+00:00
